FIPS,County,State,Vacancy Rate,No Vehicle,Single Parent Household,Multi-Unit Structures,Mobile Homes,Owner Occupied Housing,Crowded Housing,Lack Complete Plumbing,Median Home Value,Median Monthly Mortgage,Median Gross Rent,No Home Broadband,Rent Burden (40% Income)
30037,Golden Valley County,Montana,0.2346723044397463,0.010869565217391304,0.0027624309392265192,0.0,0.18816067653276955,0.8066298342541437,0.013812154696132596,0.011049723756906077,203900.0,1369.0,769.0,0.2114914425427873,0.05714285714285714
30039,Granite County,Montana,0.472168905950096,0.06839622641509434,0.028363636363636365,0.0,0.08752399232245682,0.7643636363636364,0.013818181818181818,0.013818181818181818,339500.0,1610.0,734.0,0.1277559649652673,0.25
30041,Hill County,Montana,0.13910398230088494,0.021760773716398805,0.08769675554127851,0.027516592920353983,0.1357853982300885,0.6681657565049791,0.016864760681015098,0.006585287504015419,187600.0,1477.0,752.0,0.1755096872229961,0.20861568247821877
30043,Jefferson County,Montana,0.09242761692650334,0.028854664542396883,0.025357873210633947,0.010393466963622866,0.09261321455085375,0.8312883435582822,0.020858895705521473,0.009406952965235174,408000.0,1917.0,886.0,0.08297837483617299,0.08727272727272728
30045,Judith Basin County,Montana,0.2643957826439578,0.013197969543147208,0.03528114663726571,0.0113544201135442,0.12570965125709652,0.75303197353914,0.0,0.0,214200.0,1224.0,502.0,0.09628543499511244,0.15625
30047,Lake County,Montana,0.26019323084401774,0.024163568773234202,0.05503080082135524,0.019140791152700978,0.09722306617244941,0.737987679671458,0.02431211498973306,0.006899383983572895,369200.0,1741.0,884.0,0.13445298415409435,0.23793103448275862
30049,Lewis And Clark County,Montana,0.09403906965747555,0.023354744196529185,0.04778992007829065,0.057865650028075775,0.09761503679404203,0.6968846843908009,0.012037188060675257,0.004175501549502528,358200.0,1838.0,1062.0,0.07662932431480307,0.25882479552303056
30051,Liberty County,Montana,0.17668269230769232,0.05459770114942529,0.058394160583941604,0.0829326923076923,0.10336538461538461,0.6423357664233577,0.027737226277372264,0.0,116800.0,1234.0,668.0,0.2731681034482759,0.24489795918367346
30053,Lincoln County,Montana,0.19406787371485762,0.024731182795698924,0.03194852111086024,0.01765080520425803,0.1345646437994723,0.7901332129148793,0.030029351998193725,0.011853691578234364,258700.0,1357.0,810.0,0.11894489115512841,0.2296933835395374
30055,McCone County,Montana,0.24399260628465805,0.0022598870056497176,0.018337408312958436,0.0,0.15711645101663585,0.8606356968215159,0.008557457212713936,0.003667481662591687,197400.0,1831.0,543.0,0.09762979683972917,0.07017543859649122
30057,Madison County,Montana,0.42185792349726775,0.012223667100130039,0.006751282743721307,0.03153786104605777,0.07338017174082748,0.806373210910073,0.017283283823926545,0.0008101539292465569,440500.0,1681.0,1159.0,0.10311750599520386,0.2217573221757322
30059,Meagher County,Montana,0.3856164383561644,0.00298804780876494,0.0,0.0013698630136986301,0.1815068493150685,0.8238573021181717,0.0011148272017837235,0.0,244400.0,1559.0,871.0,0.11716341212744086,0.06329113924050633
30061,Mineral County,Montana,0.17010509926041262,0.020386826973340304,0.020637898686679174,0.008952899961074349,0.16037368625924484,0.8030018761726079,0.021575984990619138,0.010318949343339587,313600.0,1587.0,746.0,0.13338961587167586,0.3238095238095238
30063,Missoula County,Montana,0.07795314955006427,0.023255813953488372,0.05063707834708183,0.13553420939865735,0.08739822882445365,0.5965686844041671,0.016885480810193254,0.0060028658843576934,423100.0,1899.0,1125.0,0.053513972663858156,0.30368628203897474
30065,Musselshell County,Montana,0.20395965633171462,0.058070866141732284,0.035194744251525106,0.009338812103100485,0.18901755696675382,0.8254340685124355,0.017362740497419052,0.004692632566870014,221200.0,1296.0,865.0,0.12260765550239239,0.13709677419354838
30067,Park County,Montana,0.13962696676044598,0.019124760940488244,0.042630495337289576,0.05532979055954986,0.08481817234552465,0.6961366113600581,0.01768196681603488,0.007993217875741795,429700.0,1709.0,927.0,0.08312958435207829,0.23674770825029892
30069,Petroleum County,Montana,0.3220338983050847,0.0,0.02,0.0,0.20677966101694914,0.77,0.0,0.0,173700.0,1586.0,769.0,0.14962593516209477,0.0
30071,Phillips County,Montana,0.20850111856823267,0.0005543237250554324,0.03843979649519502,0.012527964205816556,0.15391498881431767,0.7484454494064443,0.002826455624646693,0.014697569248162803,175000.0,1620.0,623.0,0.079345703125,0.19101123595505617
30073,Pondera County,Montana,0.1863421721758082,0.05555555555555555,0.028125,0.04831093352706139,0.11877951325826372,0.6665178571428572,0.026785714285714284,0.005357142857142857,179200.0,1289.0,806.0,0.183525762536619,0.16331994645247658
30075,Powder River County,Montana,0.2848545636910732,0.034653465346534656,0.016830294530154277,0.0050150451354062184,0.2136409227683049,0.7755960729312763,0.0182328190743338,0.0,149400.0,1266.0,609.0,0.2195550351288056,0.0125
30077,Powell County,Montana,0.20916133378241833,0.010638297872340425,0.024701873935264053,0.031323678006062644,0.1505557426743011,0.694633730834753,0.017035775127768313,0.0008517887563884157,255700.0,1472.0,770.0,0.20268006700167507,0.10320781032078104
30079,Prairie County,Montana,0.22038980509745126,0.0,0.0,0.0,0.15142428785607195,0.7634615384615384,0.015384615384615385,0.0057692307692307696,167100.0,907.0,827.0,0.14881439084219128,0.22764227642276422
30081,Ravalli County,Montana,0.10991563181344204,0.04258234786580724,0.029980297140422812,0.02725376812968054,0.08195089581950896,0.7858245912987912,0.013206241013898504,0.006549869535119016,435000.0,1677.0,1054.0,0.09086100888115123,0.2304823470909995
30083,Richland County,Montana,0.19499105545617174,0.03554291807357384,0.04622222222222222,0.07316636851520572,0.17549194991055456,0.698,0.012,0.011555555555555555,259000.0,1867.0,866.0,0.09825308149330492,0.09933774834437085
30085,Roosevelt County,Montana,0.26367668802365696,0.021727019498607242,0.05622489959839357,0.02390340068999507,0.11310990635781173,0.6857429718875502,0.02710843373493976,0.008032128514056224,119400.0,1543.0,707.0,0.28883331730306816,0.2374866879659212
30087,Rosebud County,Montana,0.1891677675033025,0.03404518724852987,0.07689801238188335,0.031704095112285335,0.17173051519154559,0.6634082763115021,0.033235581622678395,0.009449332029977192,188900.0,1236.0,644.0,0.18892708077584086,0.24491771539206195
30089,Sanders County,Montana,0.19678892325821182,0.03620444865120682,0.014487438107463781,0.00780674620709972,0.1449403446752099,0.7997432605905006,0.019805611589950485,0.013387126352466533,323800.0,1361.0,774.0,0.12225976270920091,0.45054945054945056
30091,Sheridan County,Montana,0.28257686676427524,0.012026458208057728,0.021768707482993196,0.043923865300146414,0.09809663250366032,0.7659863945578231,0.01020408163265306,0.006802721088435374,111600.0,1211.0,749.0,0.08447552447552442,0.27906976744186046
30093,Silver Bow County,Montana,0.11778569786157737,0.023093206748348194,0.04561152016680785,0.09548171993561738,0.060416187629340076,0.7048934645207532,0.006320453508829087,0.003453443669772594,223500.0,1348.0,810.0,0.10193552148312246,0.3230293663060278
30095,Stillwater County,Montana,0.16920764440627012,0.021217712177121772,0.04471439648487981,0.004509340777324458,0.1067210650633455,0.8077022486430602,0.014732489015249418,0.005944688550012923,355600.0,1854.0,968.0,0.11295197581999328,0.1586021505376344
30097,Sweet Grass County,Montana,0.223950233281493,0.013989927252378288,0.028056112224448898,0.00414722654224987,0.1057542768273717,0.7615230460921844,0.019372077488309953,0.0,295500.0,1564.0,1073.0,0.09991854466467553,0.10644257703081232
30099,Teton County,Montana,0.16655336505778381,0.019823788546255508,0.013458401305057096,0.03195105370496261,0.0717199184228416,0.7491843393148451,0.02202283849918434,0.005301794453507341,235500.0,1528.0,750.0,0.1429050654142905,0.18536585365853658
30101,Toole County,Montana,0.2152389151958674,0.05604288499025341,0.03236423477783873,0.057684029272492464,0.1024537236332329,0.6456390565002743,0.02029621503017005,0.0016456390565002743,187400.0,1255.0,753.0,0.13185799907791607,0.14396284829721362
30103,Treasure County,Montana,0.20250521920668058,0.013729977116704805,0.04712041884816754,0.020876826722338204,0.1419624217118998,0.6649214659685864,0.02617801047120419,0.0,215300.0,1760.0,992.0,0.19579500657030224,0.078125
30105,Valley County,Montana,0.3044909475664237,0.023550191345304682,0.043272481406355645,0.024923583352927346,0.04914178227133788,0.7765382014874915,0.011156186612576065,0.0010141987829614604,198600.0,1494.0,769.0,0.11599891716296695,0.2783661119515885
30107,Wheatland County,Montana,0.25366695427092323,0.0,0.04277456647398844,0.0,0.10526315789473684,0.761849710982659,0.023121387283236993,0.013872832369942197,172700.0,1301.0,741.0,0.19845758354755783,0.06796116504854369
30109,Wibaux County,Montana,0.21476510067114093,0.012219959266802444,0.01282051282051282,0.0,0.17114093959731544,0.75,0.0405982905982906,0.0,92300.0,1176.0,964.0,0.060176991150442505,0.1452991452991453
30111,Yellowstone County,Montana,0.05576380464266729,0.014591872303087852,0.06262270470031181,0.0768370977195589,0.0990553821408612,0.6931227624437002,0.016370250606305578,0.004215267351888209,317600.0,1770.0,1084.0,0.06692252777760832,0.2945714554520651
32001,Churchill County,Nevada,0.10948370560234347,0.022743425728500355,0.03741776315789474,0.020139143170999633,0.17438667154888318,0.6805098684210527,0.02436266447368421,0.004934210526315789,298000.0,1632.0,1203.0,0.06485647171238607,0.2059202059202059
32003,Clark County,Nevada,0.09464293345869482,0.036405018624170775,0.07266296741241807,0.16492478311038933,0.027364417282789863,0.5704833026111134,0.04552159720927378,0.004779449077035278,400800.0,1858.0,1518.0,0.07620363537858188,0.37205430222302815
32005,Douglas County,Nevada,0.14240416277084433,0.01781852374236013,0.04294653014789534,0.03337534046099435,0.06813285092889955,0.7836556693211983,0.01981418278346606,0.00360257868790292,587400.0,2036.0,1545.0,0.05461061839387682,0.39000876424189307
32007,Elko County,Nevada,0.11287614033495212,0.03917015607156452,0.07520720351990177,0.04910815594789634,0.2470839195751827,0.7044919676660186,0.03361301545073161,0.005269620382686995,282400.0,1747.0,1126.0,0.0985025648762824,0.22074099722991689
32009,Esmeralda County,Nevada,0.3218707015130674,0.0,0.0,0.23521320495185694,0.30674002751031637,0.4766734279918864,0.0,0.0,102500.0,0.0,1319.0,0.08062827225130886,0.5697674418604651
32011,Eureka County,Nevada,0.38235294117647056,0.010638297872340425,0.023809523809523808,0.0,0.4676470588235294,0.8539682539682539,0.06984126984126984,0.014285714285714285,0.0,1313.0,940.0,0.045949214026602125,0.391304347826087
32013,Humboldt County,Nevada,0.09294788695877625,0.022389969293756397,0.049449764184650566,0.018408089188488463,0.32706766917293234,0.7356009718450764,0.037587537516078316,0.0012862655423753037,256800.0,1588.0,998.0,0.0868905109489051,0.18324324324324323
32015,Lander County,Nevada,0.17912048623525206,0.0,0.10278745644599303,0.011083303539506614,0.49874865927779766,0.669425087108014,0.061411149825783974,0.0,210500.0,1344.0,1066.0,0.033871533871533854,0.13438735177865613
32017,Lincoln County,Nevada,0.2997416020671835,0.012514220705346985,0.0928659286592866,0.02454780361757106,0.1438415159345392,0.7373923739237392,0.03936039360393604,0.008610086100861008,208900.0,1338.0,754.0,0.13469693190321774,0.20374707259953162
32019,Lyon County,Nevada,0.06300504040323227,0.012017876591429751,0.05272595312299876,0.011400912072965837,0.1908552684214737,0.7658284592067626,0.020620757375229476,0.0036716048328565938,342600.0,1718.0,1259.0,0.06396821455177548,0.3108477666362808
32021,Mineral County,Nevada,0.2134423251589464,0.004498714652956298,0.04907621247113164,0.0,0.20572207084468666,0.7396073903002309,0.007505773672055427,0.0,175000.0,1209.0,1130.0,0.11833258628417753,0.25055432372505543
32023,Nye County,Nevada,0.1287620106408322,0.02715885824400819,0.0489449938476963,0.008615897720956087,0.3184705788930358,0.7523128104634735,0.02880189582099075,0.006197876315909402,266000.0,1531.0,1013.0,0.133495145631068,0.30984360625574975
32027,Pershing County,Nevada,0.19450501526384648,0.007897334649555774,0.06009745533297239,0.042302660270388134,0.48844308765808986,0.7428262046561992,0.022198159177043854,0.006497022198159177,166200.0,1388.0,667.0,0.09646507666098803,0.12210526315789473
32029,Storey County,Nevada,0.11268939393939394,0.011145510835913313,0.021344717182497332,0.0,0.16382575757575757,0.9738527214514408,0.0048025613660619,0.0,393100.0,1821.0,1007.0,0.045178528054408584,0.22448979591836735
32031,Washoe County,Nevada,0.08279129489390417,0.02755989410443663,0.056472090943926426,0.16240065232061182,0.05500206193296844,0.5947426235790011,0.04173713117895006,0.004889513347809426,496600.0,2054.0,1507.0,0.07724106080692417,0.32400811911395755
32033,White Pine County,Nevada,0.18041857108491702,0.007173601147776184,0.07631347226298797,0.007216742843396681,0.1854702910752947,0.7751687701790432,0.02054593484003522,0.007631347226298797,196700.0,1261.0,933.0,0.10575239121648927,0.1409921671018277
