FIPS,County,State,Gini Coefficient,Economic Segregation,Racial Economic Segregation,Racial Segregation,Gender Pay Gap,Uninsured Children,Uninsured (Black),Uninsured (Hispanic),Living Below Poverty (Black),Living Below Poverty (Hispanic),Lack_English_Prof
16039,Elmore County,Idaho,0.4177,-0.1341078066914498,0.05892193308550186,0.686282693377852,0.24623136767093257,0.07783695206882425,0.03761061946902655,0.24624101111353236,0.0,0.22967479674796748,0.030863964338332515
16041,Franklin County,Idaho,0.4098,-0.06378424657534247,0.1267123287671233,0.900319977740679,0.3045005202913632,0.11664899257688228,,0.13527054108216433,,0.05785123966942149,0.003669862192929898
16043,Fremont County,Idaho,0.3756,-0.09074074074074075,0.08587962962962963,0.8296471632517198,0.3365529498126183,0.06478958522555253,0.0,0.36886854153041204,,0.24444444444444444,0.03085399449035813
16045,Gem County,Idaho,0.432,-0.07879377431906615,0.09908282379099499,0.8454545454545455,0.313518713148191,0.10694736842105264,0.0,0.3247210804462713,,0.18181818181818182,0.02179985758887002
16047,Gooding County,Idaho,0.4497,-0.129687788656937,0.08849067060779604,0.6550257731958763,0.18109778769287976,0.13516002763067003,0.0,0.3934142114384749,,0.10177514792899409,0.05453048905960628
16049,Idaho County,Idaho,0.4304,-0.1824928063001666,0.06890807208844464,0.9006969678918211,0.1614688782807363,0.25475285171102663,0.0,0.4275491949910555,,0.21782178217821782,0.010033864291985451
16051,Jefferson County,Idaho,0.3813,-0.035332017042502335,0.11950535176140496,0.8587770448969188,0.3344131818256565,0.053356439255746076,0.0,0.23662306777645659,,0.28503937007874014,0.017562054898707047
16053,Jerome County,Idaho,0.4269,-0.08168561542263965,0.0819327731092437,0.5822505516057858,0.32975805461170016,0.08110923056893633,0.0,0.24956672443674177,,0.20227625452664252,0.11314917127071823
16055,Kootenai County,Idaho,0.4291,-0.025282827378287215,0.1334288528700636,0.8718655562988765,0.1908146722961538,0.053588493298375436,0.0020920502092050207,0.16360993066428092,0.0,0.05398920215956809,0.0030551515966222246
16057,Latah County,Idaho,0.4559,-0.10691192165233222,0.10954862201017013,0.854358948635634,0.18080836531352318,0.06659364731653888,0.002109704641350211,0.07929515418502203,,0.23267326732673269,0.002294001318391562
16059,Lemhi County,Idaho,0.4953,-0.27013221153846156,0.07662259615384616,0.9216710182767625,0.3323327467825967,0.013689700130378096,,0.14184397163120568,,0.0,0.005715770329955833
16061,Lewis County,Idaho,0.4432,-0.27522349936143037,0.04597701149425287,0.7881542699724517,0.301634362376311,0.06875753920386007,0.6119402985074627,0.10362694300518134,1.0,0.6216216216216216,0.01656013945380593
16063,Lincoln County,Idaho,0.3949,-0.11267605633802817,0.07854821235102925,0.6354026523159716,0.20066689466484267,0.05898681471200555,0.88,0.2296969696969697,,0.095,0.05560098119378577
16065,Madison County,Idaho,0.5181,-0.18340429084230736,0.0876533934385174,0.8512203021700612,0.4272243286250319,0.02055455093429777,0.0,0.13614485445794178,0.0,0.44776119402985076,0.003662553966402717
16067,Minidoka County,Idaho,0.4318,-0.11907947551511908,0.07800374632057801,0.6067233885138259,0.36696999241685624,0.07742537313432836,0.0,0.2598241985522234,,0.17847025495750707,0.05856800479328939
16069,Nez Perce County,Idaho,0.458,-0.1113057696799813,0.12485400607334735,0.8604502369668247,0.2530901316229037,0.09598749348619072,0.0,0.11345939933259176,,0.13793103448275862,0.005789183499573956
16071,Oneida County,Idaho,0.4062,-0.12112982074959261,0.10266159695817491,0.9245406824146981,0.3611161772752143,0.0348221044663134,,0.3872549019607843,,0.0,0.005864414731409805
16073,Owyhee County,Idaho,0.3929,-0.15803170096995506,0.05535841022001419,0.6805613219297517,0.1682988306268336,0.16334785314250155,0.2631578947368421,0.26785714285714285,,0.23770491803278687,0.06954903871710817
16075,Payette County,Idaho,0.4188,-0.08083832335329341,0.0825491873396065,0.7585546126471393,0.1235013198460515,0.03581187976413059,0.0,0.17930283224400873,,0.011446409989594173,0.02790794979079498
16077,Power County,Idaho,0.3717,-0.16061400224634967,0.053538000748783225,0.6048244506188432,0.24641210750630604,0.13607237090086693,1.0,0.2555637982195846,,0.045787545787545784,0.08045194663762592
16079,Shoshone County,Idaho,0.4229,-0.257758305951077,0.054947060971157355,0.8829017090827673,0.4100933328082542,0.038447971781305115,0.10434782608695652,0.15769944341372913,0.0,0.39285714285714285,0.004059863079127528
16081,Teton County,Idaho,0.4153,0.12230715774843641,0.24461431549687282,0.8000507915008889,0.16747197072758835,0.1841018582243634,,0.47284014485256076,,0.16393442622950818,0.017504081262470526
16083,Twin Falls County,Idaho,0.451,-0.09643285371702638,0.10461630695443645,0.7588308018368067,0.2940396856508185,0.06074491834097051,0.18226600985221675,0.20061432136686505,0.0,0.14177215189873418,0.025791587901701322
16085,Valley County,Idaho,0.4652,-0.055176037834997374,0.19915922228060956,0.9749788672865596,0.4812240372043758,0.05711610486891386,1.0,0.31446540880503143,,0.0,0.00238389546176938
16087,Washington County,Idaho,0.4463,-0.25343953656770457,0.06203234371228578,0.7817565020731247,0.3240515285842126,0.11845286059629331,0.0,0.2921478060046189,,0.4896265560165975,0.032039800995024875
30001,Beaverhead County,Montana,0.4685,-0.14706598490382275,0.0990990990990991,0.8805576090400253,0.3075155136750173,0.07142857142857142,0.0,0.026871401151631478,,0.0,0.00022097005855706552
30003,Big Horn County,Montana,0.4526,-0.23329652125897293,0.0405853119823302,0.26218487394957984,0.12192835183045159,0.12505371723248818,,0.009779951100244499,,0.3828125,0.0003316474587513473
30005,Blaine County,Montana,0.4443,-0.23337736679876706,0.06869220607661823,0.42318634423897583,0.08207495816616606,0.16258351893095768,0.05357142857142857,0.2908366533864542,1.0,0.0,0.0027726432532347504
30007,Broadwater County,Montana,0.4116,-0.0766016713091922,0.12848189415041783,0.8887774114949119,0.16243591790396117,0.04057971014492753,0.0,0.44370860927152317,,0.0,0.0
30009,Carbon County,Montana,0.4628,-0.07913978494623657,0.1313978494623656,0.9154532644434007,0.2428406569019086,0.03867684478371501,0.0,0.13815789473684212,,0.0,0.005549065420560747
30011,Carter County,Montana,0.4441,-0.31270903010033446,0.05852842809364549,0.9324324324324325,-0.06356181253323623,0.16342412451361868,,0.0,,0.0,0.0
30013,Cascade County,Montana,0.451,-0.1162044133383463,0.10102090985337074,0.8204636177345036,0.18831650407895484,0.03678439694810773,0.030927835051546393,0.08089544645128466,0.0,0.2864583333333333,0.0009844631520490718
30015,Chouteau County,Montana,0.437,-0.16346153846153846,0.07326007326007326,0.7607257927759878,0.23593692274786604,0.020187454938716654,0.0,0.0847457627118644,,0.15,0.0
30017,Custer County,Montana,0.4449,-0.09847878302642114,0.11689351481184948,0.892113406372836,0.18420337878211746,0.07490790012279984,0.0,0.0117096018735363,,0.0,0.0046585215786235385
30019,Daniels County,Montana,0.4034,-0.16946778711484595,0.05042016806722689,0.901628664495114,-0.02857142857142847,0.03571428571428571,0.0,0.0,1.0,0.0,0.0
30021,Dawson County,Montana,0.3969,-0.035278514588859416,0.11220159151193634,0.9075715086932137,0.3903055292895785,0.02890995260663507,0.0,0.0,,0.4230769230769231,0.0
30023,Deer Lodge County,Montana,0.4449,-0.25899446494464945,0.05119926199261993,0.8906200317965024,0.07447888540879144,0.11041009463722397,0.1276595744680851,0.0220125786163522,0.0,0.0,0.0
30025,Fallon County,Montana,0.4632,-0.07130584192439862,0.16065292096219932,0.9296157769466168,0.32497717155575845,0.11742424242424243,,0.42857142857142855,,,0.0
30027,Fergus County,Montana,0.4443,-0.14384882375626687,0.0977632086386425,0.9276270006958942,0.13407833257972135,0.12415824915824916,0.0,0.7066666666666667,,0.0,0.0005495008700430442
30029,Flathead County,Montana,0.4587,-0.04801442330502444,0.1439721022915975,0.9082491741387447,0.18634932394887938,0.05646766169154229,0.05167173252279635,0.10752688172043011,0.0,0.07282415630550622,0.0030919609016556954
30031,Gallatin County,Montana,0.4705,0.05984459205414212,0.19937753268997785,0.8929022016125663,0.22949705124353725,0.04966650786088614,0.1329479768786127,0.12706530291109364,0.11764705882352941,0.13346814964610718,0.0025661080401789245
30033,Garfield County,Montana,0.4566,-0.11893203883495146,0.15048543689320387,0.9641393442622951,0.33092304756250135,0.2100456621004566,0.0,,,,0.0
30035,Glacier County,Montana,0.4849,-0.3140119760479042,0.04479041916167665,0.28590087802046293,0.08806755055181092,0.2824337121212121,1.0,0.24643584521384929,0.0,0.8155339805825242,0.009856489512695158
30037,Golden Valley County,Montana,0.4688,-0.2,0.061971830985915494,0.8442330558858502,0.3548387096774194,0.18,0.0,0.125,0.0,0.0,0.0
30039,Granite County,Montana,0.4883,-0.14668652271034996,0.08860759493670886,0.9346793349168646,0.14875934704563942,0.08183306055646482,,0.038834951456310676,,0.0,0.0
30041,Hill County,Montana,0.4093,-0.16500482470247668,0.05902219363139273,0.6782855031407808,0.245385156715206,0.036301516122143926,0.0,0.029503105590062112,,0.19834710743801653,0.0005386842636859471
30043,Jefferson County,Montana,0.4253,0.0598162785729545,0.21234778893398845,0.9099649637415465,0.2098697318007663,0.02266615443718786,0.0,0.20930232558139536,,0.0,0.0020460358056265983
30045,Judith Basin County,Montana,0.5017,-0.11469933184855234,0.1514476614699332,0.9264345267287887,0.25615293702958797,0.005825242718446602,,0.0,,0.0,0.0010167768174885613
30047,Lake County,Montana,0.4843,-0.1636514522821577,0.08946058091286307,0.6401980386556222,0.2386395577625785,0.14372224465078726,0.0,0.27050359712230215,1.0,0.5247524752475248,0.008079385832579033
30049,Lewis And Clark County,Montana,0.4368,-0.0006274561606287771,0.16333674581420693,0.8917985088197854,0.1591416057443379,0.04051542559781935,0.07,0.014728682170542635,0.18181818181818182,0.11182795698924732,0.0011098779134295228
30051,Liberty County,Montana,0.5628,-0.21037868162692847,0.09396914446002805,0.9713998996487707,0.21123542100837267,0.018656716417910446,,0.0,,0.0,0.0027144408251900108
30053,Lincoln County,Montana,0.4556,-0.2944156721459131,0.05798243638820086,0.9103537232723123,0.2894070351758794,0.14300736067297581,0.0,0.45072463768115945,,0.0,0.0049271303355635085
30055,McCone County,Montana,0.358,0.0076726342710997444,0.11253196930946291,0.9037800687285223,0.20454545454545459,0.035483870967741936,,,,,0.004219409282700422
30057,Madison County,Montana,0.4175,-0.08148356279853891,0.08850800786737847,0.9169526424159231,0.2728020295687167,0.10639686684073107,,0.027707808564231738,,0.0,0.0
30059,Meagher County,Montana,0.4631,-0.08752997601918465,0.11750599520383694,0.9229979466119097,0.16495650021892672,0.09269662921348315,,0.0,,0.07692307692307693,0.0
30061,Mineral County,Montana,0.3971,-0.07314725697786333,0.11838306063522618,0.8946689595872743,0.13132859274185738,0.04267701260911736,0.06451612903225806,0.006578947368421052,,0.0,0.0
30063,Missoula County,Montana,0.4734,-0.05429568251199302,0.14260793720017445,0.8675226293012545,0.15641527734568017,0.020882164926486257,0.15256588072122051,0.05160523186682521,0.0,0.09009009009009009,0.004345555762065334
30065,Musselshell County,Montana,0.4539,-0.16518483855872718,0.06738418343472158,0.9037367993501219,0.2878500865668602,0.055220883534136546,,0.017964071856287425,,0.0,0.0027426160337552744
30067,Park County,Montana,0.4706,-0.030540037243947857,0.15257603972687772,0.9215935334872979,0.1695423716180965,0.05850524179912073,0.0,0.19107142857142856,,0.10204081632653061,0.0005427899402931065
30069,Petroleum County,Montana,0.3807,-0.13227513227513227,0.08994708994708994,0.9807692307692307,-0.023708737864077678,0.07792207792207792,,,,,0.0
30071,Phillips County,Montana,0.4031,-0.12864493996569468,0.07604345340194396,0.8254193243562485,0.3577034130450877,0.011834319526627219,,0.4270833333333333,,0.0,0.0
30073,Pondera County,Montana,0.4399,-0.09196470041802136,0.11658151416627961,0.7883748120928679,0.19508115475157972,0.03959731543624161,0.0,0.03546099290780142,,0.45,0.012513407222023596
30075,Powder River County,Montana,0.4743,-0.1353887399463807,0.11394101876675604,0.9176536943034405,-0.31946041786467316,0.0,,0.28205128205128205,,0.0,0.0
30077,Powell County,Montana,0.4563,-0.17145343777197564,0.06832027850304613,0.8692483566733352,0.19266450072415553,0.09564393939393939,0.0,0.0,,,0.0
30079,Prairie County,Montana,0.5225,-0.24948453608247423,0.07010309278350516,0.897116134060795,0.6845382103642547,0.0,,0.0,,,0.0
30081,Ravalli County,Montana,0.4532,-0.05698519658301056,0.13853663713057782,0.8993448613958464,0.24837458146579983,0.0878081729145559,0.0,0.0793928779918272,,0.09970674486803519,0.0004430246927973512
30083,Richland County,Montana,0.4464,-0.09428129829984544,0.1143740340030912,0.8753299313742742,0.3411280335804693,0.0519653564290473,0.0,0.08206686930091185,0.0,0.0,0.0030974281959827293
30085,Roosevelt County,Montana,0.4488,-0.23508196721311475,0.05901639344262295,0.32095564404111493,0.11410347271438692,0.31551224651040294,0.0,0.2904040404040404,,0.40350877192982454,0.0011207335710646969
30087,Rosebud County,Montana,0.4458,-0.203089056851791,0.06276700624383831,0.5138387484957883,0.2983642017033933,0.22398100514444005,0.0,0.16400911161731208,,0.0,0.008504513934318985
30089,Sanders County,Montana,0.4496,-0.2702304147465438,0.04552995391705069,0.8871977804201348,0.22371208226221084,0.1621160409556314,0.71875,0.12206572769953052,,0.0,0.004294681202510736
30091,Sheridan County,Montana,0.523,-0.06740792216817235,0.14940931202223767,0.8964864864864864,0.3133351513498773,0.1817116060961313,,0.0,,0.2,0.0005772005772005772
30093,Silver Bow County,Montana,0.4963,-0.18262599469496021,0.08680371352785146,0.895570158046791,0.2916047001912109,0.014304461942257218,0.0,0.016770186335403725,,0.19932432432432431,0.004084942780764726
30095,Stillwater County,Montana,0.4542,0.03183372796632465,0.19363325440673507,0.916462463800401,0.49216928535225546,0.02452733776188043,0.0,0.03430079155672823,,0.34408602150537637,0.0010450534138411519
30097,Sweet Grass County,Montana,0.4382,-0.09820193637621023,0.07330567081604426,0.8942385718149851,0.2376501437996955,0.07397959183673469,0.0,0.0,,0.0,0.0025817555938037868
30099,Teton County,Montana,0.4194,-0.14001623376623376,0.07345779220779221,0.9135941006732927,0.2821257830530828,0.10590383444917834,0.0,0.0,,0.0,0.0012058570198105081
30101,Toole County,Montana,0.4295,-0.132033426183844,0.11532033426183844,0.8351933041052212,0.03332931096898761,0.09938434476693052,0.675,0.0,,0.0,0.0029635901778154107
30103,Treasure County,Montana,0.4154,-0.0960960960960961,0.07807807807807808,0.9441176470588235,-0.09006324218572281,0.007936507936507936,,0.2413793103448276,,1.0,0.0
30105,Valley County,Montana,0.4085,-0.10307094952347334,0.09424638192728556,0.8401747881355932,0.23493136300284478,0.03453858607663249,0.08695652173913043,0.08292682926829269,0.0,0.17391304347826086,0.00014021312394840157
30107,Wheatland County,Montana,0.5009,-0.224,0.10171428571428572,0.912621359223301,0.19841269841269837,0.31072210065645517,0.0,0.37209302325581395,,,0.0
30109,Wibaux County,Montana,0.4147,-0.17381974248927037,0.045064377682403435,0.8739946380697051,0.2696895790818443,0.13395638629283488,0.0,0.35802469135802467,,0.0,0.006815968841285297
30111,Yellowstone County,Montana,0.4588,-0.016554486943458475,0.15074303724759563,0.8394190570551703,0.27051135279526806,0.04034660840202602,0.13382899628252787,0.06425662925811898,0.0,0.099609375,0.0026680520013596803
32001,Churchill County,Nevada,0.4219,-0.06743095362167796,0.11193329859301719,0.6923137470974852,0.34141155133056067,0.08635376649407049,0.14847161572052403,0.249358059914408,0.0,0.1623931623931624,0.011508253181569995
32003,Clark County,Nevada,0.4706,-0.032967429030704,0.07241997820672852,0.2819156494960559,0.11634557495484643,0.08054602590463944,0.10115039965791833,0.20032380164233526,0.1723942598187311,0.13832950803313043,0.06131878189535043
32005,Douglas County,Nevada,0.4656,0.05742583686491119,0.1909909051949907,0.7740722774678632,0.25223928812663354,0.068952981095492,0.3659305993690852,0.17458122022437375,0.0,0.036523929471032744,0.011527858992565367
32007,Elko County,Nevada,0.4141,0.024852879361076084,0.16277847835224885,0.6274440298507463,0.39538909924272614,0.050742240215924425,0.020202020202020204,0.10468986384266263,0.0,0.06709145427286357,0.013454173600946404
32009,Esmeralda County,Nevada,0.4588,-0.3402061855670103,0.04536082474226804,0.6316326530612245,0.10389813184941232,0.052083333333333336,,0.2305084745762712,,0.0,0.05520833333333333
32011,Eureka County,Nevada,0.3591,-0.015789473684210527,0.13157894736842105,0.8249075215782984,0.7416463768115942,0.06635071090047394,,0.0,,0.0,0.0
32013,Humboldt County,Nevada,0.4518,-0.04208416833667335,0.11623246492985972,0.6334414456156608,0.45353499467086233,0.0723725613593455,0.0,0.17027477102414654,0.0,0.06908171861836562,0.03586970036056198
32015,Lander County,Nevada,0.4028,-0.051418439716312055,0.149822695035461,0.6887220670391061,0.3980092066718479,0.02551337896701929,0.42574257425742573,0.18233851185609157,,0.2125748502994012,0.02985884907709012
32017,Lincoln County,Nevada,0.3758,-0.041945288753799395,0.09604863221884498,0.7963168404703794,0.22794594388436162,0.059123343527013254,1.0,0.13488372093023257,,,0.0
32019,Lyon County,Nevada,0.4195,-0.057707170459424646,0.10433662516101332,0.7123748632960377,0.1998132110714892,0.07679801811566153,0.19083969465648856,0.18265947888589398,0.0,0.06554934823091248,0.01573237210788927
32021,Mineral County,Nevada,0.4356,-0.2913343965975545,0.009037745879851143,0.523861646234676,0.3055740583747124,0.09528487229862476,0.026737967914438502,0.2378698224852071,0.25,0.06451612903225806,0.00046728971962616824
32023,Nye County,Nevada,0.4427,-0.16015928960498008,0.07721884011534765,0.68938837092344,0.07574429154118856,0.12029147982062781,0.005519779208831647,0.11730205278592376,0.018867924528301886,0.1119109947643979,0.022169326044419343
32027,Pershing County,Nevada,0.4021,-0.12672322375397668,0.10127253446447508,0.5960224684985578,0.6208948421239207,0.05595026642984014,0.0,0.19701492537313434,,0.0514018691588785,0.023801916932907348
32029,Storey County,Nevada,0.4353,0.026595744680851064,0.1702127659574468,0.8073260073260073,-0.15417029702970297,0.08084577114427861,0.0,0.0,,0.0,0.0053421521241414395
32031,Washoe County,Nevada,0.4658,0.046476457748674774,0.16223365554516161,0.5813480892753671,0.16593745760412426,0.07698829600958437,0.108424599831508,0.18729153848644797,0.1499003984063745,0.11038886552211984,0.03126733056551742
32033,White Pine County,Nevada,0.3647,-0.11448111804936069,0.07433838834374071,0.6392130710236745,-0.014582201813723161,0.044662309368191724,0.0,0.045304777594728174,0.0,0.01126126126126126,0.003496911061895326
32510,Carson City,Nevada,0.4583,-0.06709484050524513,0.11312352815242989,0.6215385671857028,0.13013631842736506,0.07729232771946953,0.070242656449553,0.22261434217955958,0.13043478260869565,0.15083969465648855,0.02460351944384097
49001,Beaver County,Utah,0.3321,-0.033624454148471615,0.10262008733624454,0.8318783441284145,0.3307617064243342,0.08636169303120991,,0.334867663981588,,0.24056603773584906,0.021589343132751494
49003,Box Elder County,Utah,0.4083,-0.017405830683838983,0.13445061162903488,0.8588461340515688,0.31565157124262555,0.0652804897356061,0.0,0.22587988093153563,0.0,0.22118380062305296,0.005434480200315311
49005,Cache County,Utah,0.4265,-0.022915767774102307,0.12155424516995061,0.8198589579551879,0.30676788997072246,0.04105735475321414,0.14802631578947367,0.154019688269073,0.18565400843881857,0.14660544440800263,0.015756353368293667
49007,Carbon County,Utah,0.4233,-0.2126781695423856,0.0641410352588147,0.8124692693480184,0.3977281666430673,0.03889700511322133,0.1336405529953917,0.05860805860805861,0.6666666666666666,0.27482014388489207,0.004662859537905381
49009,Daggett County,Utah,0.3943,-0.1148936170212766,0.08936170212765958,0.9247648902821317,0.5031646017699115,0.0,,0.25,,0.0,0.0
49011,Davis County,Utah,0.3966,0.1660648210066426,0.2430475680977219,0.8082483086890412,0.3476516686213882,0.047053483622059154,0.04749768303985171,0.16991405541023863,0.021436227224008574,0.12208643064130024,0.0093225365167451
49013,Duchesne County,Utah,0.4141,-0.06949388639529484,0.11762885002321621,0.8387683907174276,0.3513980030653393,0.09656494176618016,0.2923076923076923,0.28997613365155134,1.0,0.1864406779661017,0.008664937358573873
49015,Emery County,Utah,0.3684,-0.08210037713954163,0.10879025239338555,0.8985653667407557,0.5041723898562925,0.03484438430311231,0.0,0.2869822485207101,,0.28346456692913385,0.00967221923696937
49017,Garfield County,Utah,0.4324,-0.15368852459016394,0.09631147540983606,0.8824448349931654,0.15190698041692985,0.07043407043407043,,0.25835866261398177,,0.2653061224489796,0.005584281282316443
49019,Grand County,Utah,0.4553,-0.11926182237600923,0.10196078431372549,0.8048553719008265,0.06596678502900244,0.140491452991453,0.0,0.3741626794258373,,0.10204081632653061,0.011743158801982331
49021,Iron County,Utah,0.4207,-0.09136373413637341,0.10539901053990106,0.8346077013156988,0.2461821380027185,0.06818958641904979,0.0,0.19568345323741007,,0.12534818941504178,0.014050916082752501
49023,Juab County,Utah,0.3804,0.022815804117974403,0.16277128547579298,0.8993552708699657,0.3904466267279769,0.054945054945054944,0.0,0.0103397341211226,0.0,0.04285714285714286,0.0030794312109410377
49025,Kane County,Utah,0.4642,-0.07906976744186046,0.11751937984496125,0.9099052981827489,0.10004873769373235,0.03980370774263904,,0.24793388429752067,,0.0,0.0028401406545847984
49027,Millard County,Utah,0.3943,-0.06990663155374671,0.11994254249461336,0.8263606356029785,0.35090013586956526,0.12185959145339281,0.0,0.16605616605616605,,0.22146118721461186,0.028249523651727282
49029,Morgan County,Utah,0.3741,0.30262407301768396,0.338562464346834,0.9269022398318104,0.4187932967919763,0.03608589771972548,0.21739130434782608,0.18997361477572558,,0.0,0.0012151722940716952
49031,Piute County,Utah,0.4758,-0.437609841827768,0.040421792618629174,0.9472789115646258,0.16976653125152952,0.008426966292134831,,0.4246575342465753,,0.0,0.002333722287047841
49033,Rich County,Utah,0.3703,-0.05359477124183006,0.10196078431372549,0.8576484467164766,0.40860952380952376,0.08185053380782918,,0.3188976377952756,,0.75,0.005165733964700818
49035,Salt Lake County,Utah,0.4295,0.11314950953337602,0.19898791433330146,0.6746306885315883,0.2167326855233026,0.08099938062559896,0.1586268684868204,0.2611748081635573,0.2158256880733945,0.10224150069266232,0.03486074507313643
49037,San Juan County,Utah,0.5061,-0.1976665918779448,0.05654027372672201,0.4370696777747177,0.27306544944829814,0.14502413238336015,0.0,0.01740139211136891,,0.06936416184971098,0.03099582325785887
49039,Sanpete County,Utah,0.4126,-0.08367181153533712,0.10583729836369966,0.8470988339811216,0.36809514947468147,0.079740032495938,0.0,0.26071103008204194,,0.2751322751322751,0.01859366929831034
49041,Sevier County,Utah,0.3859,-0.07598702001081666,0.10776095186587345,0.9044630082614113,0.2605963246067753,0.057712970069071376,0.008695652173913044,0.23881856540084387,0.0,0.2490566037735849,0.004303734850358645
49043,Summit County,Utah,0.5103,0.32771878432808493,0.3934822409373856,0.8320007525162262,0.21132506951482555,0.0566952629615815,0.0778816199376947,0.2366215344938749,0.2807017543859649,0.08270676691729323,0.018879611506156933
49045,Tooele County,Utah,0.3816,0.10183511119146628,0.16995118423431568,0.7930354441322671,0.30921742301089317,0.059992698657364216,0.10196779964221825,0.16493817311527723,0.0,0.03286384976525822,0.009388572849183253
49047,Uintah County,Utah,0.4184,-0.07430501428942582,0.10340348142374643,0.795582876693277,0.3690815126570527,0.10739523418241578,0.0,0.23394643433365603,,0.15549215406562053,0.0067039106145251395
49049,Utah County,Utah,0.4214,0.11419504089842977,0.20677882791671787,0.8010948603722705,0.3695019730967537,0.061772481040086674,0.16032470826991374,0.21371454800212591,0.12211981566820276,0.10159126365054602,0.016912814842603378
49051,Wasatch County,Utah,0.4833,0.218900675024108,0.30691680547032524,0.8217601188265874,0.41366717460984714,0.0577491270480795,0.3006535947712418,0.24057488023328474,0.0,0.17509247842170161,0.02103579776110223
49053,Washington County,Utah,0.4464,0.006500288382098486,0.15248398310236785,0.8227739679318264,0.24155074748384642,0.13890832750174947,0.35678391959798994,0.25629460745440125,0.0,0.12405826217980914,0.012455381758031283
49055,Wayne County,Utah,0.3715,-0.0960989533777355,0.07992388201712655,0.971958925750395,0.1961588515991639,0.13651315789473684,,0.925,,0.0,0.0
