FIPS,County,State,Gini Coefficient,Economic Segregation,Racial Economic Segregation,Racial Segregation,Gender Pay Gap,Uninsured Children,Uninsured (Black),Uninsured (Hispanic),Living Below Poverty (Black),Living Below Poverty (Hispanic),Lack_English_Prof
30087,Rosebud County,Montana,0.4553,-0.16585206907787553,0.08145975887911372,0.5250121418164158,0.22599485756125803,0.19820919820919822,0.0,0.18050541516245489,,0.0,0.008141825344714379
30089,Sanders County,Montana,0.4487,-0.20722538052448194,0.05996699064735008,0.8852040816326531,0.20955567660104268,0.15755488592337494,0.639344262295082,0.056074766355140186,,0.0,0.006993006993006993
30091,Sheridan County,Montana,0.5003,-0.058503401360544216,0.15034013605442176,0.8923035082948055,0.32194195823162464,0.14390243902439023,,0.012048192771084338,,0.1590909090909091,0.00029394473838918284
30093,Silver Bow County,Montana,0.4847,-0.18505245324819183,0.08138398384049,0.8914271263592684,0.27033312588031055,0.01599187714176926,0.0,0.15189088654680719,,0.23809523809523808,0.0014882724133825455
30095,Stillwater County,Montana,0.4601,0.07831481002843112,0.2233135177048333,0.9217852408307556,0.4360782818655483,0.0237741456166419,0.0,0.07540983606557378,,0.3225806451612903,0.001152604887044721
30097,Sweet Grass County,Montana,0.4571,-0.052104208416833664,0.09619238476953908,0.8922704012927551,0.06955649207304837,0.07530864197530865,0.0,0.0,,0.0,0.0022753128555176336
30099,Teton County,Montana,0.4151,-0.11011419249592169,0.08482871125611746,0.9149578763312669,0.29934089723022206,0.033112582781456956,0.0,0.0,,0.0,0.0013603128719605509
30101,Toole County,Montana,0.4462,-0.09928688974218322,0.12506856829402085,0.8116547334924423,-0.03859217877094978,0.07332722273143905,0.3888888888888889,0.03296703296703297,,0.0,0.0006339814032121725
30103,Treasure County,Montana,0.4859,-0.05759162303664921,0.11518324607329843,0.9290407358738502,-0.035816711590296535,0.007633587786259542,,0.3488372093023256,,1.0,0.0
30105,Valley County,Montana,0.384,-0.08113590263691683,0.08755916159567276,0.8416445623342175,0.14782608695652177,0.03021978021978022,0.04878048780487805,0.10416666666666667,,0.3611111111111111,0.00014039028499227853
30107,Wheatland County,Montana,0.4987,-0.2300578034682081,0.11445086705202312,0.9331381161542216,0.12543392221460636,0.2510822510822511,0.0,0.37037037037037035,,,0.0
30109,Wibaux County,Montana,0.4149,-0.019230769230769232,0.14743589743589744,0.8963414634146342,0.2578166666666667,0.049132947976878616,0.0,0.37681159420289856,,0.0,0.0
30111,Yellowstone County,Montana,0.4582,0.01061034761519806,0.16543480771451669,0.8344209394048046,0.27196399072488364,0.05246176202556587,0.19747013352073084,0.08230491741029049,0.0,0.11972238288027762,0.003220652752770522
32001,Churchill County,Nevada,0.4278,-0.03875411184210526,0.1259251644736842,0.6968454751307879,0.3245946878233874,0.0591637745827136,0.18259023354564755,0.1834862385321101,0.0,0.07651245551601424,0.00595213319458897
32003,Clark County,Nevada,0.4697,-0.0033951790110198755,0.08108069834241625,0.277226863792439,0.11883793362689288,0.08254227478332676,0.09624872623838952,0.20590140951274483,0.17257592875656277,0.13473710721836704,0.061559863193107654
32005,Douglas County,Nevada,0.4723,0.08769434963974213,0.2213689799014031,0.7808721586329196,0.21939269720494714,0.07089045325429172,0.0,0.1269689737470167,0.0,0.02972972972972973,0.010252234193602272
32007,Elko County,Nevada,0.4229,0.022715645144786658,0.1636652000409291,0.6186771150560796,0.41437326775188354,0.05491386707148043,0.020253164556962026,0.11409543325526932,0.0,0.09876543209876543,0.01978915482572391
32009,Esmeralda County,Nevada,0.4779,-0.39553752535496955,0.04259634888438134,0.6486486486486487,0.1803827110932691,0.06818181818181818,,0.15476190476190477,,0.0,0.04807692307692308
32011,Eureka County,Nevada,0.3868,-0.06031746031746032,0.09682539682539683,0.8313253012048193,0.6165150604994423,0.07073170731707316,,0.0,,0.0,0.0
32013,Humboldt County,Nevada,0.4368,-0.021009003858796626,0.11990853222809776,0.6403260304063819,0.39580698511528356,0.06156124391791834,0.0,0.11816616444253121,0.0,0.0817717206132879,0.03180014877262584
32015,Lander County,Nevada,0.4184,0.023519163763066203,0.1794425087108014,0.6966057441253264,0.3681921433108334,0.022443890274314215,0.4460431654676259,0.1194620253164557,,0.17150395778364116,0.012289068231841525
32017,Lincoln County,Nevada,0.3908,-0.017220172201722016,0.12361623616236163,0.8054806828391734,0.25225615394519685,0.07875647668393783,1.0,0.15337423312883436,,,0.0
32019,Lyon County,Nevada,0.4121,-0.00888016052597874,0.1279084660376553,0.7073396008576612,0.2280687839081189,0.07851020253356596,0.26062322946175637,0.15886272767658818,0.0,0.05953693495038589,0.019429128037431947
32021,Mineral County,Nevada,0.4095,-0.2228637413394919,0.010969976905311778,0.5358788676761027,0.33179502268750094,0.11159929701230228,0.0,0.12094763092269327,0.4875,0.07586206896551724,0.0026109660574412533
32023,Nye County,Nevada,0.4427,-0.12395752631818803,0.08626896960306248,0.6776364012254027,-0.003572358873218384,0.08320459059810197,0.055915721231766614,0.13279228416843095,0.015625,0.10616929698708752,0.020897863164085474
32027,Pershing County,Nevada,0.3923,-0.04872766648619383,0.11640498105035192,0.6039969254419677,0.6326688939775016,0.06761565836298933,0.0,0.12,,0.06481481481481481,0.02193548387096774
32029,Storey County,Nevada,0.4186,0.13020277481323372,0.23159018143009605,0.825561729886446,-0.34624999999999995,0.0,0.0,0.05517241379310345,,0.0,0.005238214018458469
32031,Washoe County,Nevada,0.4661,0.07226465704432239,0.17195554987865627,0.5743233625475324,0.1588516131106431,0.06704310701005371,0.11625675911390197,0.1859661416445032,0.19444444444444445,0.10465459918729221,0.03176961279642251
32033,White Pine County,Nevada,0.3571,-0.12386263574992662,0.07367185206926916,0.6487127371273713,0.06685714285714284,0.044647967945048654,0.0,0.1268462206776716,0.0,0.01092896174863388,0.0016378100140383716
32510,Carson City,Nevada,0.4464,-0.04367495349230509,0.11880602063250464,0.6124323212939483,0.14722247559974455,0.05696049123374,0.11611030478955008,0.20898264715889758,0.0,0.16815476190476192,0.02222663585150946
49001,Beaver County,Utah,0.3437,0.020536462699077954,0.15171835708298406,0.8393753485778026,0.3118590704647676,0.26332288401253917,,0.4256619144602851,,0.2781954887218045,0.029072381237824067
49003,Box Elder County,Utah,0.3973,0.006788511749347258,0.14402088772845953,0.8589870238593553,0.3340625299396417,0.05328504914640455,0.0,0.23389830508474577,,0.16088560885608857,0.008305287156660514
49005,Cache County,Utah,0.4316,0.02263555823553968,0.13885152372559023,0.8128160781137115,0.2988782437051658,0.04483034388209756,0.10488245931283906,0.16046779141104295,0.21120689655172414,0.1466376089663761,0.016495595375539705
49007,Carbon County,Utah,0.4393,-0.18172753334164277,0.09111304998130375,0.818008412403404,0.402998953853307,0.06046849464318141,0.22758620689655173,0.10374858008330178,0.6666666666666666,0.19315068493150686,0.006213774737611613
49009,Daggett County,Utah,0.4086,-0.08778625954198473,0.08778625954198473,0.9223560910307899,0.46886837606837606,0.03296703296703297,,0.5,,0.0,0.00980392156862745
49011,Davis County,Utah,0.3909,0.21020457993965502,0.2748661422815983,0.7949539458256758,0.3218427918270348,0.04936165205624522,0.05629379077071756,0.1630496227296188,0.01764705882352941,0.09228809634089856,0.009634109749424895
49013,Duchesne County,Utah,0.4246,-0.040214477211796246,0.14104855525767054,0.8525486654625728,0.37456882163124516,0.08292465448060633,0.0,0.26300784034212404,,0.17490494296577946,0.00856285792200709
49015,Emery County,Utah,0.3824,-0.056592765460910154,0.11581096849474913,0.89446227929374,0.46261033200412205,0.030160857908847184,0.0,0.2825788751714678,,0.17532467532467533,0.0075927708266495565
49017,Garfield County,Utah,0.4577,-0.13714849531327084,0.10113468179575728,0.8926499032882012,0.18169188600608266,0.07272727272727272,,0.01892744479495268,,0.046296296296296294,0.006344658207122391
49019,Grand County,Utah,0.4801,-0.11576354679802955,0.12315270935960591,0.7867381664432299,0.2190919594916061,0.21405405405405406,0.0,0.475,,0.06493506493506493,0.006033182503770739
49021,Iron County,Utah,0.429,-0.05697425984332079,0.11964594567097366,0.8319629242039169,0.224510032664489,0.07207658485000279,0.0,0.18388326977284034,,0.18368962787015045,0.01083899903890649
49023,Juab County,Utah,0.3742,0.05670926517571885,0.19488817891373802,0.9034465900757761,0.3484771214052982,0.061342592592592594,0.0,0.03767660910518053,0.0,0.042105263157894736,0.0023784355179704017
49025,Kane County,Utah,0.4395,-0.02976190476190476,0.12562656641604011,0.8849424712356178,0.21449366983313645,0.02938034188034188,,0.439873417721519,,0.05555555555555555,0.002114444297608035
49027,Millard County,Utah,0.36,-0.04124677759550035,0.1099132880243731,0.8174368313225586,0.31481299212598424,0.11877306273062731,0.0,0.2021889400921659,,0.17249417249417248,0.02733000572784551
49029,Morgan County,Utah,0.3649,0.312621359223301,0.34507628294036063,0.9256257449344457,0.37190945406125164,0.04563492063492063,1.0,0.1349862258953168,,0.0,0.002290464879538514
49031,Piute County,Utah,0.4586,-0.3262786596119929,0.09171075837742504,0.9536656891495601,0.07366798878306346,0.008310249307479225,,0.3150684931506849,,0.0,0.0018192844147968466
49033,Rich County,Utah,0.3736,-0.017135862913096694,0.1456548347613219,0.8945131375579598,0.5213732894906882,0.10153482880755609,,0.3707865168539326,,0.8181818181818182,0.007578947368421052
49035,Salt Lake County,Utah,0.4297,0.14132634323037815,0.2154569611775635,0.6623696176802519,0.21888754920902398,0.07893537112215879,0.158934094694266,0.24707553227226145,0.21721977256904154,0.09785539732029999,0.03750306094879925
49037,San Juan County,Utah,0.4614,-0.16021505376344086,0.05182795698924731,0.4483616756532559,0.2576246660730187,0.173450070989115,,0.028225806451612902,,0.035211267605633804,0.030233926732381934
49039,Sanpete County,Utah,0.4095,-0.05201188843164152,0.12071330589849108,0.8360779211886747,0.34258101193860147,0.07895731016244806,0.1206896551724138,0.29296875,,0.2542372881355932,0.017221918805752776
49041,Sevier County,Utah,0.3874,-0.05112944677397538,0.12647098606790208,0.9112290656172783,0.2780247244913364,0.05366004962779156,0.0,0.21236559139784947,0.0,0.24770642201834864,0.005287119988250845
49043,Summit County,Utah,0.5026,0.3744560337086413,0.42356841887131313,0.828373410756515,0.23388979481704808,0.04136275505493491,0.10526315789473684,0.2775785699219574,0.39285714285714285,0.047872340425531915,0.01940596992815347
49045,Tooele County,Utah,0.3883,0.14950108459869849,0.21058568329718005,0.7833863897296733,0.322626705512447,0.0459149489614945,0.07260726072607261,0.13136729222520108,0.0,0.04168369431957499,0.00979811650594936
49047,Uintah County,Utah,0.4507,-0.06415410385259632,0.11298157453936349,0.7988918755828625,0.3780717482032816,0.10721008265815533,0.0,0.19608493696084936,0.0,0.10795454545454546,0.008699266648852469
