"FIPS","County","State","Met_Breast_Screen","Met_Colon_Screen","Currently_Smoke","BMI_Obese","Physically_Inactive","Binge_Drinking","Sleep_Debt","Cancer_Prevalence","Bad_Health","Poor_Physical","Poor_Mental","Depression","Diabetes_DX","High_BP","High_Cholesterol","BP_Medicine","CHD","Had_Stroke","Asthma","COPD","No_Teeth","Recent_Checkup","Recent_Dentist","Hearing_Disability","Vision_Disability","Cognitive_Disability","Mobility_Disability","Selfcare_Disability","Independent_Living_Disability","Socially_Isolated","Food_Insecure","Housing_Insecure","Lacked_Reliable_Transportation","Lacked_Social_Emotional_Support"
30085,"Roosevelt County","Montana",66.7,54.1,28.1,40.3,30.3,20.1,42.1,6.8,28.4,19.5,23.4,27.2,13.4,35.3,29.6,72.5,8.1,5.3,14.4,10,20.7,70.7,46.6,12.3,9,22.2,18.4,6.3,13.2,34.9,28.7,21.9,18.5,29
30087,"Rosebud County","Montana",73.3,57.7,22.3,39.2,29.3,19.6,35.5,8.4,24.4,17.1,19.9,25.1,12.5,37.8,33.2,76.6,8.4,4.9,12.6,9.2,18.4,70.5,52.3,11.8,7.4,18.6,16.9,5.3,10.7,32.2,19.4,15.4,12.5,25.3
30089,"Sanders County","Montana",70.9,60.8,16.8,35.3,25.9,17.1,32.1,11.9,20.6,15.7,15.4,22,13.3,41.4,37.1,82.1,10.3,5.2,11,9.8,19.5,75.4,60.5,13.3,5.9,13.7,17.2,4.8,8.3,31.1,11.7,9.3,7.4,21.2
30091,"Sheridan County","Montana",72.7,65.8,12.8,32.8,21.3,19.9,28.5,10.6,15.8,12.5,13.9,22.2,10.2,35.9,33.9,80.5,8,4,10.5,7.3,18.1,75.4,67.6,10.6,4.5,11.5,13.2,3.4,6.7,30.7,8.3,7.7,5.8,20.6
30093,"Silver Bow County","Montana",73.9,62.2,14.9,29.4,23.1,22.5,31.9,8.8,16.7,12.9,17.1,25.9,9.5,32.2,30.2,78.7,7.1,3.7,10.7,7.2,10.8,71.4,64,9.6,4.7,13.9,13,3.6,7.3,32.2,12.5,11,8.3,24.1
30095,"Stillwater County","Montana",73.2,66.4,11.8,32.6,20.9,20.5,31.7,10.4,14.4,11.6,13.9,22.1,9.7,34.9,35.1,79.8,7.2,3.5,10,6.6,6.9,74.4,68.6,9.4,3.9,10.8,11.4,2.9,5.8,28.3,7.1,6.8,5.2,20.2
30097,"Sweet Grass County","Montana",76.8,67.2,12.7,32,21.3,19.6,29.8,11.2,15.7,12.7,13.8,21.7,10.4,36.7,34.2,80.5,8.3,4.1,10.1,7.4,11.1,74.3,67.9,10.9,4.4,11.5,13.4,3.4,6.7,30.5,8.8,8.1,6.2,21.8
30099,"Teton County","Montana",67.5,60.1,15.6,30.8,23.6,18.7,28.5,10.6,17.5,13.7,15.9,23.2,10.2,32.9,33,80.3,8,4.1,10.9,7.8,17.7,73.3,63.1,10.7,4.9,13.5,14,3.8,7.5,30.7,11,9.4,7.2,22.3
30101,"Toole County","Montana",74.8,57.5,19.9,35,26.3,21.7,31.3,8.2,20.3,14.6,17.9,24,9.9,32.9,33.3,76,7.5,4,10.8,8,18,68,55.1,10.6,5.8,16.5,13.8,4.3,8.6,33,14.1,12.1,9.4,24.9
30103,"Treasure County","Montana",76.8,68.8,13.5,30.3,22.8,17.3,28.2,12,18,13.8,14,21.5,11.6,38.6,35.7,83,9.4,4.6,10.4,8.5,10,75.3,64.6,12.3,5.2,12.4,15.1,3.9,7.3,29.3,10.8,8.7,7.1,21.9
30105,"Valley County","Montana",69.7,62.8,14.6,35.6,24.8,19.9,31.6,10.4,18,13.9,15.5,23.1,11.2,34.9,34.4,80.1,8.6,4.4,11,8.1,12.1,74,63.4,11.6,5.2,13.5,15,3.9,7.8,32.1,11.3,9.9,7.6,23.1
30107,"Wheatland County","Montana",72,61.2,18.2,35.3,27.9,18.7,32,10,22,15.9,16.4,23.7,12.4,37.8,35,81.1,9.6,5.1,11.2,10.2,21.5,73.3,56.8,12.7,6.4,15.1,17.4,5.1,9,31.2,13.8,11.2,8.8,23.2
30109,"Wibaux County","Montana",69.1,61.1,17.2,34.2,26.4,18.6,32.4,10.5,19.5,14.8,16.4,23.4,11.4,36,34.9,80.6,8.9,4.5,10.9,8.8,12.2,73.7,59.3,11.8,5.6,14.8,15.4,4.3,8.5,29.4,10.5,9.1,7,21
30111,"Yellowstone County","Montana",80,63.8,16.7,34.3,22,22.1,34.7,8.7,16.7,13,17.8,27.3,9.3,28,29.9,76.7,6.3,3.3,11.7,6.5,11.4,74.5,62,9,4.5,14.5,11.9,3.2,7.2,30.1,8.4,8.7,6.3,20.3
32001,"Churchill County","Nevada",75.2,62.9,17.3,33.3,24.7,18,35,8.9,20.3,14.5,17,22.4,11.2,33.9,36.9,76.5,7.6,3.8,11,8.1,15.5,71.4,59.4,8.6,5.5,16.4,14.8,3.8,8.4,33.7,13.6,12.3,8.8,25.3
32003,"Clark County","Nevada",68.7,56.9,15.5,32.8,27.3,17.7,40.9,6.7,21.5,14.5,16.3,19.6,11.2,33.6,36.1,75.8,6.5,3.5,10.4,6.8,11.1,69,57.2,7.1,6.2,15.9,15.1,3.9,8.3,34.9,16.7,15.8,10.4,29.3
32005,"Douglas County","Nevada",74.1,71.5,11.6,30,21.1,16.8,31.1,12.4,16.9,13.2,13.1,20.4,11.5,36.5,36.9,80.9,8.9,3.9,10.3,7.6,11.2,77.9,69.1,9.5,4.6,11.7,14.9,3.2,6.7,31.8,10.2,9.4,6.8,22.2
32007,"Elko County","Nevada",67.9,57.4,17.3,35.8,24.5,21.4,37.7,7.4,18.3,13.3,17.3,21.8,10.1,30.5,34.8,74.1,6.2,3.1,10.7,6.6,18.3,69.7,59.7,7.4,5.2,15.6,12.8,3.4,7.7,35.8,14.2,13,9,26.3
32009,"Esmeralda County","Nevada",70,62.2,17.7,34.8,29.4,14.8,35.2,11.6,25.9,17.9,15.6,20.4,15.9,44.4,42.3,82,11.9,5.7,11.1,10.9,18.3,76.1,56.1,12.8,7.9,16.3,21.2,5.8,10.6,33.4,19.5,14.8,11.4,27.6
32011,"Eureka County","Nevada",69.1,60.4,18.6,35.1,27.3,18.1,36.6,9.2,22.3,16,16.3,22,13.3,38.6,38.5,78.5,8.9,4.4,10.9,9.4,17.3,73.5,57.8,9.8,6.3,15.4,17.4,4.7,8.8,32.9,16.1,13.6,9.7,25.9
32013,"Humboldt County","Nevada",73.7,61.8,19.4,34,29.7,19.3,38.2,7.9,24.1,16.1,17.7,21.9,12.2,32.4,35.3,75.1,8,4,11.2,9.2,22.1,70.4,55.1,9,6.8,17.7,16.7,4.7,9.4,33.6,14.8,13.6,9.3,25.5
32015,"Lander County","Nevada",70.9,57.4,17.6,33.9,26.2,19.4,37.5,8.4,21.1,15,17.4,22.6,11.9,35.4,36.7,76.2,7.8,3.9,11.1,8.2,20,71.8,58.8,8.8,6,16.2,15.6,4.1,8.7,34.1,14.8,13.2,9.2,25.8
32017,"Lincoln County","Nevada",73.4,64.6,18.8,31.7,27.4,18.4,36.8,10.1,21.8,15.6,16.7,21.3,12.2,36.3,38.8,78.6,9.3,4.4,11,9.9,10.1,72.1,58.1,10.2,5.8,16.3,17,4.1,8.9,33.1,12.8,11.4,8.1,25.8
32019,"Lyon County","Nevada",68.5,63.8,17.8,36,26.2,17.9,36.6,9.2,22.1,15.3,17,21.6,12.2,35.4,36.7,76.7,8.8,4.1,11.2,9,16.1,72.9,58.7,9.6,6,16,16.3,4.1,8.6,33.2,12.8,11.6,8.1,24.3
32021,"Mineral County","Nevada",70.5,61.3,19.2,34.4,30.2,15.5,38.9,10.3,27.1,18.4,17.1,21.6,15.7,41.8,39.9,80.7,11.2,5.9,11.8,11.6,20.7,75.2,53.6,12.3,8.3,17.7,21.7,5.9,11.4,33.5,19.9,15,11.9,26.9
32023,"Nye County","Nevada",72.7,60.3,18.9,31.5,30.2,15.6,35.8,11.3,25.7,17.6,16,21.4,15.4,40.9,40.9,81.9,10.8,5.2,11.2,10.9,17.9,75.8,55.7,11.8,7.1,16.5,20.4,5.1,9.9,31.8,14.5,11.7,8.8,24.2
32027,"Pershing County","Nevada",72.4,56.1,18.8,35,25.6,20,39.1,8.3,21,14.4,16.5,20.5,11.5,33.7,35,73.8,7.5,3.6,10.1,7.5,16.5,69.6,56.4,8.6,5.7,16.1,14.2,3.9,8,35,15.9,14,9.7,28.7
32029,"Storey County","Nevada",73.4,66.8,13.8,31.1,23.5,16,33,12.2,18.2,13.9,13.8,19.7,12.4,39.7,41.9,82.3,9.4,4.2,10.4,8.4,9.1,75.8,65.9,9.9,4.8,12.7,15.6,3.3,7.3,31.2,9.8,8.5,6.4,23.8
32031,"Washoe County","Nevada",68.8,63.1,15,29.6,21.4,20.3,37.8,8.1,18.6,13.9,16.4,21,10.8,31.3,35.6,73.6,6.9,3.4,10.9,6.9,11.1,70.3,61.4,8.1,5.3,14.8,13.2,3.5,7.7,35.1,14.2,13.4,9.4,26.9
32033,"White Pine County","Nevada",72.5,61.2,19.4,33.3,28.9,19,37.2,8.7,22.8,15.6,17,21,12.2,35.2,36.4,76.7,8.6,4.1,10.9,9.2,17.2,70.8,56.6,9.5,6,16.5,16.6,4.2,8.8,33.8,15.4,13.2,9.7,28.1
32510,"Carson City","Nevada",75.2,63,16.9,32.3,25.7,18,34.8,9.2,21.9,15.3,16.8,21.6,12.1,34.8,36.4,77.1,8.3,4,11.1,8.7,10.2,72.6,59.1,9.3,6.3,16.6,16.1,4.3,8.8,33.8,13.7,12.7,8.7,25.5
49001,"Beaver County","Utah",73.7,64.2,9.8,32.3,20.4,13.8,35.2,8.3,16.5,13,16.6,23.7,10.5,29.8,33.3,71.7,6.3,3.2,10.9,6.3,11.8,69.7,68.1,7.3,4.5,14.4,11.9,3.2,7.2,30.9,10,9.3,6.2,21.3
49003,"Box Elder County","Utah",65.7,62,10.1,31.8,19.4,12.5,37.6,7.9,15.7,12.4,17.3,25.2,9.5,30.2,33.3,70.4,5.5,2.8,11.4,5.6,9.9,70.8,67.8,6.6,4.2,14.9,10.6,3,7.1,32,11.4,10.6,7,21.6
49005,"Cache County","Utah",72.1,58.3,9.7,32.6,18.8,12.4,32.3,6.3,15.8,12.7,20.3,27.1,7.9,24.3,28,65.5,4.8,2.6,11.5,5.3,16.8,67.5,65.5,6.2,4.6,17.6,10.1,3.1,8.2,33.3,11.3,10.3,7.4,20.2
49007,"Carbon County","Utah",73.2,63.1,13.3,34.9,24,11.1,34.6,9.2,21.6,15.9,18.2,26.8,12.9,33.4,38,74,7.6,4.1,12.3,8.2,18.5,72,60.9,9,6,17.1,15.3,4.6,9.6,33.2,15.2,12.6,8.6,23
49009,"Daggett County","Utah",71.4,66.9,10.3,34,21,11.3,33.3,11.5,18.4,14.8,15.2,23.5,13.6,36.5,38.3,77.2,9,4.3,11,7.9,9,74.6,68.3,10.1,4.9,13.7,15.2,3.8,7.7,30.1,11.3,9.5,6.6,22.2
49011,"Davis County","Utah",72.2,63.3,7.9,30.1,17.5,13.6,33.6,7.5,13.3,11.6,16.3,27.7,9,25.8,31.3,68.9,4.5,2.4,10.8,4.4,8.6,72,73,5.8,3.5,12.9,9,2.4,6.1,33.7,9.5,9.2,6,21.8
49013,"Duchesne County","Utah",61.9,55.8,12,33.1,22.5,12.6,31.8,8.2,18.5,14.6,18.5,25.8,10.8,30.5,30.8,69.9,6.6,3.5,11.9,7,16.1,68.8,63.8,8,5.2,16.4,13.5,4,8.6,30.3,12.6,11,7.5,20.7
49015,"Emery County","Utah",72,62.7,12.2,34.5,22.3,11.8,36.9,9.3,19.2,15.4,17.8,26,12.2,33.6,34.9,73.8,7.5,3.9,12,7.9,15.6,71,64.9,8.8,5.3,15.9,14.4,4.1,8.7,31.5,12.4,10.5,7.3,21.4
49017,"Garfield County","Utah",68.3,66.2,9.8,35.7,20.5,11.5,34.8,10.8,17.3,14.2,15.9,24.2,12.7,34.9,36.4,77.3,8,4,11,7,14.6,72.9,67.6,9.3,4.8,13.8,14.1,3.7,7.8,30.3,11.6,9.7,6.9,20.7
49019,"Grand County","Utah",63,63.4,11.4,31.1,21.3,12.4,35.9,9.3,18.7,14.8,16.5,25.6,12.3,33.5,34.9,74.1,7.6,4,11.3,7.7,9.5,72.1,64.9,9.2,5.2,14.6,14.7,4,8.3,32.3,14.4,12,8.2,23.2
49021,"Iron County","Utah",68.3,59,9,31.8,17.1,12.5,31.9,7.5,15.1,12.2,18.1,25.5,9.4,29.7,31.9,68.1,5.6,2.9,11.1,5.4,15.7,70.6,67,6.9,4.3,15.1,10.5,3.1,7.3,31.5,14.3,12.1,8.6,23.4
49023,"Juab County","Utah",71.6,60.2,9.6,34,18.4,13.9,34.9,7.6,15.3,12.5,16.8,25,9.5,28.8,31.6,70.1,5.8,3,11.3,6.2,11.1,70.2,70,7,4.1,14,11.5,3,7.1,30.5,9.4,8.8,6.1,19.8
49025,"Kane County","Utah",74.1,66.8,9.8,36.3,20.4,11.2,33.6,10.7,17.5,14.2,15.5,24.2,12.6,34.3,37.1,76.1,8.2,4.1,11.2,7.7,15.8,74.5,68.2,9.4,4.8,13.5,14.4,3.7,7.6,29.3,10.3,8.8,6.3,20.4
49027,"Millard County","Utah",68.5,57.8,11.1,34.7,23.6,11.3,30.9,9.2,19.6,14.6,17.5,25.6,11.7,31.1,34.8,73.4,7.2,3.6,11.5,6.8,17.2,71.2,62.5,8.6,5.4,16.6,13.8,3.9,8.7,29.5,13.4,11.2,7.7,21.8
49029,"Morgan County","Utah",72.4,64.8,9.1,32,17.6,14.1,35.6,8.3,13.2,11.7,16.5,25.1,9,26.3,31.8,69.2,5.5,2.8,10.8,5.5,6.6,69.9,72.2,6.5,3.4,13,10,2.5,6.2,29,6.8,7.6,4.8,19.8
49031,"Piute County","Utah",66.7,59.6,13.4,34.5,28.7,9.2,34.8,11.6,26.1,19.2,17.4,24.7,16.6,40.2,39.2,79.6,11.6,6.2,11.9,11.6,19.5,74.6,57.4,13.3,8.1,17.7,21.7,6.6,11.8,31.4,18.3,12.5,9.5,22.8
49033,"Rich County","Utah",75.3,63.3,9.7,32.4,19.7,11.8,33,10.2,16.2,13.1,16.4,24.9,11.2,33.5,34.9,74.7,7,3.4,11,6.1,8.7,72.5,68.2,8.3,4.4,14.2,12.1,3.3,7.3,30.4,10.4,9.3,6.5,20.3
49035,"Salt Lake County","Utah",74,65.3,8.6,32.8,19.6,15.9,35.2,6.8,15.4,11.6,16.7,27.2,9.1,25.6,30.1,66.1,4.8,2.6,11,4.8,8.3,68.3,68.1,6.2,4.1,14.4,9.9,2.7,6.6,32.5,11.2,10.6,6.6,23
49037,"San Juan County","Utah",61.6,56.4,14.4,37,23.8,11.9,38,8.1,24.3,17.9,20.7,24.8,15.1,35.4,30.2,69.9,8.3,5,13.3,8.5,20.8,70.7,59.5,10.2,7.1,19.1,17.6,5,10.9,36.4,26.4,18.9,14.8,29
49039,"Sanpete County","Utah",66.2,57.3,11.9,31.5,20.6,12.4,36.6,8,18.5,14.1,18.6,26.7,10.2,29,31.5,69.2,6.2,3.4,11.7,6.8,18.5,68.1,63,7.9,5.2,16.9,12.6,3.9,8.6,32.8,13.5,11.3,8,22.6
49041,"Sevier County","Utah",73.6,61.5,11.4,35,21.5,12.5,35.8,9.1,18.3,14.7,18.4,27.7,11.3,31.7,36.5,73.2,7.1,3.7,11.8,7.4,19.5,71.6,64.5,8.6,5,16.3,13.8,3.8,8.8,32.4,11.5,10.2,7.1,21.1
49043,"Summit County","Utah",76.6,67,7.2,23.7,16.1,14.5,25.5,8.8,11.9,10.4,13.3,22,9,25.4,32.2,71.4,5.2,2.6,10.4,4.8,7.8,71.2,75.1,6.2,3.2,10.5,9.1,2.3,5.2,26.4,7.7,7.6,4.9,18.4
49045,"Tooele County","Utah",69.1,56.3,10.5,39.3,18.7,15.6,39.6,6.6,15,12,17.8,27.9,9.3,27.9,28.5,67,4.8,2.5,11.1,5.1,9.1,68.2,67,6.1,4,14.4,9.8,2.7,6.7,36.6,12.8,12.6,7.7,26.1
49047,"Uintah County","Utah",63.5,55.5,13.1,34.6,22.5,13.4,37.3,7.3,18.5,14.4,18.8,23.8,10.7,32,29.3,66,6.1,3.4,11.9,7,16.1,67.3,60.4,7.7,5.1,16.5,12.9,3.7,8.6,33.8,15.7,13.6,9.1,23.8
49049,"Utah County","Utah",69.4,61.9,5.3,28.7,12.4,10.6,31.3,5.9,10.6,8.8,16.2,24.9,6.7,20.8,26.9,61.7,3.7,1.9,10.4,3.3,8,66,75.9,4.7,3,12.4,6.9,2,5.3,36.4,11.5,10.9,7.8,22.3
49051,"Wasatch County","Utah",73,67.4,7,26.2,13.9,13.1,28.2,8.5,11.2,9.9,13.6,20.5,8.6,25.9,29.6,70.5,5.2,2.5,9.9,4.4,10.5,70.7,76,5.9,3.2,10.2,8.4,2.3,5.1,29.8,8.3,8.1,5.5,20.1
49053,"Washington County","Utah",73.2,64.6,7.7,28.2,16.5,10.1,33.1,10.3,14.7,12.2,14.8,23.2,10.3,32.2,35.4,73.7,6.8,3.4,10.8,5.8,10.6,74.4,71.8,8.1,4.2,12.6,11.9,3.1,6.8,32.9,10.9,9.5,6.6,19.8
49055,"Wayne County","Utah",71.3,63.4,10.8,33,21.1,12,32.8,10.7,18,14.7,16.4,24.5,12.3,35.4,35.7,76.3,7.9,3.9,11.3,7.4,13.8,73.3,66.3,8.9,4.9,14.5,14,3.9,8.1,29.5,9.8,8.4,6.1,19.6
49057,"Weber County","Utah",74.9,61.9,8,34.2,19.1,14.6,33.5,7.5,14.7,11.8,16.9,27.5,9.8,28.7,31.4,68.6,5.2,2.6,11.4,4.8,12.6,71.3,70.5,6.2,4,14,9.7,2.7,6.6,31.4,10.3,9.7,6.5,21.1
56001,"Albany County","Wyoming",65.2,59.4,12.8,31.3,19.4,22.3,30.6,5.9,13.7,10.7,19.4,23.9,7.6,21.6,27,72.4,5,2.6,10.8,5.8,11.6,65.1,62.2,6.7,4.7,15.5,9.8,3.1,7.7,34.7,6.9,6.5,5.5,18.4
56003,"Big Horn County","Wyoming",61.5,55.1,14.9,34.2,22.4,16.4,30.2,9.9,16.2,12.7,15.5,20.8,11.3,34.4,35,77.6,7.8,3.8,10.4,7.8,18.7,70.2,61.2,9.4,5.1,13.4,13.9,3.6,7.6,30.3,11.5,10.3,7.4,21.1
56005,"Campbell County","Wyoming",63.7,55,19.1,35.5,24.6,19.9,34.3,7.3,16.7,12.6,17,22.3,9.3,29.1,29.7,74,6,3.1,10.5,7.6,16.4,66.6,57,7.5,5,14.7,12.6,3.4,7.8,30.1,11.3,11,7.3,21.9
56007,"Carbon County","Wyoming",61.9,53.7,17.1,36.2,26.7,16.8,32.1,8.4,18.7,13.5,15.5,19.3,11.6,31.5,34.7,77.8,7.6,3.8,10.2,8.2,11.7,68.2,57.7,9.1,6,14.3,14.3,4.2,8.1,31.4,14.3,12.6,8.8,22.3
56009,"Converse County","Wyoming",65.1,58.7,17.6,37.3,25.6,18.4,33.1,9.1,17.4,13.4,16.1,21.4,11.3,32.6,32.4,74.7,7.5,3.8,10.6,8.4,17.2,69.5,60.5,9.1,5.3,14.3,14.3,3.8,7.9,30.9,11.3,10.3,7.1,21.6
56011,"Crook County","Wyoming",68.6,61.1,16.4,31.5,23.8,17.3,30,10,16.5,13.1,14.7,20.5,11.5,34,35.2,78.2,7.9,4,10.2,8.8,10.3,70.3,62.1,9.5,4.9,13,14.4,3.5,7.6,31,8.3,8.1,5.5,20.1
56013,"Fremont County","Wyoming",64.6,54.5,17.9,37.7,24.3,16.4,31.3,9.3,17.8,13.9,16.1,20.9,12.1,34.3,34.7,77.3,7.8,4,10.9,8.6,14.4,67.5,60.9,9.5,5.6,13.9,14.9,4,8.1,29.8,11.3,10,7.5,20.9
56015,"Goshen County","Wyoming",68.3,59,13.6,33.8,23.6,17,30.5,10.1,16.1,12.4,15,19.8,10.9,34.7,35.3,79,7.7,3.7,10.4,7.5,12.3,70.7,63.8,9.3,5,13.2,13.5,3.5,7.7,30.2,9.2,8.5,6.1,20.2
56017,"Hot Springs County","Wyoming",67.7,58.8,15.6,38.8,26.5,15.7,30.2,11.5,19.1,14.8,15,20.8,14,38.6,37.5,81.7,10,5,10.7,10.3,18.5,74.3,60.1,11.8,6.1,13.6,17.8,4.6,8.9,27.8,10.4,9.2,6.6,19.2
56019,"Johnson County","Wyoming",67.1,56.1,13.6,31.5,23.5,16.3,29.9,10.8,16.2,13,13.9,20.4,12.3,37.6,37.3,81.1,8.8,4.4,10,8.8,12.4,72.4,64,10.5,5.3,11.8,15.5,3.9,7.8,28.8,11.2,9.7,6.9,19.4
56021,"Laramie County","Wyoming",69.9,61.8,17,34,23.8,16.2,33.5,8.1,14.8,12,16.3,22.1,9.5,29.3,30.5,76.8,6.1,3,10.9,6.9,12.6,72.1,65.4,7.7,4.7,13.6,11.5,3.2,7.1,28.8,9.2,9.3,6.2,19.3
56023,"Lincoln County","Wyoming",66.5,57.7,14.3,32,20.6,16.8,31.1,9.3,14.8,12.4,14.8,20.9,10.4,31.8,35.1,77.9,6.9,3.4,10.1,7.5,13.1,68.2,66.3,8.1,4.5,12.2,12.8,3.2,6.9,28.6,9,8.7,5.9,20.3
56025,"Natrona County","Wyoming",70.8,60.1,17.7,37.9,27.9,19.2,34.5,8.2,17.7,13.3,17.1,26.3,10.7,29.8,32.4,74.9,6.6,3.4,10.8,8.1,14.6,69,60.8,8.2,5,14.4,14,3.6,7.8,32.7,11.1,10.4,7,21.4
56027,"Niobrara County","Wyoming",64.9,56.1,20.3,36.6,29.4,16,31.4,9.6,21.2,15.7,17.6,22.7,13.1,35.9,35.4,79.7,9.2,4.8,11.4,11,16.3,71.1,55.3,11.1,6.7,16.1,18.1,5,10,30.6,10.8,9.7,6.9,19.5
56029,"Park County","Wyoming",71,64.9,13.3,32.5,22.2,16.1,29.8,10.6,14.7,12,14,21.6,10.2,32.7,34.8,79.9,7.6,3.7,9.9,7.7,10.6,73.3,65.7,9.2,4.6,12,12.8,3.2,7,28.2,8.5,8,5.5,18.4
56031,"Platte County","Wyoming",62.7,59.4,17.1,32.1,28.4,14.8,32.3,10.8,18.6,14.8,15.6,21.2,13,37.8,36.4,80.6,9.3,4.6,10.7,10.1,12.1,70.8,60.5,10.8,5.9,13.8,16.9,4.4,8.5,27.1,9,8.3,6.1,18.5
56033,"Sheridan County","Wyoming",72.9,65.8,14.2,31.4,20.9,16.1,29.3,9.8,14.5,11.5,14.8,21,10.1,31.9,33.5,78,7,3.4,10.1,7.3,9.7,70.4,65.7,8.5,4.4,12.3,12,3.1,6.8,27.8,6.8,6.6,4.9,17.6
56035,"Sublette County","Wyoming",67.1,59.5,13.6,30.1,21.1,17.8,31.6,10.2,14.1,11.7,14,20.4,10.8,31.2,34.9,77.3,7.7,3.7,9.9,7.5,12.2,72.1,66.2,9.1,4.3,11.5,12.9,3.1,6.5,28.9,8.2,8.2,5.5,19.7
56037,"Sweetwater County","Wyoming",65.2,55.9,17.7,36.5,22.4,19.2,38.6,7.8,16.2,12.6,16.7,21.8,10.2,30.5,32.2,74.6,6.2,3.2,10.6,7.2,11.8,67.8,60.9,7.8,5,14.1,12.3,3.5,7.5,29.9,9.9,9.8,6.5,20.1
56039,"Teton County","Wyoming",70.7,61.2,11.4,22.6,15.9,20.7,27.1,8.3,11,9.4,13,19.1,7.9,26.1,30.6,73.7,5.1,2.4,8.9,4.9,5.1,69.7,70.3,6.5,3.5,9.9,8.6,2.3,4.9,28.9,7.2,8.1,5.2,19.8
56041,"Uinta County","Wyoming",69.2,60.6,17.8,35.6,26,18.9,34.9,8.3,16.7,13,17.1,23.4,10.4,31.1,33.2,75.1,6.8,3.5,10.6,8.1,12.3,69.1,61.9,8.3,5.1,14.3,13.4,3.6,7.7,31.9,10.7,10.2,6.9,22.4
56043,"Washakie County","Wyoming",65.3,58.7,17.3,38.8,26.2,15.7,31.4,9.9,18.5,14.1,15.8,20.6,12.3,34.3,35.7,80.2,8.5,4.2,10.7,9.2,11.8,70.4,58.8,10,5.8,14.6,15.6,4.2,8.4,29.7,10.4,9.4,6.5,20.4
56045,"Weston County","Wyoming",65.6,57.2,17.6,35.2,25.2,16.6,30.5,9.6,17.6,13.5,15.7,20.7,12.4,34.3,34,78.8,8,4,10.1,8.7,15.4,70.4,60.2,9.6,5.3,14.1,14.3,3.9,7.9,28.3,8.2,7.9,5.7,19.3
