"FIPS","County","State","Gini.Coefficient","Economic.Segregation","Racial.Economic.Segregation","Racial.Segregation","Gender.Pay.Gap","Uninsured.Children","Uninsured..Black.","Uninsured..Hispanic.","Living.Below.Poverty..Black.","Living.Below.Poverty..Hispanic.","Lack_English_Prof"
56011,"Crook County","Wyoming",0.3738,-0.0141819439640263,0.10826703562781,0.932552118817278,0.150797215360431,0.0325159914712154,NA,0.242857142857143,NA,0,0.0067026081888387
56013,"Fremont County","Wyoming",0.4204,-0.0948008102633356,0.087305874409183,0.691528171868666,0.223010055618991,0.163334299236936,0.339805825242718,0.176223241590214,0,0.0868686868686869,0.00193923723335488
56015,"Goshen County","Wyoming",0.4571,-0.156342766673263,0.0949930734217297,0.843489314371971,0.219280417467729,0.0724914154902709,0.208955223880597,0.216765453005927,NA,0.208333333333333,0.00279187817258883
56017,"Hot Springs County","Wyoming",0.3999,-0.128427128427128,0.0909090909090909,0.889346037245561,0.235545454545455,0.0593471810089021,NA,0.367231638418079,NA,0,0.00183612577461556
56019,"Johnson County","Wyoming",0.4534,-0.0755294718040316,0.159734626180148,0.901302022785399,0.103595662586482,0.103314917127072,0.5,0.181318681318681,NA,0.111111111111111,0
56021,"Laramie County","Wyoming",0.4364,0.0102580994282757,0.158341764110769,0.738359444074666,0.25785153729574,0.107793879500062,0.193901858027632,0.137225418410042,0.293139293139293,0.124053581828771,0.00667672218296117
56023,"Lincoln County","Wyoming",0.3843,0.0895579268292683,0.223323170731707,0.911300724278202,0.41566702528241,0.152384432669468,0,0.357211079274117,NA,0.174603174603175,0.00990151156054142
56025,"Natrona County","Wyoming",0.4456,-0.0118071203244705,0.152651344449452,0.84493635166489,0.29284422170161,0.0623650514687422,0.168141592920354,0.174855888004392,0.832335329341317,0.0921553693830922,0.00578103978793974
56027,"Niobrara County","Wyoming",0.49,-0.249780893952673,0.084136722173532,0.876604554865424,0.293800084352594,0.008,0,0.0181818181818182,NA,0,0.00254452926208651
56029,"Park County","Wyoming",0.4511,-0.0457546096061917,0.146748615221185,0.879537679763526,0.352782107975694,0.0317818948636843,0.10377358490566,0.0704622322435175,1,0.162939297124601,0.00262568267749615
56031,"Platte County","Wyoming",0.421,-0.0683518184163013,0.144699509930359,0.852428538229142,0.208982854374643,0.209276642738818,0,0.718019257221458,NA,0,0.00692503948487426
56033,"Sheridan County","Wyoming",0.4425,-0.0493525712171661,0.140584535701073,0.893272122843122,0.306410393744166,0.0562482289600453,0.491935483870968,0.182660489741893,0,0.0253521126760563,0.00511712909121116
56035,"Sublette County","Wyoming",0.5435,0.0295778435063189,0.168862597472439,0.899727458550988,0.400940510781465,0.0749751737835154,0,0.393081761006289,NA,0.0972222222222222,0.00214720267207444
56037,"Sweetwater County","Wyoming",0.4411,-0.0159520844452351,0.143450157148787,0.760517876800842,0.352561548880567,0.0954711273244951,0.0808080808080808,0.29262639432131,0,0.203777335984095,0.00796448953709575
56039,"Teton County","Wyoming",0.5222,0.266226153682191,0.350314398380049,0.782815309529926,0.123653488240934,0.0974576271186441,0.248175182481752,0.271777003484321,NA,0.0480427046263345,0.0336622170632618
56041,"Uinta County","Wyoming",0.3647,-0.0169808797967643,0.129830191202032,0.863091482649842,0.372521594786511,0.0587741393786734,0.545454545454545,0.233649525711433,0,0.0424242424242424,0.00956764584195283
56043,"Washakie County","Wyoming",0.4231,-0.102721685689201,0.109160081943225,0.810067462376751,0.241304591474577,0.0820424555364314,1,0.230410447761194,NA,0.0689655172413793,0.00297820495465006
56045,"Weston County","Wyoming",0.4291,-0.0446623093681917,0.143427741466957,0.852670080468178,0.488170563961486,0.122641509433962,NA,0.505952380952381,NA,NA,0.00244798041615667
