FIPS,County,State,Type,RE,Sex,All Site,Bladder,Brain & ONS,Cervix,Colon & Rectum,"Corpus Uteri & Uterus, NOS",Esophagus,Female Breast,Kidney & Renal Pelvis,Leukemia,Liver & IBD,Lung & Bronchus,Melanoma of the Skin,Non-Hodgkin Lymphoma,Oral Cavity & Pharynx,Ovary,Pancreas,Prostate,Stomach,Thyroid
30083,Richland County,Montana,Mortality,White NH,Female,140.1,,,,,,,,,,,,,,,,,,,
30083,Richland County,Montana,Mortality,White NH,Male,202.0,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,All,All,196.3,,,,,,,,,,,35.2,,,,,,,,
30085,Roosevelt County,Montana,Mortality,All,Female,163.8,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,All,Male,238.4,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,American Indian/Alaska Native NH,All,267.1,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,American Indian/Alaska Native NH,Female,213.7,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,American Indian/Alaska Native NH,Male,354.1,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,White NH,All,143.6,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,White NH,Female,116.2,,,,,,,,,,,,,,,,,,,
30085,Roosevelt County,Montana,Mortality,White NH,Male,173.7,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,All,All,169.6,,,,,,,,,,,36.5,,,,,,,,
30087,Rosebud County,Montana,Mortality,All,Female,185.8,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,All,Male,158.5,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,American Indian/Alaska Native NH,All,324.3,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,White NH,All,137.1,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,White NH,Female,156.6,,,,,,,,,,,,,,,,,,,
30087,Rosebud County,Montana,Mortality,White NH,Male,121.1,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,All,All,154.7,,,,,,,,,,,24.1,,,,,,,,
30089,Sanders County,Montana,Mortality,All,Female,147.9,,,,,,,,,,,25.9,,,,,,,,
30089,Sanders County,Montana,Mortality,All,Male,161.7,,,,,,,,,,,23.4,,,,,,,,
30089,Sanders County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30089,Sanders County,Montana,Mortality,White NH,All,158.1,,,,,,,,,,,25.5,,,,,,,,
30089,Sanders County,Montana,Mortality,White NH,Female,150.8,,,,,,,,,,,27.1,,,,,,,,
30089,Sanders County,Montana,Mortality,White NH,Male,166.3,,,,,,,,,,,25.0,,,,,,,,
30091,Sheridan County,Montana,Mortality,All,All,191.2,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,All,Female,164.0,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,All,Male,218.9,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,White NH,All,196.0,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,White NH,Female,168.1,,,,,,,,,,,,,,,,,,,
30091,Sheridan County,Montana,Mortality,White NH,Male,223.5,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,All,All,156.5,6.8,,,11.7,,,,,,7.0,31.6,,,,,12.6,,,
30093,Silver Bow County,Montana,Mortality,All,Female,137.9,,,,,,,26.0,,,,29.8,,,,,,,,
30093,Silver Bow County,Montana,Mortality,All,Male,183.0,,,,13.9,,,,,,11.8,33.7,,,,,13.8,21.9,,
30093,Silver Bow County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30093,Silver Bow County,Montana,Mortality,White NH,All,156.9,7.0,,,12.2,,,,,,7.0,30.6,,,,,11.9,,,
30093,Silver Bow County,Montana,Mortality,White NH,Female,139.4,,,,,,,27.2,,,,29.5,,,,,,,,
30093,Silver Bow County,Montana,Mortality,White NH,Male,181.3,,,,14.5,,,,,,,31.7,,,,,,21.3,,
30095,Stillwater County,Montana,Mortality,All,All,124.6,,,,,,,,,,,31.6,,,,,,,,
30095,Stillwater County,Montana,Mortality,All,Female,123.4,,,,,,,,,,,49.4,,,,,,,,
30095,Stillwater County,Montana,Mortality,All,Male,127.5,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30095,Stillwater County,Montana,Mortality,White NH,All,123.4,,,,,,,,,,,29.8,,,,,,,,
30095,Stillwater County,Montana,Mortality,White NH,Female,124.9,,,,,,,,,,,47.5,,,,,,,,
30095,Stillwater County,Montana,Mortality,White NH,Male,123.9,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,All,All,109.9,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,All,Female,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,All,Male,145.3,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,White NH,All,107.6,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,White NH,Female,,,,,,,,,,,,,,,,,,,,
30097,Sweet Grass County,Montana,Mortality,White NH,Male,138.0,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,All,All,134.9,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,All,Female,139.0,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,All,Male,135.1,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,White NH,All,140.0,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,White NH,Female,145.0,,,,,,,,,,,,,,,,,,,
30099,Teton County,Montana,Mortality,White NH,Male,139.2,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,All,All,179.6,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,All,Female,190.4,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,All,Male,177.4,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,White NH,All,179.8,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,White NH,Female,175.6,,,,,,,,,,,,,,,,,,,
30101,Toole County,Montana,Mortality,White NH,Male,184.8,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,All,All,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,All,Female,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,All,Male,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,White NH,All,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,White NH,Female,,,,,,,,,,,,,,,,,,,,
30103,Treasure County,Montana,Mortality,White NH,Male,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,All,All,130.9,,,,,,,,,,,24.7,,,,,,,,
30105,Valley County,Montana,Mortality,All,Female,101.2,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,All,Male,166.8,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,White NH,All,121.0,,,,,,,,,,,24.4,,,,,,,,
30105,Valley County,Montana,Mortality,White NH,Female,93.2,,,,,,,,,,,,,,,,,,,
30105,Valley County,Montana,Mortality,White NH,Male,157.7,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,All,All,163.0,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,All,Female,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,All,Male,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,White NH,All,169.3,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,White NH,Female,,,,,,,,,,,,,,,,,,,,
30107,Wheatland County,Montana,Mortality,White NH,Male,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,All,All,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,All,Female,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,All,Male,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,White NH,All,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,White NH,Female,,,,,,,,,,,,,,,,,,,,
30109,Wibaux County,Montana,Mortality,White NH,Male,,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,All,All,146.5,4.2,5.6,,11.7,,3.3,,3.8,5.8,5.7,29.8,2.0,4.6,4.5,,11.6,,2.2,
30111,Yellowstone County,Montana,Mortality,All,Female,131.8,,4.6,,9.9,6.9,,20.8,,4.6,4.1,29.5,,2.7,,5.9,11.8,,,
30111,Yellowstone County,Montana,Mortality,All,Male,167.4,7.4,6.5,,14.0,,6.3,,5.2,7.4,7.3,30.5,,7.0,7.1,,11.3,21.6,3.7,
30111,Yellowstone County,Montana,Mortality,American Indian/Alaska Native NH,All,265.1,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,American Indian/Alaska Native NH,Female,247.2,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,American Indian/Alaska Native NH,Male,305.8,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,Hispanic,All,139.3,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,Hispanic,Male,176.1,,,,,,,,,,,,,,,,,,,
30111,Yellowstone County,Montana,Mortality,White NH,All,143.6,4.1,6.0,,11.2,,3.5,,3.8,5.7,4.7,29.8,2.0,4.4,4.5,,11.4,,2.0,
30111,Yellowstone County,Montana,Mortality,White NH,Female,129.9,,5.0,,9.5,6.7,,18.7,,4.3,3.7,29.6,,2.5,,6.1,11.9,,,
30111,Yellowstone County,Montana,Mortality,White NH,Male,163.4,7.7,7.0,,13.4,,6.7,,4.8,7.5,5.9,30.2,,6.8,7.1,,10.6,21.0,,
32001,Churchill County,Nevada,Mortality,All,All,157.4,,,,11.4,,,,,,,37.7,,,,,12.8,,,
32001,Churchill County,Nevada,Mortality,All,Female,153.8,,,,,,,31.5,,,,32.0,,,,,,,,
32001,Churchill County,Nevada,Mortality,All,Male,162.8,,,,,,,,,,,44.2,,,,,,,,
32001,Churchill County,Nevada,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
32001,Churchill County,Nevada,Mortality,White NH,All,165.5,,,,11.8,,,,,,,40.6,,,,,11.1,,,
