FIPS,County,State,Type,RE,Sex,All Site,Bladder,Brain & ONS,Cervix,Colon & Rectum,"Corpus Uteri & Uterus, NOS",Esophagus,Female Breast,Kidney & Renal Pelvis,Leukemia,Liver & IBD,Lung & Bronchus,Melanoma of the Skin,Non-Hodgkin Lymphoma,Oral Cavity & Pharynx,Ovary,Pancreas,Prostate,Stomach,Thyroid
16065,Madison County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,White NH,All,103.4,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,White NH,Female,82.0,,,,,,,,,,,,,,,,,,,
16065,Madison County,Idaho,Mortality,White NH,Male,131.7,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,All,All,139.5,,,,12.0,,,,,,,14.4,,,,,12.4,,,
16067,Minidoka County,Idaho,Mortality,All,Female,112.4,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,All,Male,175.8,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,Hispanic,All,89.0,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,White NH,All,149.1,,,,,,,,,,,17.8,,,,,,,,
16067,Minidoka County,Idaho,Mortality,White NH,Female,130.8,,,,,,,,,,,,,,,,,,,
16067,Minidoka County,Idaho,Mortality,White NH,Male,175.4,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,All,All,151.2,6.0,5.3,,14.1,,,,,6.6,5.9,32.2,,7.8,,,12.2,,,
16069,Nez Perce County,Idaho,Mortality,All,Female,129.6,,,,15.3,,,13.4,,,,31.5,,,,,12.2,,,
16069,Nez Perce County,Idaho,Mortality,All,Male,179.6,,,,12.2,,,,,,,33.5,,,,,12.1,22.8,,
16069,Nez Perce County,Idaho,Mortality,American Indian/Alaska Native NH,All,194.7,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16069,Nez Perce County,Idaho,Mortality,White NH,All,152.8,6.1,5.8,,13.6,,,,,6.8,6.1,33.2,,8.0,,,12.8,,,
16069,Nez Perce County,Idaho,Mortality,White NH,Female,130.0,,,,14.9,,,12.3,,,,31.7,,,,,12.5,,,
16069,Nez Perce County,Idaho,Mortality,White NH,Male,182.2,,,,11.6,,,,,,,35.4,,,,,12.9,21.8,,
16071,Oneida County,Idaho,Mortality,All,All,110.0,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,All,Female,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,All,Male,161.7,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,White NH,All,110.5,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,White NH,Female,,,,,,,,,,,,,,,,,,,,
16071,Oneida County,Idaho,Mortality,White NH,Male,160.0,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,All,All,150.9,,,,20.7,,,,,,,24.1,,,,,21.7,,,
16073,Owyhee County,Idaho,Mortality,All,Female,125.6,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,All,Male,175.8,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,White NH,All,165.4,,,,23.4,,,,,,,28.2,,,,,25.9,,,
16073,Owyhee County,Idaho,Mortality,White NH,Female,135.0,,,,,,,,,,,,,,,,,,,
16073,Owyhee County,Idaho,Mortality,White NH,Male,195.9,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,All,All,162.7,,,,17.0,,,,,,,41.5,,,,,,,,
16075,Payette County,Idaho,Mortality,All,Female,146.0,,,,,,,31.9,,,,41.2,,,,,,,,
16075,Payette County,Idaho,Mortality,All,Male,182.2,,,,18.6,,,,,,,42.6,,,,,,25.6,,
16075,Payette County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16075,Payette County,Idaho,Mortality,White NH,All,171.8,,,,17.1,,,,,,,44.0,,,,,,,,
16075,Payette County,Idaho,Mortality,White NH,Female,151.9,,,,,,,35.1,,,,43.8,,,,,,,,
16075,Payette County,Idaho,Mortality,White NH,Male,195.4,,,,,,,,,,,45.2,,,,,,28.1,,
16077,Power County,Idaho,Mortality,All,All,130.9,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,All,Female,125.5,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,All,Male,144.2,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,White NH,All,137.4,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,White NH,Female,128.6,,,,,,,,,,,,,,,,,,,
16077,Power County,Idaho,Mortality,White NH,Male,152.3,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,All,All,153.7,,,,19.8,,,,,,,37.4,,,,,,,,
16079,Shoshone County,Idaho,Mortality,All,Female,125.9,,,,,,,,,,,36.4,,,,,,,,
16079,Shoshone County,Idaho,Mortality,All,Male,189.1,,,,,,,,,,,40.4,,,,,,,,
16079,Shoshone County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16079,Shoshone County,Idaho,Mortality,White NH,All,161.0,,,,20.7,,,,,,,39.2,,,,,,,,
16079,Shoshone County,Idaho,Mortality,White NH,Female,130.8,,,,,,,,,,,38.1,,,,,,,,
16079,Shoshone County,Idaho,Mortality,White NH,Male,200.4,,,,,,,,,,,42.8,,,,,,,,
16081,Teton County,Idaho,Mortality,All,All,140.0,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,All,Female,118.6,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,All,Male,161.6,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,White NH,All,148.1,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,White NH,Female,125.1,,,,,,,,,,,,,,,,,,,
16081,Teton County,Idaho,Mortality,White NH,Male,171.3,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,All,All,143.2,4.7,3.5,,12.3,,4.0,,4.6,7.4,5.1,25.6,,6.9,3.3,,9.3,,,
16083,Twin Falls County,Idaho,Mortality,All,Female,116.6,,,,8.4,,,14.0,,,,21.2,,5.4,,7.4,6.5,,,
16083,Twin Falls County,Idaho,Mortality,All,Male,181.2,8.5,,,16.5,,,,7.7,12.2,7.9,31.7,,9.2,,,12.5,27.6,,
16083,Twin Falls County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,Hispanic,All,92.2,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,Hispanic,Male,109.4,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Mortality,White NH,All,147.5,5.0,3.8,,13.3,,4.3,,3.8,7.6,4.9,26.5,,7.3,3.2,,9.9,,,
16083,Twin Falls County,Idaho,Mortality,White NH,Female,121.6,,,,9.0,,,15.1,,,,22.3,,,,8.1,6.7,,,
16083,Twin Falls County,Idaho,Mortality,White NH,Male,185.1,9.2,,,18.0,,,,,12.7,7.3,32.3,,9.9,,,13.6,27.7,,
16085,Valley County,Idaho,Mortality,All,All,113.3,,,,,,,,,,,17.8,,,,,,,,
16085,Valley County,Idaho,Mortality,All,Female,114.1,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,All,Male,111.7,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,White NH,All,115.7,,,,,,,,,,,18.6,,,,,,,,
16085,Valley County,Idaho,Mortality,White NH,Female,118.0,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Mortality,White NH,Male,112.8,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,All,All,139.5,,,,,,,,,,,28.4,,,,,,,,
16087,Washington County,Idaho,Mortality,All,Female,139.8,,,,,,,,,,,32.7,,,,,,,,
16087,Washington County,Idaho,Mortality,All,Male,137.0,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,White NH,All,146.1,,,,,,,,,,,29.1,,,,,,,,
16087,Washington County,Idaho,Mortality,White NH,Female,144.4,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Mortality,White NH,Male,146.4,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,All,All,128.8,,,,,,,,,,,33.3,,,,,,,,
30001,Beaverhead County,Montana,Mortality,All,Female,113.4,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,All,Male,146.1,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,White NH,All,134.5,,,,,,,,,,,34.9,,,,,,,,
30001,Beaverhead County,Montana,Mortality,White NH,Female,116.9,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Mortality,White NH,Male,153.9,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,All,All,170.5,,,,,,,,,,,38.3,,,,,,,,
30003,Big Horn County,Montana,Mortality,All,Female,136.5,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,All,Male,209.2,,,,,,,,,,,55.1,,,,,,,,
30003,Big Horn County,Montana,Mortality,American Indian/Alaska Native NH,All,238.2,,,,,,,,,,,59.4,,,,,,,,
30003,Big Horn County,Montana,Mortality,American Indian/Alaska Native NH,Female,184.3,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,American Indian/Alaska Native NH,Male,317.0,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,White NH,All,127.6,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,White NH,Female,107.7,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Mortality,White NH,Male,148.7,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,All,All,143.7,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,All,Female,141.4,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,All,Male,154.4,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,American Indian/Alaska Native NH,All,138.5,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,Black NH,All,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,Black NH,Female,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,Black NH,Male,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,Hispanic,All,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,Hispanic,Female,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,Hispanic,Male,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,White NH,All,138.4,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,White NH,Female,146.8,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Mortality,White NH,Male,142.2,,,,,,,,,,,,,,,,,,,
