"FIPS","Tract","County","State","Insurance.Coverage","Medicaid.Enrollment","Household.Income","Annual.Labor.Force.Participation.Rate","Annual.Unemployment.Rate","Below.Poverty","Received.Public.Assistance","Uninsured"
16001000901,"Census Tract 9.01","Ada County","Idaho",0.880115551275879,0.157920077034184,69199,0.768552153606642,0.0108035111411209,0.0569105691056911,0.0763005780346821,0.119884448724121
16001000902,"Census Tract 9.02","Ada County","Idaho",0.928128309880466,0.0606748373430171,35263,0.547695116385212,0.0827777777777778,0.317919075144509,0.0155979202772964,0.071871690119534
16001001001,"Census Tract 10.01","Ada County","Idaho",0.975763451284537,0.0664081434803684,74418,0.736647276573242,0.0459440057430007,0.0165289256198347,0.0648553900087642,0.0242365487154629
16001001002,"Census Tract 10.02","Ada County","Idaho",0.884063444108761,0.104607250755287,33569,0.660436137071651,0.0265330188679245,0.413223140495868,0.11140350877193,0.115936555891239
16001001003,"Census Tract 10.03","Ada County","Idaho",0.867100371747212,0.18184634448575,62886,0.696244477172312,0.00634584875727129,0.251896813353566,0.0629654705484089,0.132899628252788
16001001100,"Census Tract 11","Ada County","Idaho",0.905832320777643,0.423248278655326,56042,0.675443310048361,0.00397772474144789,0.10036496350365,0.210952380952381,0.0941676792223572
16001001201,"Census Tract 12.01","Ada County","Idaho",0.92434305515449,0.163730869188565,82845,0.604111405835544,0.0137211855104281,0.0281818181818182,0.0475534114403859,0.0756569448455097
16001001203,"Census Tract 12.03","Ada County","Idaho",0.906690592155857,0.298897718533709,74810,0.747130206625123,0.0127304653204565,0.0253164556962025,0.183395291201983,0.0933094078441425
16001001204,"Census Tract 12.04","Ada County","Idaho",0.910181236673774,0.185234541577825,52534,0.674832312627588,0.0626620570440795,0.14002642007926,0.0966157205240175,0.089818763326226
16001001401,"Census Tract 14.01","Ada County","Idaho",0.881562368752625,0.198236035279294,73500,0.815865384615385,0.0724808485562758,0.0848623853211009,0.181654676258993,0.118437631247375
16001001402,"Census Tract 14.02","Ada County","Idaho",0.929742388758782,0.265640682502509,50599,0.674003795066414,0.0506756756756757,0.185897435897436,0.137475214805023,0.0702576112412178
16001001500,"Census Tract 15","Ada County","Idaho",0.929074315514994,0.102998696219035,83431,0.746287927695287,0.0484429065743945,0.0153429602888087,0.117206982543641,0.0709256844850065
16001001600,"Census Tract 16","Ada County","Idaho",0.885023718093517,0.110458549807996,61912,0.665489404641776,0.0852918877937832,0.116742081447964,0.0804761904761905,0.114976281906483
16001001701,"Census Tract 17.01","Ada County","Idaho",0.887875536480687,0.303111587982833,60507,0.811514736120631,0.0287162162162162,0.135057471264368,0.159855769230769,0.112124463519313
16001001702,"Census Tract 17.02","Ada County","Idaho",0.843923653056294,0.279777724087944,63551,0.761808755760369,0.0487712665406427,0.156818181818182,0.150784753363229,0.156076346943706
16001001800,"Census Tract 18","Ada County","Idaho",0.859786476868327,0.162752075919336,68036,0.694239694239694,0.0314589068029886,0.0373831775700935,0.0783009211873081,0.140213523131673
16001001900,"Census Tract 19","Ada County","Idaho",0.89847619047619,0.0847619047619048,72191,0.657344300822562,0.0378977475867,0.0244094488188976,0.0873087308730873,0.10152380952381
16001002000,"Census Tract 20","Ada County","Idaho",0.89660669551355,0.277613299931678,49051,0.511857707509881,0.0294401544401544,0.306374881065652,0.123689727463312,0.10339330448645
16001002100,"Census Tract 21","Ada County","Idaho",0.929815828770533,0.114982578397213,95054,0.588304784406379,0.0150602409638554,0.0626911314984709,0.0421052631578947,0.0701841712294674
16001002223,"Census Tract 22.23","Ada County","Idaho",0.884720951509607,0.111985361390668,130216,0.680094786729858,0.0400696864111498,0.00694927032661571,0.0307785153892577,0.115279048490393
16001002225,"Census Tract 22.25","Ada County","Idaho",0.954607977991747,0.0734525447042641,84013,0.720028715003589,0.010468594217348,0.00216919739696312,0.0230930720783765,0.0453920220082531
16001002226,"Census Tract 22.26","Ada County","Idaho",0.978246091094494,0.0696804894629504,116450,0.702182284980745,0.00426569165143205,0,0.0576752440106477,0.0217539089055064
16001002227,"Census Tract 22.27","Ada County","Idaho",0.95,0.153703703703704,101180,0.572187349106712,0.0151898734177215,0.0567200986436498,0.0699893955461294,0.05
16001002228,"Census Tract 22.28","Ada County","Idaho",0.98019801980198,0.218528995756719,83487,0.655691439322672,0.0286944045911047,0.0480404551201011,0.0424929178470255,0.0198019801980198
16001002229,"Census Tract 22.29","Ada County","Idaho",0.963434452871073,0.15032502708559,85455,0.689100219458669,0.00690021231422505,0.0560165975103734,0.0955056179775281,0.0365655471289275
16001002230,"Census Tract 22.30","Ada County","Idaho",0.973788049605412,0.0961104847801578,97500,0.695817490494297,0.0471932439145554,0.0746720484359233,0.0107095046854083,0.0262119503945885
16001002231,"Census Tract 22.31","Ada County","Idaho",0.842162162162162,0.178018018018018,82009,0.645502645502645,0.0296343001261034,0.046656298600311,0.0815165876777251,0.157837837837838
16001002313,"Census Tract 23.13","Ada County","Idaho",0.941020062847474,0.190234469422287,81161,0.673125526537489,0.0250312891113892,0.0249307479224377,0.0617136009586579,0.058979937152526
16001002314,"Census Tract 23.14","Ada County","Idaho",0.894879192210602,0.200144248106744,91224,0.753433761630483,0.0164657453690091,0.0675767918088737,0.0487106017191977,0.105120807789398
16001002315,"Census Tract 23.15","Ada County","Idaho",0.959512652296157,0.166635426429241,76469,0.701630049610205,0.0424242424242424,0.0659488559892328,0.120032441200324,0.0404873477038425
16001002316,"Census Tract 23.16","Ada County","Idaho",0.94571073352673,0.155822627434729,64212,0.720435193945128,0.0728824688115561,0.0674157303370786,0.135721017907634,0.0542892664732698
16001002317,"Census Tract 23.17","Ada County","Idaho",0.846182357301705,0.306893995552261,53266,0.761538461538461,0.0416666666666667,0.0374479889042996,0.0394618834080717,0.153817642698295
16001002318,"Census Tract 23.18","Ada County","Idaho",0.899591485702,0.279079767791873,79181,0.666909620991254,0.0134790528233151,0.0685820203892493,0.108220603537981,0.100408514298
16001002319,"Census Tract 23.19","Ada County","Idaho",0.92873162222776,0.340892100672813,66279,0.689101574560049,0.0537634408602151,0.133882595262616,0.160588235294118,0.0712683777722403
16001002412,"Census Tract 24.12","Ada County","Idaho",0.937811441100259,0.181582619095077,87500,0.591857250565469,0.0454352441613588,0.0242522231204527,0.085,0.0621885588997408
16001002414,"Census Tract 24.14","Ada County","Idaho",0.89070480081716,0.228804902962206,67356,0.653846153846154,0.0465416936005171,0.031700288184438,0.0879848628192999,0.10929519918284
16001002415,"Census Tract 24.15","Ada County","Idaho",0.933786078098472,0.17062818336163,78542,0.690350456072972,0.0382475660639777,0,0.0236294896030246,0.066213921901528
16001002416,"Census Tract 24.16","Ada County","Idaho",0.958782027478648,0.142034905310063,79368,0.692951015531661,0.0420689655172414,0.0281425891181989,0.0558350100603622,0.0412179725213516
