FIPS,County,State,Insurance Coverage,Medicaid Enrollment,Household Income,Annual Labor Force Participation Rate,Annual Unemployment Rate,Below Poverty,Received Public Assistance,Monthly Unemployment Rate (Sep),Uninsured
56025,Natrona County,Wyoming,0.8834904642870738,0.13178697864457106,71247.0,0.6668634050630892,0.03750747518239445,0.06906877897990726,0.07027189424665765,0.026000000000000002,0.11650953571292622
56027,Niobrara County,Wyoming,0.915068493150685,0.12968036529680366,48987.0,0.5221112696148359,0.03278688524590164,0.16407599309153714,0.08238387379491674,0.018000000000000002,0.08493150684931505
56029,Park County,Wyoming,0.8974522079748234,0.13026884060397068,70533.0,0.6001138118852126,0.02153887835274993,0.07611548556430446,0.044388800364215796,0.02,0.10254779202517661
56031,Platte County,Wyoming,0.7746993633576986,0.1586889884461212,66299.0,0.545531197301855,0.04636785162287481,0.05783340526542943,0.0902759865875677,0.023,0.22530063664230138
56033,Sheridan County,Wyoming,0.9088230584467574,0.11609287429943956,70855.0,0.6229078679806038,0.026994789377864273,0.04715549936788875,0.04350721420643729,0.02,0.09117694155324263
56035,Sublette County,Wyoming,0.9028727770177839,0.03910168718650251,82791.0,0.6314893617021277,0.018194070080862535,0.06630971993410215,0.00887335305189567,0.026000000000000002,0.0971272229822161
56037,Sweetwater County,Wyoming,0.8705173037501507,0.11976365609550223,76464.0,0.6696947225312075,0.057857340592414874,0.10926847245255206,0.08302200083022,0.026000000000000002,0.12948269624984932
56039,Teton County,Wyoming,0.8996820759580684,0.05121154837600962,112681.0,0.7753671053300137,0.024508519003931847,0.03479916897506925,0.019396781413194075,0.013999999999999999,0.10031792404193163
56041,Uinta County,Wyoming,0.8906074103078655,0.1238314326268905,82672.0,0.6428662909836066,0.035063253312082876,0.042822185970636216,0.06270891830458618,0.026000000000000002,0.1093925896921345
56043,Washakie County,Wyoming,0.87556142668428,0.12826948480845443,62648.0,0.6322969543147208,0.020321123933768188,0.050880626223091974,0.06379865378987416,0.024,0.12443857331571995
56045,Weston County,Wyoming,0.8508295859823228,0.09319274306093968,87545.0,0.5561619718309859,0.014245014245014245,0.1245753114382786,0.04030501089324619,0.018000000000000002,0.14917041401767717
