FIPS,County,State,Vacancy Rate,No Vehicle,Single Parent Household,Multi-Unit Structures,Mobile Homes,Owner Occupied Housing,Crowded Housing,Lack Complete Plumbing,Median Home Value,Median Monthly Mortgage,Median Gross Rent,No Home Broadband,Rent Burden (40% Income)
16001,Ada County,Idaho,0.03966934655141147,0.015363056002491306,0.05254903195010517,0.08270869854319048,0.03253138286082734,0.7134771638839494,0.01802340524860864,0.0040862144029878145,423500.0,1718.0,1320.0,0.04781036063191102,0.2762572542701792
16003,Adams County,Idaho,0.3629154078549849,0.0,0.01007705986959099,0.004154078549848943,0.05702416918429003,0.8381742738589212,0.012448132780082987,0.004149377593360996,284300.0,1571.0,763.0,0.1626053290822136,0.18681318681318682
16005,Bannock County,Idaho,0.07053941908713693,0.01485148514851485,0.055956457925636006,0.05854601261865515,0.07485931904734838,0.6824853228962818,0.017429060665362036,0.0019569471624266144,233500.0,1344.0,823.0,0.08890737329926923,0.2818759630200308
16007,Bear Lake County,Idaho,0.403594351732991,0.037065052950075644,0.045200172191132156,0.017201540436456997,0.05109114249037227,0.8062849763237193,0.018510546706844596,0.010331467929401636,194700.0,1192.0,636.0,0.06997176027612173,0.18222222222222223
16009,Benewah County,Idaho,0.18002571795970854,0.0034815211569362613,0.04364871928907475,0.017145306472353194,0.18624089155593657,0.7365394668060637,0.04286461055933089,0.016466283324621016,241700.0,1359.0,812.0,0.1545019754626742,0.21626984126984128
16011,Bingham County,Idaho,0.08227625088090204,0.006692115556812291,0.048377807640622,0.010747004933051444,0.13231148696264974,0.8006655148141038,0.03513150316759455,0.0007679017085813016,230500.0,1350.0,787.0,0.095261030720583,0.18587479935794543
16013,Blaine County,Idaho,0.40251895643233515,0.011023743447425224,0.0699075069907507,0.0890631024289937,0.02223364606091762,0.7508066250806625,0.04194450419445042,0.008496450849645084,558600.0,1941.0,1238.0,0.04263891220412963,0.18731117824773413
16015,Boise County,Idaho,0.3822084773512825,0.01926605504587156,0.02561837455830389,0.001637256685464799,0.13152628706567218,0.8604240282685512,0.03180212014134275,0.0014723203769140165,369300.0,1608.0,837.0,0.12109475858507612,0.10548523206751055
16017,Bonner County,Idaho,0.2709486615606279,0.032201555979184913,0.04061784897025172,0.041252748919390306,0.12038371123075757,0.7824006656958602,0.0312565009361348,0.00977740794674433,378200.0,1647.0,995.0,0.1118751318287281,0.25310707456978965
16019,Bonneville County,Idaho,0.06829268292682927,0.007538374697281451,0.05761520682986652,0.06198637662052296,0.045704240826192045,0.7099900948068487,0.030069336352058867,0.0035611527758124617,288300.0,1444.0,971.0,0.054313436841719964,0.24257949093274783
16021,Boundary County,Idaho,0.13673020527859236,0.003171247357293869,0.030360934182590234,0.026942815249266863,0.09347507331378299,0.7751592356687899,0.0326963906581741,0.02208067940552017,318600.0,1422.0,802.0,0.09698417930125247,0.16241737488196412
16023,Butte County,Idaho,0.20311284046692607,0.03742802303262956,0.076171875,0.03268482490272374,0.1517509727626459,0.7890625,0.0087890625,0.00390625,194700.0,1323.0,573.0,0.09918000780944947,0.2361111111111111
16025,Camas County,Idaho,0.523598820058997,0.0,0.021671826625386997,0.0,0.10176991150442478,0.7616099071207431,0.06191950464396285,0.0,225000.0,1328.0,950.0,0.08649602824360103,0.09090909090909091
16027,Canyon County,Idaho,0.03212178600043703,0.013772698484719584,0.05335641180012041,0.03161191638138248,0.0727171194794474,0.7476545253863135,0.039960866947621916,0.004164158137668072,306200.0,1416.0,1138.0,0.05836707738829705,0.25751776927282666
16029,Caribou County,Idaho,0.1926517571884984,0.004509921828021648,0.02334784329244163,0.034824281150159744,0.12364217252396166,0.778393351800554,0.013850415512465374,0.008310249307479225,204400.0,1258.0,709.0,0.07428160919540228,0.3
16031,Cassia County,Idaho,0.08131176999101528,0.021665174574753806,0.042787286063569685,0.028975741239892182,0.07839173405211142,0.6930317848410757,0.052689486552567236,0.0012224938875305623,227100.0,1222.0,874.0,0.08170711708756973,0.2309836718438869
16033,Clark County,Idaho,0.42538975501113585,0.0,0.011627906976744186,0.0,0.21380846325167038,0.7054263565891473,0.007751937984496124,0.027131782945736434,172500.0,1576.0,727.0,0.06085753803596128,0.14473684210526316
16035,Clearwater County,Idaho,0.23223267001968073,0.021413276231263382,0.031330105383081744,0.022960857205335666,0.21102121145856112,0.7997721446881231,0.018513244090002847,0.012816861293078895,213000.0,1242.0,838.0,0.15146948003014316,0.19772403982930298
16037,Custer County,Idaho,0.42236421725239615,0.026254375729288213,0.0,0.008626198083067093,0.18562300319488817,0.7787610619469026,0.011061946902654867,0.0,282000.0,1345.0,771.0,0.08469289827255277,0.2225
16039,Elmore County,Idaho,0.1121379651786451,0.011184957043280921,0.04897769516728624,0.011304563082762604,0.12080204637346316,0.625278810408922,0.032992565055762084,0.007620817843866171,235200.0,1277.0,1030.0,0.0882363629756151,0.17584325396825398
16041,Franklin County,Idaho,0.07061865924010344,0.005159474671669793,0.023758561643835618,0.004774219216232345,0.06226377561169684,0.773972602739726,0.040667808219178085,0.0,269100.0,1449.0,792.0,0.03133305357392646,0.2509469696969697
16043,Fremont County,Idaho,0.4955628211116301,0.01209041527948134,0.04236111111111111,0.0019850537132181222,0.12552545539467538,0.8391203703703703,0.05324074074074074,0.0025462962962962965,243700.0,1339.0,750.0,0.05547445255474448,0.21726618705035972
16045,Gem County,Idaho,0.0581151832460733,0.019723391461214674,0.07059477487493052,0.02931937172774869,0.11780104712041885,0.7544469149527515,0.06864924958310173,0.0,324700.0,1359.0,827.0,0.08366638620109379,0.18449349179400112
16047,Gooding County,Idaho,0.10926443969063683,0.021237172177879134,0.046554590799926104,0.03422741484285009,0.19335198288629257,0.7214114169591723,0.032883798263439866,0.006650655828560872,197800.0,1141.0,841.0,0.16521739130434787,0.2480106100795756
16049,Idaho County,Idaho,0.25641891891891894,0.004243281471004243,0.03271240345297592,0.010247747747747747,0.1634009009009009,0.78297743449947,0.02862335302135393,0.014841738603665,258900.0,1361.0,766.0,0.13097893432465924,0.2602930914166085
