FIPS,Tract,County,State,measure,value
16017950902,Census Tract 9509.02,Bonner County,Idaho,Total,3307.0
16019970100,Census Tract 9701,Bonneville County,Idaho,Total,6334.0
16019970300,Census Tract 9703,Bonneville County,Idaho,Total,7213.0
16019970401,Census Tract 9704.01,Bonneville County,Idaho,Total,3314.0
16019970402,Census Tract 9704.02,Bonneville County,Idaho,Total,7108.0
16019970404,Census Tract 9704.04,Bonneville County,Idaho,Total,5029.0
16019970405,Census Tract 9704.05,Bonneville County,Idaho,Total,9163.0
16019970502,Census Tract 9705.02,Bonneville County,Idaho,Total,5608.0
16019970503,Census Tract 9705.03,Bonneville County,Idaho,Total,7156.0
16019970504,Census Tract 9705.04,Bonneville County,Idaho,Total,3313.0
16019970505,Census Tract 9705.05,Bonneville County,Idaho,Total,4754.0
16019970601,Census Tract 9706.01,Bonneville County,Idaho,Total,2930.0
16019970602,Census Tract 9706.02,Bonneville County,Idaho,Total,6954.0
16019970603,Census Tract 9706.03,Bonneville County,Idaho,Total,2514.0
16019970700,Census Tract 9707,Bonneville County,Idaho,Total,5368.0
16019970800,Census Tract 9708,Bonneville County,Idaho,Total,3525.0
16019970900,Census Tract 9709,Bonneville County,Idaho,Total,5386.0
16019971000,Census Tract 9710,Bonneville County,Idaho,Total,4783.0
16019971100,Census Tract 9711,Bonneville County,Idaho,Total,3233.0
16019971200,Census Tract 9712,Bonneville County,Idaho,Total,4529.0
16019971301,Census Tract 9713.01,Bonneville County,Idaho,Total,7423.0
16019971302,Census Tract 9713.02,Bonneville County,Idaho,Total,6098.0
16019971401,Census Tract 9714.01,Bonneville County,Idaho,Total,4382.0
16019971402,Census Tract 9714.02,Bonneville County,Idaho,Total,6373.0
16019971500,Census Tract 9715,Bonneville County,Idaho,Total,2000.0
16021970100,Census Tract 9701,Boundary County,Idaho,Total,7109.0
16021970200,Census Tract 9702,Boundary County,Idaho,Total,5226.0
16023970100,Census Tract 9701,Butte County,Idaho,Total,2605.0
16025970100,Census Tract 9701,Camas County,Idaho,Total,1133.0
16027020100,Census Tract 201,Canyon County,Idaho,Total,1274.0
16027020200,Census Tract 202,Canyon County,Idaho,Total,4847.0
16027020300,Census Tract 203,Canyon County,Idaho,Total,4342.0
16027020403,Census Tract 204.03,Canyon County,Idaho,Total,4437.0
16027020404,Census Tract 204.04,Canyon County,Idaho,Total,4539.0
16027020405,Census Tract 204.05,Canyon County,Idaho,Total,2905.0
16027020406,Census Tract 204.06,Canyon County,Idaho,Total,4012.0
16027020501,Census Tract 205.01,Canyon County,Idaho,Total,3820.0
16027020503,Census Tract 205.03,Canyon County,Idaho,Total,3528.0
16027020505,Census Tract 205.05,Canyon County,Idaho,Total,3601.0
16027020506,Census Tract 205.06,Canyon County,Idaho,Total,2946.0
16027020601,Census Tract 206.01,Canyon County,Idaho,Total,6958.0
16027020603,Census Tract 206.03,Canyon County,Idaho,Total,5345.0
16027020604,Census Tract 206.04,Canyon County,Idaho,Total,2734.0
16027020700,Census Tract 207,Canyon County,Idaho,Total,4026.0
16027020903,Census Tract 209.03,Canyon County,Idaho,Total,5540.0
16027020904,Census Tract 209.04,Canyon County,Idaho,Total,5269.0
16027020905,Census Tract 209.05,Canyon County,Idaho,Total,3611.0
16027020906,Census Tract 209.06,Canyon County,Idaho,Total,5877.0
