FIPS,Tract,County,State,measure,value
16001010359,Census Tract 103.59,Ada County,Idaho,Gini Coefficient,0.3806
16001010360,Census Tract 103.60,Ada County,Idaho,Gini Coefficient,0.4459
16001010361,Census Tract 103.61,Ada County,Idaho,Gini Coefficient,0.4147
16001010362,Census Tract 103.62,Ada County,Idaho,Gini Coefficient,0.3372
16001010363,Census Tract 103.63,Ada County,Idaho,Gini Coefficient,0.3662
16001010364,Census Tract 103.64,Ada County,Idaho,Gini Coefficient,0.3215
16001010365,Census Tract 103.65,Ada County,Idaho,Gini Coefficient,0.3212
16001010366,Census Tract 103.66,Ada County,Idaho,Gini Coefficient,0.4189
16001010367,Census Tract 103.67,Ada County,Idaho,Gini Coefficient,0.4164
16001010368,Census Tract 103.68,Ada County,Idaho,Gini Coefficient,0.4619
16001010369,Census Tract 103.69,Ada County,Idaho,Gini Coefficient,0.4498
16001010370,Census Tract 103.70,Ada County,Idaho,Gini Coefficient,0.3802
16001010371,Census Tract 103.71,Ada County,Idaho,Gini Coefficient,0.3746
16001010403,Census Tract 104.03,Ada County,Idaho,Gini Coefficient,0.3596
16001010404,Census Tract 104.04,Ada County,Idaho,Gini Coefficient,0.35
16001010405,Census Tract 104.05,Ada County,Idaho,Gini Coefficient,0.3262
16001010406,Census Tract 104.06,Ada County,Idaho,Gini Coefficient,0.3077
16001010407,Census Tract 104.07,Ada County,Idaho,Gini Coefficient,0.3176
16001010408,Census Tract 104.08,Ada County,Idaho,Gini Coefficient,0.3717
16001010409,Census Tract 104.09,Ada County,Idaho,Gini Coefficient,0.3731
16001010410,Census Tract 104.10,Ada County,Idaho,Gini Coefficient,0.2999
16001010411,Census Tract 104.11,Ada County,Idaho,Gini Coefficient,0.3017
16001010501,Census Tract 105.01,Ada County,Idaho,Gini Coefficient,0.4862
16001010503,Census Tract 105.03,Ada County,Idaho,Gini Coefficient,0.3675
16001010505,Census Tract 105.05,Ada County,Idaho,Gini Coefficient,0.371
16001010506,Census Tract 105.06,Ada County,Idaho,Gini Coefficient,0.3166
16003950100,Census Tract 9501,Adams County,Idaho,Gini Coefficient,0.4311
16003950200,Census Tract 9502,Adams County,Idaho,Gini Coefficient,0.4824
16005000200,Census Tract 2,Bannock County,Idaho,Gini Coefficient,0.4193
16005000301,Census Tract 3.01,Bannock County,Idaho,Gini Coefficient,0.3675
16005000302,Census Tract 3.02,Bannock County,Idaho,Gini Coefficient,0.3888
16005000400,Census Tract 4,Bannock County,Idaho,Gini Coefficient,0.3172
16005000500,Census Tract 5,Bannock County,Idaho,Gini Coefficient,0.4867
16005000600,Census Tract 6,Bannock County,Idaho,Gini Coefficient,0.4767
