FIPS,County,State,Total,Under 18,18 to 64,Over 64,White,Black,Hispanic,Asian,Other_Races,Below 9th grade,High School,College,Advanced Degree,Urban_Percentage
16043,Fremont County,Idaho,13519,0.24299134551372142,0.5794807308232858,0.17752792366299283,0.8329018418522081,0.0032546786004882017,0.12264220726385087,0.0005177897773503957,0.04068348250610252,0.03620309050772627,0.8409492273730684,0.21379690949227373,0.045364238410596024,0.0
16045,Gem County,Idaho,19250,0.2246233766233766,0.5534025974025975,0.22197402597402596,0.8465974025974026,0.001142857142857143,0.08992207792207792,0.0027012987012987014,0.05963636363636363,0.02841328413284133,0.8262730627306273,0.2245018450184502,0.04177121771217712,0.531977200230089
16047,Gooding County,Idaho,15520,0.2653994845360825,0.5575386597938145,0.1770618556701031,0.6559922680412371,0.0009664948453608248,0.29832474226804123,0.0030283505154639176,0.041688144329896905,0.07123669286638146,0.7565416376479952,0.15799422942990748,0.04626405332802706,0.0
16049,Idaho County,Idaho,16787,0.19384047179364985,0.5236194674450467,0.2825400607613034,0.9015905164710788,0.000893548579257759,0.036695061654851965,0.005182581759695002,0.05563829153511646,0.013793103448275862,0.8819566960705694,0.21459502806736167,0.049478748997594225,0.0
16051,Jefferson County,Idaho,31383,0.3339068922665137,0.5516043717936462,0.11448873593984005,0.8593187394449224,0.0005416945480036962,0.10773348628238218,0.002357964503074913,0.030048115221616798,0.030158817995683693,0.8887167284599635,0.26772176415250953,0.08710087986276355,0.332880126897802
16053,Jerome County,Idaho,24474,0.29958323118411373,0.5731388412192531,0.12727792759663317,0.5822914112936177,4.085968783198496e-05,0.3788101658903326,0.0005311759418158045,0.0383263871864019,0.13328894806924102,0.7069906790945406,0.13102529960053264,0.04374167776298269,0.511820769897265
16055,Kootenai County,Idaho,173396,0.22480910747652771,0.5808265473251978,0.19436434519827447,0.8747894991810653,0.002923942882188747,0.0521696002214584,0.006782163371704076,0.06333479434358347,0.01771260900384089,0.8824901505036019,0.2672716482864349,0.08926363681321399,0.764883696502142
16057,Latah County,Idaho,39872,0.18451544943820225,0.6718499197431782,0.14363463081861957,0.8665479534510433,0.01218900481540931,0.046222913322632425,0.019437199036918137,0.05560292937399679,0.009422597022631443,0.9308149040530075,0.44320626452112555,0.1714568453661475,0.655768403471923
16059,Lemhi County,Idaho,8043,0.17045878403580753,0.5248041775456919,0.3047370384185006,0.9217953499937834,0.00012433171702101205,0.03555887106800945,0.0003729951510630362,0.04214845207012309,0.01512884455527847,0.884788029925187,0.22177888611803823,0.08694929343308395,0.0
16061,Lewis County,Idaho,3630,0.22231404958677686,0.4986225895316804,0.2790633608815427,0.8066115702479338,0.018457300275482095,0.0534435261707989,0.009641873278236915,0.1118457300275482,0.028255059182894234,0.8251240931653303,0.18518518518518517,0.05956471935853379,0.0
16063,Lincoln County,Idaho,5203,0.26619258120315203,0.5902364020757256,0.14357101672112244,0.6402075725542956,0.0048049202383240435,0.3180857197770517,0.003843936190659235,0.03305785123966942,0.10381231671554252,0.7838709677419354,0.11202346041055719,0.04838709677419355,0.0
16065,Madison County,Idaho,52487,0.20351706136757675,0.7415931564006325,0.05488978223179073,0.8604987901766151,0.009278488006554004,0.08348733972221693,0.01808066759388039,0.028654714500733515,0.0041612038989910505,0.9505215755572023,0.39052613578065326,0.1143476030325486,0.781093493092435
16067,Minidoka County,Idaho,21626,0.28992878942014244,0.5522981596226764,0.15777305095718117,0.6076944418755202,0.0009710533616942569,0.3578562841024692,0.0013872190881346527,0.032091001572181636,0.10191793041926851,0.7471751412429378,0.15915848944394886,0.06898602438299138,0.556378105769676
16069,Nez Perce County,Idaho,42200,0.21355450236966825,0.5834123222748815,0.20303317535545023,0.8613270142180095,0.0008767772511848341,0.045118483412322274,0.008459715639810426,0.08421800947867299,0.02496184500593522,0.8709852467356283,0.25667288451755127,0.08210954722740377,0.810905203136137
16071,Oneida County,Idaho,4572,0.2769028871391076,0.5251531058617673,0.19794400699912512,0.9245406824146981,0.0,0.04461942257217848,0.0,0.03083989501312336,0.004101161995898838,0.8588516746411483,0.23786739576213262,0.05844155844155844,0.0
16073,Owyhee County,Idaho,12043,0.2515154031387528,0.564394253923441,0.18409034293780618,0.6842979324088683,0.003736610479116499,0.25782612305903846,0.0013285726147969775,0.05281076143817986,0.14330334832583708,0.6891554222888556,0.13918040979510246,0.03335832083958021,0.0
16075,Payette County,Idaho,25571,0.2556802627977005,0.5530092683117594,0.19131046889054007,0.7593367486605921,0.0007821360134527395,0.1802432443001838,0.007860466935200032,0.05177740409057135,0.054914141710133035,0.80114868428764,0.20154720740784152,0.05614487487546153,0.587567950839045
16077,Power County,Idaho,7918,0.31182116696135387,0.5339732255620107,0.1542056074766355,0.6052033341752968,0.0003788835564536499,0.34389997474109624,0.0,0.05051780752715332,0.08331610502377507,0.8040107504651643,0.14678519743642754,0.04899731238370891,0.0
16079,Shoshone County,Idaho,13399,0.2059108888723039,0.5640719456675871,0.23001716546010897,0.8914844391372491,0.008582730054481678,0.04052541234420479,0.00022389730576908724,0.059183521158295394,0.026890583144446735,0.7938388625592417,0.11642283123840923,0.04687821965794354,0.0
16081,Teton County,Idaho,11813,0.23685769914500973,0.6348091086091594,0.12833319224583087,0.8000507915008889,0.0,0.1636332853635825,0.0,0.03631592313552866,0.03817356081993372,0.9043819810973365,0.47084816496870013,0.13280962317417455,0.0
16083,Twin Falls County,Idaho,90592,0.26670125397386085,0.5722580360296715,0.1610407099964677,0.764283821971035,0.005453020134228188,0.17402198869657365,0.01552013422818792,0.04072103496997528,0.054854569208553944,0.8184349859038713,0.23593825208003852,0.09532077288042357,0.653088421473469
16085,Valley County,Idaho,11830,0.17802197802197803,0.5596787827557058,0.2622992392223161,0.9754860524091293,0.0005071851225697379,0.014370245139475908,0.0005071851225697379,0.009129332206255282,0.018530489118724413,0.9019607843137255,0.36403792286145226,0.12874380521439344,0.314575174527499
16087,Washington County,Idaho,10612,0.2256879004900113,0.5162080663399925,0.25810403316999625,0.783641160949868,0.0018846588767433095,0.16405955522050508,0.0013192612137203166,0.04909536373916321,0.05455764075067024,0.8505361930294906,0.17479892761394103,0.05911528150134048,0.524190476190476
30001,Beaverhead County,Montana,9469,0.17192945400781498,0.5980568169817299,0.23001372901045516,0.8909071707677685,0.010349561727743161,0.05544408068433837,0.0017953321364452424,0.04150385468370472,0.017476621186570597,0.9001992948030048,0.3644028821094588,0.11145178598804231,0.472628321417138
30003,Big Horn County,Montana,13090,0.3300993124522536,0.5398013750954928,0.13009931245225362,0.26218487394957984,0.0,0.06264323911382735,0.0021390374331550803,0.6730328495034378,0.024219590958019375,0.8389397201291712,0.19819698600645855,0.07467707212055974,0.0
30005,Blaine County,Montana,7030,0.2971550497866287,0.5448079658605974,0.15803698435277383,0.43115220483641536,0.007965860597439544,0.03598862019914652,0.0004267425320056899,0.5244665718349929,0.039742706179646224,0.8614748449345279,0.2377670572019297,0.08453939811624167,0.0
30007,Broadwater County,Montana,6977,0.18747312598538055,0.5700157660885767,0.24251110792604272,0.8915006449763508,0.002723233481439014,0.021929195929482587,0.0035832019492618604,0.08026372366346567,0.023622047244094488,0.8974409448818897,0.22263779527559055,0.05295275590551181,0.0
30009,Carbon County,Montana,10645,0.1747299201503053,0.5583842179426961,0.2668858619069986,0.9201503053076562,0.004697040864255519,0.028745890089243775,0.004509159229685298,0.04189760450915923,0.018141970047485693,0.9195178375745768,0.31389260927797397,0.13149884329721173,0.0
30011,Carter County,Montana,1332,0.1816816816816817,0.5097597597597597,0.30855855855855857,0.9324324324324325,0.0,0.01126126126126126,0.0,0.05630630630630631,0.009054325955734407,0.9064386317907445,0.21327967806841047,0.03822937625754527,0.0
30013,Cascade County,Montana,84423,0.22307901875081435,0.586783222581524,0.19013775866766167,0.8350923326581619,0.014628714923658245,0.050472027764945575,0.009002286106866613,0.0908046385463677,0.023237706336297886,0.8767519119631796,0.27601481122607885,0.10037374121881164,0.794856303456773
30015,Chouteau County,Montana,5897,0.23164320841105646,0.5514668475496015,0.21688994403934203,0.76208241478718,0.0013566220111921317,0.03001526199762591,0.0039002882821773783,0.20264541292182467,0.016670752635449867,0.8698210345672959,0.24515812699190978,0.06594753616082373,0.0
30017,Custer County,Montana,11957,0.19678849209667976,0.5985615120849711,0.20464999581834908,0.8944551308856736,0.0023417245128376685,0.03596219787572134,0.0038471188425190264,0.06339382788324831,0.014801864801864802,0.8987179487179487,0.2663170163170163,0.09160839160839161,0.777534338923064
30019,Daniels County,Montana,1535,0.18631921824104233,0.5153094462540717,0.298371335504886,0.904885993485342,0.003257328990228013,0.014332247557003257,0.018241042345276872,0.05928338762214984,0.009322033898305085,0.9186440677966101,0.26016949152542374,0.07288135593220339,0.0
30021,Dawson County,Montana,8915,0.2153673583847448,0.5800336511497476,0.20459899046550759,0.9151991026360067,0.007627593942793045,0.027369601794727985,0.00011217049915872125,0.04969153112731352,0.013821922211507553,0.9051751848280296,0.2462230793956927,0.08261009321761492,0.746644295302013
30023,Deer Lodge County,Montana,9435,0.1287758346581876,0.6217276099629041,0.24949655537890833,0.8960254372019077,0.005405405405405406,0.037413884472708,0.0047694753577106515,0.05638579756226815,0.03086503316637336,0.8273994855827805,0.20224719101123595,0.05062948422905104,0.710858719881117
30025,Fallon County,Montana,2941,0.25671540292417544,0.5494729683781027,0.19381162869772187,0.9299557973478408,0.00034002040122407346,0.007820469228153689,0.0,0.06188371302278137,0.012853470437017995,0.9619537275064267,0.18097686375321337,0.05347043701799486,0.0
30027,Fergus County,Montana,11496,0.19711203897007654,0.5542797494780793,0.24860821155184412,0.93241127348643,0.004784272790535838,0.020528879610299235,0.015222686151704941,0.027052887961029923,0.018090569561157798,0.8740662931839402,0.2757936507936508,0.05438842203548086,0.526297396470383
30029,Flathead County,Montana,105950,0.2166682397357244,0.5793298725814063,0.20400188768286928,0.9108636149126946,0.0026144407739499766,0.032760736196319015,0.008220858895705521,0.045540349221330816,0.008765676567656765,0.9041188118811881,0.34892409240924094,0.11718811881188118,0.485046522993187
30031,Gallatin County,Montana,119685,0.19196223419810335,0.6778460124493462,0.13019175335255045,0.8972887162133935,0.004386514600827171,0.042553369260976734,0.013710991352299787,0.042060408572502817,0.006266542114276818,0.9528906533810784,0.5288546369816804,0.19216098396387982,0.652437794216543
30033,Garfield County,Montana,976,0.22438524590163936,0.5379098360655737,0.23770491803278687,0.9754098360655737,0.011270491803278689,0.0,0.0,0.01331967213114754,0.008733624454148471,0.925764192139738,0.21397379912663755,0.06259097525473072,0.0
30035,Glacier County,Montana,13781,0.2951164646977723,0.5804368333212394,0.12444670198098831,0.28756984253682605,0.0016689645163631087,0.03570132791524563,0.0058050939699586385,0.6692547710616066,0.04643154019712623,0.79622372639829,0.20472627953924713,0.07956299726873294,0.0
30037,Golden Valley County,Montana,841,0.1581450653983353,0.5707491082045184,0.27110582639714625,0.8549346016646849,0.01070154577883472,0.08561236623067776,0.0,0.04875148632580262,0.03363914373088685,0.8944954128440367,0.23394495412844038,0.05198776758409786,0.0
30039,Granite County,Montana,3368,0.15736342042755344,0.5353325415676959,0.3073040380047506,0.9346793349168646,0.0,0.030878859857482184,0.008907363420427554,0.02553444180522565,0.0131731886865556,0.8674932196822936,0.3146067415730337,0.06896551724137931,0.0
30041,Hill County,Montana,16238,0.2779283162951102,0.5684197561276019,0.15365192757728785,0.6800714373691341,0.0017859342283532455,0.03996797635176746,0.0025249414952580366,0.27564971055548715,0.018784972022382093,0.8553157474020784,0.23651079136690648,0.06354916067146282,0.602489423017965
30043,Jefferson County,Montana,12273,0.20092886824737227,0.5748390776501263,0.22423205410250144,0.9129797115619653,0.0030147478204188057,0.029821559520899536,0.003992503870284364,0.050191477226432,0.02892745883400089,0.8966399643969737,0.3326657765910102,0.1184913217623498,0.0
30045,Judith Basin County,Montana,2039,0.2422756253065228,0.50465914664051,0.25306522805296716,0.9264345267287887,0.0,0.055419323197645906,0.0,0.018146150073565473,0.02203856749311295,0.9201101928374655,0.2727272727272727,0.048898071625344354,0.0
30047,Lake County,Montana,31509,0.2262210796915167,0.5442571963565965,0.22952172395188677,0.6427052588149418,0.0025072201593195594,0.04459043447903774,0.005998286203941731,0.3041988003427592,0.026513778100072518,0.8759064539521393,0.3194343727338651,0.11126722262509064,0.178711376630051
30049,Lewis And Clark County,Montana,71487,0.21314364849553066,0.5921775987242436,0.19467875278022578,0.8971141606166156,0.005315651796830193,0.036901814315889604,0.00642074782827647,0.05424762544238813,0.011329990920216335,0.9038727251194189,0.4271446054241838,0.15364573052781177,
30051,Liberty County,Montana,1993,0.2639237330657301,0.5117912694430506,0.22428499749121927,0.9713998996487707,0.0,0.0055193176116407425,0.0,0.02308078273958856,0.1467351430667645,0.7256052824651504,0.2721936903888481,0.061628760088041086,0.0
30053,Lincoln County,Montana,20157,0.1804335962692861,0.5243339782705759,0.2952324254601379,0.9110482710720842,0.0006945477997717914,0.034826611102842686,0.003175075656099618,0.050255494369201764,0.0184468524251806,0.8571981424148607,0.1746001031991744,0.05301857585139319,0.220612898307669
30055,McCone County,Montana,1746,0.16895761741122567,0.5378006872852233,0.293241695303551,0.9037800687285223,0.0,0.0,0.018327605956471937,0.07789232531500573,0.008955223880597015,0.9388059701492537,0.21343283582089553,0.05970149253731343,0.0
30057,Madison County,Montana,8742,0.1495081217112789,0.5485014870738961,0.30199039121482496,0.9169526424159231,0.0,0.045412948981926334,0.008464882177991306,0.02916952642415923,0.007193209610128039,0.9356927060854553,0.3163573586534312,0.09379945331606963,0.0
30059,Meagher County,Montana,1948,0.15297741273100615,0.5195071868583162,0.3275154004106776,0.9235112936344969,0.000513347022587269,0.02566735112936345,0.002566735112936345,0.047741273100616016,0.0026845637583892616,0.9543624161073826,0.3624161073825503,0.10201342281879194,0.0
30061,Mineral County,Montana,4652,0.20786758383490972,0.5133276010318143,0.278804815133276,0.9017626827171109,0.007093723129836629,0.03310404127257094,0.006448839208942391,0.051590713671539126,0.022549869904596703,0.8707718993928881,0.2604799074877132,0.058109280138768434,0.0
30063,Missoula County,Montana,118541,0.18333741068491072,0.6524662353109895,0.16419635400409985,0.873756759264727,0.006234129963472554,0.036358728203743855,0.017782876810554998,0.06586750575750162,0.013177051202961134,0.9273781616286243,0.44492288710672423,0.1658359037631092,0.74718033954648
30065,Musselshell County,Montana,4924,0.18704305442729488,0.5247766043866775,0.28818034118602764,0.9037367993501219,0.0,0.03411860276198213,0.0,0.062144597887896016,0.016251354279523293,0.863759479956663,0.19718309859154928,0.04929577464788732,0.0
30067,Park County,Montana,17320,0.16610854503464204,0.5967090069284064,0.2371824480369515,0.9234988452655889,0.001905311778290993,0.032852193995381064,0.003233256351039261,0.03851039260969977,0.006008010680907877,0.9336893635959056,0.363447559709242,0.11326212728081887,0.543889244372055
30069,Petroleum County,Montana,416,0.17307692307692307,0.6081730769230769,0.21875,0.9807692307692307,0.0,0.0,0.019230769230769232,0.0,0.0,0.9690402476780186,0.23839009287925697,0.06811145510835913,0.0
30071,Phillips County,Montana,4233,0.23482163949917317,0.5372076541459957,0.22797070635483108,0.8254193243562485,0.0,0.022678951098511695,0.0,0.15190172454523979,0.015521796565389696,0.8787978863936592,0.20046235138705415,0.042932628797886396,0.0
30073,Pondera County,Montana,5987,0.23383998663771505,0.5545348254551529,0.2116251879071321,0.7888758977785201,0.0005010856856522465,0.023551027225655587,0.0015032570569567397,0.1855687322532153,0.06822044185481912,0.8514202476329206,0.2187424132070891,0.04224326292789512,0.0
30075,Powder River County,Montana,1773,0.16864072194021432,0.5403271291596164,0.2910321489001692,0.9176536943034405,0.0,0.022560631697687534,0.012972363226170333,0.046813310772701636,0.009468317552804079,0.8776402039329935,0.25491624180626365,0.07574654042243263,0.0
30077,Powell County,Montana,6998,0.14632752214918548,0.6514718490997428,0.20220062875107173,0.8781080308659617,0.008859674192626465,0.021577593598170904,0.015432980851671906,0.07602172049156902,0.021679723082528694,0.7365640371652395,0.1938422299143742,0.056476589542721806,0.0
30079,Prairie County,Montana,1283,0.2260327357755261,0.45362431800467656,0.32034294621979736,0.897116134060795,0.0,0.009353078721745909,0.03975058456742011,0.05378020265003897,0.042105263157894736,0.8084210526315789,0.22421052631578947,0.08842105263157894,0.0
30081,Ravalli County,Montana,44876,0.18765041447544345,0.5506506818789554,0.2616989036456012,0.9014618058650503,0.002116944469204029,0.03821641857563063,0.004456725198324271,0.053748105891790715,0.017332462753012406,0.8891790823291981,0.2879741200213688,0.11506499673532379,0.155521347398922
30083,Richland County,Montana,11366,0.2543550941404188,0.5761921520323773,0.16945275382720393,0.8772655287700158,0.0019355973957416858,0.05789195847263769,0.0011437620974837233,0.06176315326412106,0.008086968049847541,0.8899642052233859,0.14158822749569136,0.028238101551106988,0.567574623618484
30085,Roosevelt County,Montana,10799,0.3347532178905454,0.5490323178072044,0.11621446430225021,0.32419668487822945,0.0032410408371145475,0.03667006204278174,0.007315492175201408,0.6285767200666729,0.017631834357813004,0.8987382724037528,0.1983176965383371,0.05596894208993853,0.0
30087,Rosebud County,Montana,8310,0.29061371841155237,0.5441636582430807,0.16522262334536703,0.5150421179302046,0.0012033694344163659,0.053309265944645,0.0058965102286401925,0.42454873646209385,0.032333463186599146,0.8465134398130113,0.19439033891702376,0.0736268017140631,0.0
30089,Sanders County,Montana,12615,0.17542608006341656,0.5053507728894173,0.3192231470471661,0.8902893380895759,0.0030915576694411414,0.034007134363852554,0.001823226317875545,0.07078874355925485,0.027435265104808877,0.85275380189067,0.1808466913275791,0.03986847513357994,0.0
30091,Sheridan County,Montana,3700,0.21756756756756757,0.557027027027027,0.2254054054054054,0.8964864864864864,0.0,0.04540540540540541,0.0002702702702702703,0.05783783783783784,0.029511918274687854,0.841846386681801,0.25501324252743096,0.08172531214528944,0.0
30093,Silver Bow County,Montana,35306,0.20234521044581658,0.6028153854868861,0.19483940406729736,0.8970713193224947,0.0015011612757038465,0.04633773296323571,0.004843369398969013,0.05024641703959667,0.02360779797647446,0.861725754709221,0.27658961914946123,0.0918400921279921,0.86124156775681
30095,Stillwater County,Montana,8978,0.2067275562486077,0.5490086879037648,0.24426375584762752,0.9173535308531967,0.0008910670527957229,0.042214301626197374,0.004009801737580753,0.03553129873022945,0.022483940042826552,0.8918629550321199,0.29275007647598655,0.08657081676353624,0.0
30097,Sweet Grass County,Montana,3697,0.20151474168244524,0.5526102245063566,0.24587503381119827,0.9096564782255883,0.015417906410603192,0.022991614822829323,0.0,0.05193400054097917,0.003470883146934053,0.9178557655225608,0.23602005399151563,0.06131893559583494,0.0
30099,Teton County,Montana,6238,0.2476755370310997,0.5234049374799615,0.22891952548893876,0.9224110291760179,0.008816928502725233,0.017954472587367747,0.0,0.05081756973388907,0.05313896073359981,0.8589231130966377,0.25487890900540794,0.07383023747942628,0.0
30101,Toole County,Montana,5018,0.2064567556795536,0.6169788760462336,0.17656436827421285,0.8507373455559984,0.015544041450777202,0.04204862495017935,0.006775607811877242,0.0848943802311678,0.05430500844119302,0.7926280247608328,0.2228474957794035,0.09341586944288126,0.0
30103,Treasure County,Montana,680,0.17352941176470588,0.6029411764705882,0.2235294117647059,0.9441176470588235,0.0,0.04264705882352941,0.011764705882352941,0.0014705882352941176,0.007434944237918215,0.8921933085501859,0.3215613382899628,0.031598513011152414,0.0
30105,Valley County,Montana,7552,0.2264300847457627,0.5387976694915254,0.23477224576271186,0.8440148305084746,0.003840042372881356,0.02714512711864407,0.0005296610169491525,0.12447033898305085,0.01042054335690361,0.8928172683289914,0.1961295124674358,0.028842575362858208,0.0
30107,Wheatland County,Montana,2060,0.2092233009708738,0.5029126213592233,0.2878640776699029,0.9364077669902913,0.02378640776699029,0.021359223300970873,0.003883495145631068,0.014563106796116505,0.03876478318002628,0.9034165571616294,0.20696452036793692,0.06307490144546649,0.0
30109,Wibaux County,Montana,1119,0.26720285969615726,0.5102770330652369,0.2225201072386059,0.8829311885612153,0.008936550491510277,0.07238605898123325,0.005361930294906166,0.03038427167113494,0.0129366106080207,0.8926261319534282,0.22509702457956016,0.054333764553686936,0.0
30111,Yellowstone County,Montana,165524,0.2314045093158696,0.5931345303400111,0.1754609603441193,0.8441253232159687,0.004706266160798434,0.062033300306904134,0.007509485029361301,0.08162562528696744,0.013496964944893266,0.9020589038561498,0.3426132309020589,0.10325354383430096,0.835155495929728
32001,Churchill County,Nevada,25409,0.22220473060726514,0.5833366130111378,0.19445865638159707,0.711165335117478,0.018851588019992916,0.15215081270415995,0.02774607422566807,0.09008618993270101,0.025005709065996803,0.8433432290477277,0.17641013930121033,0.05258049783055492,0.656568427653237
32003,Clark County,Nevada,2265926,0.2271676127110947,0.6211266387340099,0.15170574855489544,0.3973960314679297,0.11548038197187376,0.32015034912878887,0.09926096439159973,0.06771227303980801,0.057943763518385004,0.8246216454377954,0.2639487302731715,0.08992838260033646,0.987310750438873
32005,Douglas County,Nevada,49476,0.15514592933947774,0.5422831271727706,0.30257094348775165,0.7807623898455817,0.00669011237771849,0.13242784380305603,0.02069690354919557,0.059422750424448216,0.022397858043920398,0.8956568751126329,0.31331256597070256,0.10915737713358907,0.702695602974458
32007,Elko County,Nevada,53600,0.2639365671641791,0.6137873134328358,0.12227611940298508,0.6359888059701493,0.008544776119402984,0.25044776119402984,0.012854477611940298,0.0921641791044776,0.04685968048907088,0.8258261722129304,0.1700790126304862,0.06505565488205779,0.482011843134334
32009,Esmeralda County,Nevada,980,0.09795918367346938,0.639795918367347,0.26224489795918365,0.6336734693877552,0.0020408163265306124,0.30306122448979594,0.019387755102040816,0.04183673469387755,0.04009163802978236,0.7571592210767468,0.24284077892325315,0.09049255441008018,0.0
32011,Eureka County,Nevada,1622,0.2601726263871763,0.48951911220715166,0.25030826140567203,0.8255240443896424,0.0006165228113440197,0.12392108508014797,0.005548705302096177,0.04438964241676942,0.022502250225022502,0.8748874887488749,0.15211521152115212,0.05490549054905491,0.0
32013,Humboldt County,Nevada,17266,0.26381327464380866,0.5826479786864358,0.1535387466697556,0.6409127765550794,0.00747133093941851,0.2788717711108537,0.014073902467276729,0.05867021892737171,0.05529588147102919,0.7942499338566011,0.20813122850339535,0.05370843989769821,0.610124385305178
