FIPS,Tract,County,State,Gini Coefficient,Economic Segregation,Racial Economic Segregation,Racial Segregation,Gender Pay Gap,Uninsured Children,Uninsured (Black),Uninsured (Hispanic),Living Below Poverty (Black),Living Below Poverty (Hispanic),Lack_English_Prof
16001000502,Census Tract 5.02,Ada County,Idaho,0.4772,0.27774294670846394,0.1786833855799373,0.7696092619392185,0.11297404699995095,0.0,1.0,0.03117505995203837,,0.0,0.0
16001000601,Census Tract 6.01,Ada County,Idaho,0.6122,0.3229613733905579,0.40879828326180256,0.87146529562982,0.4275921090550253,0.0,0.0,0.0,,0.0,0.0
16001000602,Census Tract 6.02,Ada County,Idaho,0.4706,0.011083743842364532,0.18903940886699508,0.9061498105508599,-0.16644659362620895,0.16789667896678967,0.0,0.0,,,0.0
16001000701,Census Tract 7.01,Ada County,Idaho,0.4637,0.10446212383258388,0.19266689726738154,0.8378048780487805,-0.11836179305851013,0.09712230215827339,0.0,0.11510791366906475,1.0,0.0,0.01828284638824162
16001000703,Census Tract 7.03,Ada County,Idaho,0.3184,0.6050054406964092,0.47442872687704024,0.797962648556876,0.21215291629345834,0.0,,0.0,,0.0,0.0
16001000704,Census Tract 7.04,Ada County,Idaho,0.424,0.4926372155287818,0.45917001338688085,0.8811347517730497,0.01312944337057298,0.0,,0.0,,,0.0
16001000803,Census Tract 8.03,Ada County,Idaho,0.3197,0.1578372474057892,0.22119060622610595,0.7633217993079585,0.26859385743754294,0.0377113133940182,0.0,0.13313609467455623,,0.0,0.004551988500239578
16001000805,Census Tract 8.05,Ada County,Idaho,0.5005,0.38584316446911865,0.41568355308813326,0.8191945158526135,0.3639653012942432,0.03178484107579462,0.0,0.0,0.0,0.0,0.009157509157509158
16001000806,Census Tract 8.06,Ada County,Idaho,0.4244,-0.11655011655011654,0.059052059052059055,0.7409274193548387,-0.09140264942209786,0.025,1.0,0.28896672504378285,,0.06944444444444445,0.004952380952380952
16001000807,Census Tract 8.07,Ada County,Idaho,0.3351,0.10822510822510822,0.12012987012987013,0.6769825918762089,0.19528122152580285,0.05511811023622047,0.0,0.4351851851851852,,0.0,0.006060606060606061
16001000808,Census Tract 8.08,Ada County,Idaho,0.4956,0.20342612419700215,0.32833690221270523,0.8450867052023121,-0.18679274135997548,0.0,,0.0,,,0.0
16001000809,Census Tract 8.09,Ada County,Idaho,0.5682,0.11538461538461539,0.24175824175824176,0.8210823909531503,0.4402698972550222,0.01951219512195122,0.0,0.0,1.0,0.0,0.013054830287206266
16001000810,Census Tract 8.10,Ada County,Idaho,0.3574,-0.10513595166163142,0.03323262839879154,0.8458244111349036,-0.0055532173587728995,0.0,0.0,0.09340659340659341,,0.0,0.0
16001000901,Census Tract 9.01,Ada County,Idaho,0.3972,-0.10407239819004525,0.08257918552036199,0.8127358490566038,0.2832397299173345,0.0,0.0,0.5509433962264151,,0.5,0.05640535372848948
16001000902,Census Tract 9.02,Ada County,Idaho,0.4768,-0.4890162368672397,0.019102196752626553,0.7744968414867048,0.47187911623629997,0.05169340463458111,0.04477611940298507,0.03648068669527897,,0.0,0.00543558101953871
16001001001,Census Tract 10.01,Ada County,Idaho,0.4104,0.009361702127659575,0.14297872340425533,0.8433074463225217,-0.08168303352634743,0.10408921933085502,0.0,0.06962025316455696,,0.0,0.0009438414346389807
16001001002,Census Tract 10.02,Ada County,Idaho,0.3629,-0.5187265917602997,0.0,0.7862068965517242,0.05874163319946457,0.0,,0.4046242774566474,,0.0,0.009632224168126095
