FIPS,Tract,County,State,Total,Under 18,18 to 64,Over 64,White,Black,AIAN,Asian,NHOPI,Hispanic,Other_Races,Below 9th grade,High School,College,Advanced Degree
16001002313,Census Tract 23.13,Ada County,Idaho,4267,0.19076634637918913,0.6046402624794938,0.20459339114131708,0.7532224044996485,0.014764471525662059,0.0,0.05718303257558003,0.0,0.09069603937192407,0.08413405202718538,0.008827238335435058,0.8940731399747793,0.2742749054224464,0.05989911727616646
16001002314,Census Tract 23.14,Ada County,Idaho,5546,0.2142084385142445,0.6516408222142085,0.13415073927154705,0.7318788315903354,0.0023440317345834838,0.003425892535160476,0.005409304002884962,0.0,0.15091958168049044,0.10602235845654526,0.01896233868843824,0.8772715301553858,0.3413220963918883,0.08217013431656571
16001002315,Census Tract 23.15,Ada County,Idaho,5335,0.2219306466729147,0.6313027179006561,0.14676663542642923,0.7876288659793814,0.01330834114339269,0.0,0.06991565135895032,0.0,0.0922211808809747,0.036925960637300845,0.011465603190428714,0.9142572283150548,0.3983050847457627,0.13310069790628115
16001002316,Census Tract 23.16,Ada County,Idaho,2413,0.14297554910899296,0.6183174471612101,0.23870700372979695,0.8371322005801907,0.012432656444260257,0.0,0.01118939079983423,0.0,0.10029009531703274,0.03895565685868214,0.0,0.8735879505110274,0.2157073695535234,0.06777837547068316
16001002317,Census Tract 23.17,Ada County,Idaho,2698,0.23980726464047442,0.64529280948851,0.11489992587101557,0.6512231282431431,0.014084507042253521,0.010748702742772424,0.0,0.0,0.2446256486286138,0.0793180133432172,0.08818813468733298,0.7851416354890433,0.22340994120791022,0.06574024585783003
16001002318,Census Tract 23.18,Ada County,Idaho,4789,0.1674671121319691,0.6736270620171225,0.15890582585090834,0.743161411568177,0.015243265817498434,0.007517226978492378,0.011275840467738567,0.004385049070787221,0.18187513050741283,0.03654207558989351,0.013993541442411194,0.8891280947255114,0.29090419806243273,0.07238966630785791
16001002319,Census Tract 23.19,Ada County,Idaho,4013,0.2125591826563668,0.6364315973087465,0.15100922003488662,0.723648143533516,0.00373785198106155,0.0,0.04759531522551707,0.0,0.19312235235484676,0.03189633690505856,0.013657056145675266,0.8789833080424886,0.27617602427921095,0.04969650986342944
16001002412,Census Tract 24.12,Ada County,Idaho,5077,0.2487689580460902,0.5322040575142801,0.2190269844396297,0.8893047075044318,0.0019696671262556626,0.0015757337010045302,0.009848335631278314,0.0,0.056726413236163085,0.04057514280086665,0.003961516694963215,0.9102999434069043,0.42331635540464063,0.1264855687606112
16001002414,Census Tract 24.14,Ada County,Idaho,2955,0.22741116751269036,0.6125211505922166,0.16006768189509307,0.794585448392555,0.0,0.0,0.007445008460236886,0.0,0.14450084602368865,0.05346869712351946,0.05018761726078799,0.8245778611632271,0.2593808630393996,0.07551594746716699
16001002415,Census Tract 24.15,Ada County,Idaho,2356,0.18887945670628184,0.5925297113752123,0.21859083191850595,0.7818336162988115,0.00042444821731748726,0.014855687606112054,0.025891341256366725,0.0,0.15619694397283532,0.020797962648556875,0.016778523489932886,0.9256152125279642,0.45302013422818793,0.09395973154362416
