FIPS,Tract,County,State,Gini Coefficient,Economic Segregation,Racial Economic Segregation,Racial Segregation,Gender Pay Gap,Uninsured Children,Uninsured (Black),Uninsured (Hispanic),Living Below Poverty (Black),Living Below Poverty (Hispanic),Lack_English_Prof
16001010237,Census Tract 102.37,Ada County,Idaho,0.3525,0.04194915254237288,0.14703389830508476,0.877356729512787,0.045280027357654684,0.03821062441752097,0.0,0.0,,0.0,0.002914319020788809
16001010336,Census Tract 103.36,Ada County,Idaho,0.4473,0.22850412249705537,0.33451118963486454,0.9048042704626335,-0.1312585693347832,0.0,0.0,0.0,,0.5972222222222222,0.0
16001010337,Census Tract 103.37,Ada County,Idaho,0.3328,0.4126819126819127,0.4261954261954262,0.8570596232278113,0.2915743747446291,0.017733230531996914,0.0,0.0,,0.0,0.022712933753943218
16001010338,Census Tract 103.38,Ada County,Idaho,0.368,0.26242690058479534,0.3216374269005848,0.9323499491353001,0.28246318607764387,0.0,,0.0,,0.0,0.006845564074479737
16001010339,Census Tract 103.39,Ada County,Idaho,0.4683,0.30199203187250995,0.3466135458167331,0.8472222222222222,0.5104551926710666,0.03842159916926272,0.0,0.12777777777777777,0.0,0.0,0.013557323902151489
16001010340,Census Tract 103.40,Ada County,Idaho,0.349,0.22446555819477435,0.24168646080760095,0.8837606837606837,0.24405213661112024,0.02158273381294964,,0.0,,0.0,0.0035362465269007325
16001010341,Census Tract 103.41,Ada County,Idaho,0.3564,0.42066238260009886,0.40533860603064753,0.7966770850468827,0.44113821313008605,0.03162737205290397,0.0,0.0,0.0,0.0,0.02149991535466396
16001010342,Census Tract 103.42,Ada County,Idaho,0.3419,0.17393645665051158,0.20732364028002154,0.8556970860233816,0.3385655638734605,0.041666666666666664,0.0,0.0,,0.0,0.007535795026375283
16001010343,Census Tract 103.43,Ada County,Idaho,0.4143,0.22238478419897587,0.2955376737381127,0.828806835520293,0.5208707051193597,0.0,,0.0,,0.0,0.009282970550576185
16001010344,Census Tract 103.44,Ada County,Idaho,0.3319,0.08975217682518419,0.130609511051574,0.7990809292826142,-0.21137498313318037,0.05282669138090825,,0.2375,,0.0,0.004044216770018873
16001010345,Census Tract 103.45,Ada County,Idaho,0.4489,0.07038976148923792,0.13205351948807445,0.813569559089994,0.44709337708041175,0.008870490833826138,0.0,0.20743034055727555,,0.38345864661654133,0.0
16001010346,Census Tract 103.46,Ada County,Idaho,0.3047,-0.12985074626865672,0.03731343283582089,0.8198553583168968,0.30377383001526415,0.3273381294964029,0.0,0.4504950495049505,,0.0,0.012649800266311585
16001010347,Census Tract 103.47,Ada County,Idaho,0.4469,-0.1254416961130742,0.05653710247349823,0.7121404937643167,0.22806219188471744,0.19738562091503267,0.2878787878787879,0.3359173126614987,,0.0,0.024684585847504114
16001010348,Census Tract 103.48,Ada County,Idaho,0.2821,-0.07887700534759358,0.0374331550802139,0.7560843699296917,-0.27931751976695796,0.0,0.0,0.28516377649325625,,0.24861878453038674,0.015951276102088168
16001010349,Census Tract 103.49,Ada County,Idaho,0.2364,0.05772005772005772,0.06277056277056277,0.8792931806869089,-0.12053085652106321,0.0,,0.0,,0.0,0.0
16001010350,Census Tract 103.50,Ada County,Idaho,0.3504,0.06458481192334989,0.1312987934705465,0.8917477251333542,0.4382105014132208,0.2222222222222222,0.0,0.19444444444444445,,0.0,0.0
16001010351,Census Tract 103.51,Ada County,Idaho,0.55,0.1195729537366548,0.20355871886120996,0.8590163934426229,0.2508342730892269,0.049005681818181816,0.0,0.0,0.0,0.0,0.008576329331046312
16001010352,Census Tract 103.52,Ada County,Idaho,0.5017,0.17718324078748107,0.22009086320040383,0.8536331459504476,0.17295234039964724,0.011753183153770812,0.6309523809523809,0.12406947890818859,,0.0,0.0
16001010353,Census Tract 103.53,Ada County,Idaho,0.4058,0.5499664654594232,0.48222669349429914,0.8373045420699926,0.4355671053116591,0.01051122790253225,0.0,0.08771929824561403,,0.0,0.0
16001010354,Census Tract 103.54,Ada County,Idaho,0.3775,0.15264623955431755,0.22618384401114205,0.7503630789091496,-0.5454781157330135,0.0,,0.1088,,0.0,0.0
16001010355,Census Tract 103.55,Ada County,Idaho,0.4253,0.5085413929040736,0.5019710906701709,0.8181333333333334,0.05916210385301379,0.0,0.0,0.014084507042253521,,0.0,0.0005333333333333334
16001010356,Census Tract 103.56,Ada County,Idaho,0.2932,0.40426997245179064,0.2809917355371901,0.6994001333037103,0.011269565217391309,0.0,,0.0,,0.0,0.0027378507871321013
16001010357,Census Tract 103.57,Ada County,Idaho,0.4651,0.5591559909570459,0.6021100226073851,0.780910501810657,0.7101354100777973,0.0,,0.0,,0.0,0.0
16001010358,Census Tract 103.58,Ada County,Idaho,0.4472,0.29700142789148026,0.39552594002855784,0.8529814941740919,0.6323529411764706,0.06413418845584608,,0.0,,0.0,0.0016803584764749813
16001010359,Census Tract 103.59,Ada County,Idaho,0.3806,0.17724002616088946,0.3106605624591236,0.9513164431197219,-0.26167164509348373,0.0,,0.0,,0.0,0.00606366851945427
16001010360,Census Tract 103.60,Ada County,Idaho,0.4459,0.2211895910780669,0.28872366790582404,0.7883687258687259,0.5249873267995945,0.0,0.0,0.0,,0.0,0.020729270729270728
16001010361,Census Tract 103.61,Ada County,Idaho,0.4147,0.17156527682843473,0.2508544087491456,0.7798692810457516,-0.46536638407040565,0.1776765375854214,,0.7463617463617463,,0.0,0.0
16001010362,Census Tract 103.62,Ada County,Idaho,0.3372,0.179183914843288,0.24482554701360143,0.8297677820442494,0.13273170731707318,0.014242115971515769,0.0,0.0,0.5609756097560976,0.0,0.007854406130268199
16001010363,Census Tract 103.63,Ada County,Idaho,0.3662,0.2961301177790241,0.33595064498037014,0.842925219941349,0.4547456045626579,0.0,,0.04132231404958678,,0.0,0.002655771195097038
16001010364,Census Tract 103.64,Ada County,Idaho,0.3215,-0.046708185053380785,0.03603202846975089,0.38036515054452275,0.24095824389453646,0.16241413150147202,0.2828282828282828,0.30076142131979694,0.29207920792079206,0.0513595166163142,0.05656808803301238
16001010365,Census Tract 103.65,Ada County,Idaho,0.3212,0.1923821820529374,0.24402840542285345,0.7853416149068323,0.40857155114473254,0.015479876160990712,0.175,0.09594882729211088,,0.0,0.007230117177761157
16001010366,Census Tract 103.66,Ada County,Idaho,0.4189,0.22765196662693682,0.3253873659117998,0.8351756325227216,0.28671385677214245,0.027559055118110236,0.0,0.06,,0.12195121951219512,0.005125576627370579
16001010367,Census Tract 103.67,Ada County,Idaho,0.4164,-0.052827073875361126,0.15724308708212958,0.8280177018159621,0.24984027550527477,0.02863202545068929,,0.13298791018998274,,0.0,0.003314550878355983
16001010368,Census Tract 103.68,Ada County,Idaho,0.4619,-0.06891798759476224,0.08614748449345279,0.8877777777777778,0.280603944960347,0.0,0.0,0.052941176470588235,,0.0,0.0018303843807199512
16001010369,Census Tract 103.69,Ada County,Idaho,0.4498,0.22328548644338117,0.33891547049441784,0.831390134529148,0.7024069860764434,0.1492063492063492,0.0,0.3978260869565217,1.0,0.020618556701030927,0.0
16001010370,Census Tract 103.70,Ada County,Idaho,0.3802,0.10376569037656903,0.16401673640167364,0.7582037996545768,0.13891378383222797,0.04411764705882353,0.0,0.29523809523809524,,0.0,0.016439314445610354
16001010371,Census Tract 103.71,Ada County,Idaho,0.3746,0.08099688473520249,0.16822429906542055,0.6865460712266818,0.006033808482449277,0.007062146892655367,,0.057074910820451845,,0.0,0.028931979070483227
16001010403,Census Tract 104.03,Ada County,Idaho,0.3596,0.14674922600619195,0.18080495356037152,0.8727878409327504,0.21473381294964033,0.02807486631016043,0.0,0.0,,0.0,0.0
16001010404,Census Tract 104.04,Ada County,Idaho,0.35,-0.041507024265644954,0.10983397190293742,0.7681564245810056,-0.00472004248038238,0.0,,0.20864197530864198,,0.0,0.025417201540436456
16001010405,Census Tract 104.05,Ada County,Idaho,0.3262,0.09655172413793103,0.19507389162561575,0.8113076656260839,0.40216046199855626,0.14475138121546963,,0.24874371859296482,,0.0,0.005858659831563529
16001010406,Census Tract 104.06,Ada County,Idaho,0.3077,-0.04122137404580153,0.03867684478371501,0.877093986951155,0.19728148318595706,0.009216589861751152,0.0,0.07386363636363637,,0.08904109589041095,0.014484356894553883
16001010407,Census Tract 104.07,Ada County,Idaho,0.3176,0.19504950495049506,0.18811881188118812,0.8350987689665045,0.27262228150365175,0.08520179372197309,0.0,0.031486146095717885,,0.0,0.0
16001010408,Census Tract 104.08,Ada County,Idaho,0.3717,0.16835820895522388,0.20477611940298507,0.8905372894947875,0.4912143166089965,0.11390887290167866,0.0,0.5501355013550135,,0.0,0.04420866489832007
16001010409,Census Tract 104.09,Ada County,Idaho,0.3731,-0.00921942224953903,0.12046711739397664,0.805094130675526,0.23109089035145836,0.010238907849829351,0.0,0.07948243992606285,,0.0,0.0035705784337062606
16001010410,Census Tract 104.10,Ada County,Idaho,0.2999,0.12114882506527415,0.11801566579634465,0.7163526244952894,0.3062505014843938,0.04856726566294318,0.0,0.11096256684491979,0.0,0.0,0.008131583810755868
16001010411,Census Tract 104.11,Ada County,Idaho,0.3017,0.225,0.2892857142857143,0.6852117731514716,0.5329707345102934,0.0,0.0,0.0,1.0,0.0,0.02384557153671461
16001010501,Census Tract 105.01,Ada County,Idaho,0.4862,0.28587962962962965,0.34837962962962965,0.7257107540173053,0.17944437240663902,0.035479632063074903,0.08928571428571429,0.45365853658536587,,0.0,0.009366804046459348
16001010503,Census Tract 105.03,Ada County,Idaho,0.3675,0.24074074074074073,0.29012345679012347,0.6561477775639792,0.04113048247012463,0.01031636863823934,0.05421686746987952,0.003968253968253968,0.0,0.0,0.011461894228835713
16001010505,Census Tract 105.05,Ada County,Idaho,0.371,0.2108843537414966,0.26141885325558795,0.6763565891472868,0.26700818161715933,0.246422893481717,,0.16,,0.0,0.0
16001010506,Census Tract 105.06,Ada County,Idaho,0.3166,0.22887767969735182,0.1960907944514502,0.7933266932270916,0.47145441892832285,0.11786372007366483,,0.07462686567164178,,0.0,0.00234009360374415
16003950100,Census Tract 9501,Adams County,Idaho,0.4311,0.13304093567251463,0.2573099415204678,0.9157716223855286,0.22472853571496731,0.05637982195845697,0.0,0.2962962962962963,0.0,0.0,0.0
16003950200,Census Tract 9502,Adams County,Idaho,0.4824,-0.20037453183520598,0.04681647940074907,0.8667844522968198,0.30019313690262306,0.15560165975103735,0.0,0.24786324786324787,,0.0,0.003668378576669112
16005000200,Census Tract 2,Bannock County,Idaho,0.4193,0.2532871972318339,0.2754325259515571,0.9115725618292114,0.2661291385057244,0.02574750830564784,,0.0,,0.0,0.0
16005000301,Census Tract 3.01,Bannock County,Idaho,0.3675,-0.20335932813437313,0.047390521895620874,0.733567486201706,0.48995703178284,0.008733624454148471,,0.13370786516853933,,0.0,0.0
16005000302,Census Tract 3.02,Bannock County,Idaho,0.3888,0.05161290322580645,0.1913978494623656,0.8142066420664207,0.20409353715236678,0.10414269275028769,0.3225806451612903,0.014905149051490514,0.0,0.0,0.010307234886025769
16005000400,Census Tract 4,Bannock County,Idaho,0.3172,0.06422018348623854,0.14809960681520315,0.7684819413092551,0.42604020114502217,0.01289213579716373,,0.0,,0.0,0.0019411676870240407
16005000500,Census Tract 5,Bannock County,Idaho,0.4867,0.013138686131386862,0.15766423357664233,0.8251533742331288,0.13687822130862592,0.0,,0.08333333333333333,,0.08695652173913043,0.0
16005000600,Census Tract 6,Bannock County,Idaho,0.4767,-0.1652754590984975,0.13606010016694492,0.7332382310984308,0.4109622203551543,0.025703794369645042,0.0,0.017587939698492462,,,0.008231807704972012
16005000700,Census Tract 7,Bannock County,Idaho,0.5131,-0.1910039113428944,0.1395045632333768,0.7607012750455373,-0.5404364244620727,0.011560693641618497,0.5546218487394958,0.24516129032258063,1.0,0.0,0.0016863406408094434
16005000800,Census Tract 8,Bannock County,Idaho,0.3749,-0.47804878048780486,0.0,0.7304133251079581,0.14612499999999995,0.031791907514450865,1.0,0.17738359201773837,,1.0,0.0
