FIPS,County,State,Total,Under 18,18 to 64,Over 64,White,Black,AIAN,Asian,NHOPI,Hispanic,Other_Races,Below 9th grade,High School,College,Advanced Degree,Urban_Percentage
16071,Oneida County,Idaho,4681,0.26703695791497545,0.5383465071565905,0.1946165349284341,0.9224524674214911,0.003631702627643666,0.002563554795983764,0.0,0.0,0.043580431531723994,0.027771843623157447,0.008242664029014177,0.8766897461259479,0.26178700956149026,0.0840751730959446,0.0
16073,Owyhee County,Idaho,12284,0.2497557798762618,0.5591826766525562,0.19106154347118204,0.6887821556496255,0.0048029957668511885,0.026619993487463366,0.001058287202865516,0.0,0.2482090524259199,0.030527515467274502,0.1364244858220762,0.7014725568942436,0.1367895825727151,0.04356821224291104,0.0
16075,Payette County,Idaho,26190,0.2565483008781978,0.5507063764795723,0.19274532264222985,0.7632684230622375,0.0008400152730049637,0.0031691485299732724,0.005345551737304314,0.00015273004963726612,0.17521954944635357,0.05200458190148912,0.0461827926335595,0.8175494612007526,0.19630537658931524,0.058669251382632986,0.587567950839045
16077,Power County,Idaho,8018,0.3036916936891993,0.5397854826640059,0.1565228236467947,0.6093788974806685,0.008979795460214518,0.009478672985781991,0.0,0.0,0.3379895235719631,0.034173110501371916,0.05950479233226837,0.8476437699680511,0.1667332268370607,0.046126198083067095,0.0
16079,Shoshone County,Idaho,13580,0.20765832106038293,0.5646539027982327,0.22768777614138438,0.8929307805596466,0.0093519882179676,0.009720176730486009,0.0029455081001472753,0.0022827687776141386,0.03954344624447717,0.043225331369661266,0.02045385163325532,0.8128625216240969,0.1152945965197924,0.04121298463417116,0.0
16081,Teton County,Idaho,12101,0.23163374927691927,0.6335840013222048,0.13478224940087596,0.7976200314023635,0.0,0.006032559292620444,0.0004958267911742831,0.0,0.17097760515659863,0.024873977357243202,0.04292452830188679,0.8998820754716981,0.48254716981132073,0.14056603773584905,0.0
16083,Twin Falls County,Idaho,92121,0.2671160755962267,0.5685891381986735,0.16429478620509982,0.7617047144516451,0.00682797624862952,0.0021167811899566874,0.0129612140554271,0.00287665136071037,0.17531290368102823,0.03819975901260299,0.04712956431186805,0.828395310557963,0.23003795895058618,0.09081594947764453,0.653088421473469
16085,Valley County,Idaho,12136,0.1838332234673698,0.5508404746209624,0.2653263019116678,0.9396011865524061,0.0004943968358602505,8.239947264337508e-05,0.0005767963085036256,0.0005767963085036256,0.051005273566249176,0.007663150955833883,0.019701302828090246,0.8896303357695159,0.3535642410761572,0.09967164495286517,0.314575174527499
16087,Washington County,Idaho,10866,0.22473771397018222,0.518498067366096,0.2567642186637217,0.7854776366648261,0.0011043622308117063,0.0011963924167126818,0.0022087244616234127,0.002300754647524388,0.1602245536535984,0.047487575924903366,0.05562844397795854,0.8401994227236945,0.19036998163211755,0.06415638939910785,0.524190476190476
30001,Beaverhead County,Montana,9590,0.17382690302398332,0.5891553701772679,0.2370177267987487,0.8965589155370177,0.005630865484880084,0.016579770594369134,0.0026068821689259644,0.00010427528675703858,0.04921793534932221,0.02930135557872784,0.016951672862453533,0.8883271375464684,0.355092936802974,0.11048327137546468,0.472628321417138
30003,Big Horn County,Montana,12963,0.3236905037414179,0.5395356013268533,0.13677389493172876,0.27038494175730926,0.0,0.653398133148191,0.002005708555118414,0.0,0.04566844094731158,0.028542775592069736,0.02953755680299385,0.8282544774124566,0.2087677091686715,0.08086073242448544,0.0
30005,Blaine County,Montana,6997,0.2939831356295555,0.5420894669143919,0.1639273974560526,0.4416178362155209,0.004430470201514935,0.4897813348577962,0.0,0.0,0.027440331570673146,0.03673002715449478,0.033287101248266296,0.8585298196948682,0.2584373555247342,0.08414239482200647,0.0
30007,Broadwater County,Montana,7310,0.19097127222982216,0.5734610123119015,0.23556771545827634,0.8979480164158686,0.0036935704514363885,0.01039671682626539,0.004240766073871409,0.0,0.017920656634746922,0.06580027359781122,0.041879096868171886,0.8634377276037873,0.2634741442097597,0.04989075018208303,0.0
30009,Carbon County,Montana,10877,0.17394502160522202,0.5539211179553185,0.2721338604394594,0.9158775397628023,0.004596855750666544,0.0034936103705065736,0.004688792865679875,0.0009193711501333088,0.028592442769145906,0.041831387331065555,0.014338630660771897,0.9140877046242084,0.30278408411996655,0.12187836061656111,0.0
30011,Carter County,Montana,1361,0.17560617193240263,0.5231447465099192,0.30124908155767816,0.919911829537105,0.0007347538574577516,0.0073475385745775165,0.0,0.0,0.02351212343864805,0.048493754592211606,0.00392156862745098,0.8931372549019608,0.20294117647058824,0.0392156862745098,0.0
30013,Cascade County,Montana,84601,0.2245836337631943,0.5821089585229489,0.19330740771385682,0.8321651044313897,0.014456093899599296,0.03388848831574095,0.01132374321816527,0.00011820191250694436,0.05062587912672427,0.05742248909587357,0.022078816038547583,0.8803992428153502,0.2873687833419377,0.10464636035105834,0.794856303456773
30015,Chouteau County,Montana,5888,0.23216711956521738,0.5431385869565217,0.22469429347826086,0.7583220108695652,0.001358695652173913,0.1649116847826087,0.001188858695652174,0.0,0.030230978260869564,0.04398777173913043,0.015180722891566266,0.8751807228915662,0.22626506024096385,0.06409638554216868,0.0
30017,Custer County,Montana,11938,0.1994471435751382,0.5966661082258334,0.2038867481990283,0.8947897470263025,0.0035181772491204555,0.012481152621879711,0.004020773998994806,0.0010051934997487016,0.0330876193667281,0.05109733623722566,0.019879097884212972,0.9058358521274122,0.2979539641943734,0.07707509881422925,0.777534338923064
30019,Daniels County,Montana,1524,0.20144356955380577,0.5091863517060368,0.28937007874015747,0.8956692913385826,0.0026246719160104987,0.03083989501312336,0.00853018372703412,0.0,0.015748031496062992,0.046587926509186355,0.009674582233948988,0.9182058047493403,0.2752858399296394,0.06508355321020229,0.0
30021,Dawson County,Montana,8874,0.210727969348659,0.5827135451881902,0.20655848546315078,0.908834798287131,0.000450755014649538,0.012959206671174216,0.0003380662609871535,0.0032679738562091504,0.03380662609871535,0.040342573811133646,0.021610372979029933,0.8925884424523771,0.2553225548263166,0.09620617896590364,0.746644295302013
30023,Deer Lodge County,Montana,9512,0.12447434819175777,0.6208999158957107,0.2546257359125315,0.8988645920941968,0.003153910849453322,0.01703111858704794,0.006938603868797309,0.0008410428931875525,0.0336417157275021,0.03952901597981497,0.01767343708783962,0.8607227644420997,0.22276444209970983,0.06752835663413348,0.710858719881117
30025,Fallon County,Montana,2817,0.2534611288604899,0.54419595314164,0.20234291799787008,0.9275825346112886,0.0003549875754348598,0.024139155129570464,0.0,0.0,0.0056798012069577564,0.042243521476748314,0.002717391304347826,0.966304347826087,0.16521739130434782,0.021195652173913043,0.0
30027,Fergus County,Montana,11581,0.2074950349710733,0.5458077886192902,0.24669717640963648,0.9274674035057422,0.006389776357827476,0.018910284086002937,0.008807529574302737,0.0,0.022105172264916675,0.016319834211208015,0.016621478250618885,0.8654956972769068,0.23765177413650831,0.050453848874219026,0.526297396470383
30029,Flathead County,Montana,108445,0.21759417216100327,0.5747521785236755,0.20765364931532113,0.9066715846742588,0.0023145373230669926,0.00895384757250219,0.008520448153441837,0.0,0.03504080409424132,0.03849877818248882,0.00857496008652212,0.9085723850234331,0.36034145336560747,0.11809239326363496,0.485046522993187
30031,Gallatin County,Montana,122194,0.192308951339673,0.6748694698594039,0.13282157880092313,0.882661996497373,0.004852938769497684,0.00618688315301897,0.012611093834394488,1.6367415748727435e-05,0.05132821578800923,0.04234250454195787,0.010181266974041559,0.9473631023811028,0.5314217141413503,0.1989894524095244,0.652437794216543
30033,Garfield County,Montana,938,0.23560767590618337,0.488272921108742,0.27611940298507465,0.9776119402985075,0.009594882729211088,0.006396588486140725,0.0,0.0,0.0,0.006396588486140725,0.012012012012012012,0.9174174174174174,0.2132132132132132,0.05405405405405406,0.0
30035,Glacier County,Montana,13713,0.2972361992270109,0.5742725880551302,0.12849121271785896,0.2932254065485306,0.0016772405746372056,0.6313716910960403,0.005833880259607672,0.001968934587617589,0.027565084226646247,0.03835776270692044,0.05000601033778098,0.8035821613174661,0.18055054694073808,0.0752494290179108,0.0
30037,Golden Valley County,Montana,840,0.14523809523809525,0.5726190476190476,0.28214285714285714,0.8892857142857142,0.007142857142857143,0.004761904761904762,0.0,0.0011904761904761906,0.06547619047619048,0.03214285714285714,0.041791044776119404,0.8686567164179104,0.18955223880597014,0.04626865671641791,0.0
30039,Granite County,Montana,3419,0.15121380520620065,0.5396314711904066,0.3091547236033928,0.9251243053524423,0.007312079555425563,0.022228721848493713,0.006434630008774495,0.0002924831822170225,0.019303890026323486,0.019303890026323486,0.011292834890965732,0.8769470404984424,0.31230529595015577,0.04789719626168224,0.0
30041,Hill County,Montana,16260,0.28400984009840097,0.5565805658056581,0.15940959409594097,0.6774907749077491,0.002091020910209102,0.22687576875768758,0.002029520295202952,0.00036900369003690036,0.03388683886838868,0.05725707257072571,0.019355482390501846,0.8583258505437493,0.25581163324353984,0.0710366157836975,0.602489423017965
30043,Jefferson County,Montana,12501,0.20206383489320853,0.5701143908487321,0.22782177425805936,0.9130469562435005,0.0011199104071674265,0.012079033677305815,0.004079673626109911,0.0,0.027117830573554116,0.042556595472362214,0.025587979094076656,0.8980836236933798,0.32676393728222997,0.11487369337979095,0.0
30045,Judith Basin County,Montana,2053,0.22211397954213347,0.4943984413054067,0.2834875791524598,0.9142717973697029,0.0,0.012177301509985387,0.0,0.0,0.05893813930832927,0.014612761811982464,0.02086137281292059,0.9098250336473755,0.28263795423956933,0.05383580080753701,0.0
30047,Lake County,Montana,32073,0.2256415053159979,0.5385214978330684,0.23583699685093382,0.6449038131761918,0.002088984504100022,0.20141552084307673,0.004895083091697066,0.0008418295762791133,0.04171733233560939,0.10413743647304587,0.023013941137419783,0.8857269307368887,0.3051560079663642,0.1040938260677141,0.178711376630051
30049,Lewis And Clark County,Montana,72580,0.21413612565445025,0.5867456599614219,0.19911821438412786,0.8920501515569027,0.005524937999448884,0.008817856158721412,0.006420501515569027,0.0,0.03899145770184624,0.04819509506751171,0.009064616937440557,0.9040159940992644,0.4281138997263146,0.14953706399580738,
30051,Liberty County,Montana,1968,0.29471544715447157,0.49898373983739835,0.20630081300813008,0.959349593495935,0.0,0.014227642276422764,0.0,0.0,0.0,0.026422764227642278,0.11720510894064613,0.7588279489105936,0.2734785875281743,0.049586776859504134,0.0
30053,Lincoln County,Montana,20656,0.1803350116189001,0.5224632068164213,0.2972017815646785,0.9080170410534469,0.0007261812548412084,0.013119674670797832,0.0022753679318357864,0.0014039504260263361,0.029725019364833464,0.04473276529821844,0.02412818096135721,0.8525290606346214,0.18045868677348414,0.05447690857681432,0.220612898307669
30055,McCone County,Montana,1818,0.18921892189218922,0.5236523652365237,0.2871287128712871,0.9125412541254125,0.0,0.03685368536853685,0.026402640264026403,0.0,0.0,0.0242024202420242,0.00881057268722467,0.9280469897209985,0.21365638766519823,0.05286343612334802,0.0
30057,Madison County,Montana,8975,0.156991643454039,0.5374930362116992,0.3055153203342618,0.9154317548746518,0.0,0.0032311977715877437,0.008022284122562675,0.0,0.03532033426183844,0.03799442896935933,0.009910802775024777,0.9266600594648167,0.3433385247062155,0.09061305394308368,0.0
30059,Meagher County,Montana,1979,0.11975745325922182,0.5356240525517938,0.3446184941889843,0.9242041435068217,0.008590197069226882,0.027286508337544216,0.003031834259727135,0.0,0.03183425972713492,0.005053057099545225,0.02612671456564337,0.9288047028086218,0.28543435662965383,0.062050947093403,0.0
30061,Mineral County,Montana,4796,0.20829858215179317,0.5108423686405338,0.2808590492076731,0.896371976647206,0.006672226855713094,0.013344453711426188,0.0037531276063386154,0.0,0.034820683903252714,0.045037531276063386,0.017812413025327024,0.8591706095185082,0.2657946006123017,0.0665182298914556,0.0
30063,Missoula County,Montana,119639,0.18448833574336126,0.6492448114745192,0.16626685278211956,0.8578389989886241,0.005951236636882622,0.019433462332516988,0.01592290139503005,0.0006937537090748,0.049331739650114094,0.05082790728775734,0.0114832187036722,0.9348433664665711,0.45893989841300703,0.1737672248280555,0.74718033954648
30065,Musselshell County,Montana,5068,0.19554064719810577,0.5167719021310182,0.2876874506708761,0.8770718232044199,0.0,0.02387529597474349,0.0,0.0,0.03689818468823994,0.062154696132596686,0.024921301154249738,0.8596537250786989,0.2193074501573977,0.05456453305351522,0.0
30067,Park County,Montana,17484,0.16981239990848776,0.5883093113703958,0.24187828872111644,0.9171814230153283,0.0018874399450926561,0.006463051933196065,0.0030313429421185084,0.0,0.03357355296270876,0.03786318920155571,0.006033848417954378,0.9321559970566593,0.3808682855040471,0.11655629139072848,0.543889244372055
30069,Petroleum County,Montana,401,0.13216957605985039,0.5885286783042394,0.2793017456359102,0.9925187032418953,0.0,0.0,0.007481296758104738,0.0,0.0,0.0,0.0,0.9634146341463414,0.27134146341463417,0.09451219512195122,0.0
30071,Phillips County,Montana,4224,0.23461174242424243,0.5286458333333334,0.23674242424242425,0.8193655303030303,0.003787878787878788,0.0712594696969697,0.0,0.004024621212121212,0.013731060606060606,0.08783143939393939,0.012203166226912929,0.8951187335092349,0.20613456464379948,0.04782321899736148,0.0
30073,Pondera County,Montana,6012,0.23486360612109114,0.5494011976047904,0.21573519627411844,0.7897538256819694,0.00033266799733865603,0.15984697272122422,0.0026613439787092482,0.0,0.022787757817697936,0.024617431803060547,0.07507218479307026,0.8346968238691049,0.1951395572666025,0.034167468719923,0.0
30075,Powder River County,Montana,1762,0.1844494892167991,0.49943246311010214,0.31611804767309876,0.8723041997729852,0.0,0.016458569807037457,0.01532349602724177,0.0,0.0170261066969353,0.07888762769580022,0.015625,0.8720238095238095,0.25223214285714285,0.09821428571428571,0.0
30077,Powell County,Montana,7029,0.14667804808649879,0.6441883624982216,0.20913358941527957,0.8743775786029307,0.012377294067434912,0.04139991463935126,0.018921610470906246,0.0,0.022762839664248115,0.030160762555128753,0.01917510853835022,0.7351664254703328,0.19030390738060782,0.051917510853835024,0.0
30079,Prairie County,Montana,1251,0.2158273381294964,0.44524380495603516,0.33892885691446845,0.8936850519584333,0.0,0.0007993605115907274,0.03916866506794564,0.0,0.007993605115907274,0.058353317346123104,0.025183630640083946,0.838405036726128,0.20041972717733472,0.08184679958027283,0.0
30081,Ravalli County,Montana,45807,0.1877660619555963,0.5475582334577684,0.26467570458663525,0.8922872050123344,0.002357718252668806,0.0053485275176283105,0.005435850415875303,0.00015281507193223742,0.039731918702381734,0.054685965027179255,0.016272403509279904,0.8951848741928946,0.2978255204563222,0.10944783854996092,0.155521347398922
30083,Richland County,Montana,11329,0.25280254214846853,0.5756024362256157,0.17159502162591578,0.8760702621590608,0.0024715332332950835,0.0024715332332950835,0.0027363403654338423,0.008650366316532793,0.0548150763527231,0.05278488833965928,0.006078224101479916,0.8971987315010571,0.19410676532769555,0.03924418604651163,0.567574623618484
30085,Roosevelt County,Montana,10665,0.3335208626347867,0.5475855602437881,0.11889357712142522,0.3294889826535396,0.0012189404594467885,0.5721518987341773,0.007969995311767463,0.00018752930145335208,0.027097984060009378,0.06188466947960619,0.0267188009123493,0.8724340175953079,0.19859889214727924,0.05848810687520365,0.0
30087,Rosebud County,Montana,8236,0.28946090335114133,0.5433462846041768,0.1671928120446819,0.5267119961146187,0.001699854298203011,0.38440990772219524,0.005099562894609034,0.00012141816415735794,0.034604176784847014,0.0473530840213696,0.028665504551617278,0.8535735037768739,0.18884369552585706,0.06604687197365873,0.0
30089,Sanders County,Montana,12936,0.17261904761904762,0.503865182436611,0.3235157699443414,0.8904607297464441,0.005256648113790971,0.02373222016079159,0.0037105751391465678,0.0012368583797155227,0.03339517625231911,0.04220779220779221,0.029560129136400323,0.8570419693301049,0.21559725585149314,0.061037126715092815,0.0
30091,Sheridan County,Montana,3677,0.2153929834103889,0.5564318738101713,0.22817514277943976,0.8923035082948055,0.0,0.016589611096002176,0.004351373402230079,0.003263530051672559,0.04514549904813707,0.03834647810715257,0.01776937618147448,0.8419659735349716,0.24650283553875235,0.07032136105860114,0.0
30093,Silver Bow County,Montana,35589,0.20607491078704093,0.6014779847705751,0.1924471044423839,0.8926353648599287,0.0012082385006603163,0.014133580600747422,0.003203236955238978,0.00022478855826238444,0.046053555874006016,0.04254123465115626,0.02194151663043924,0.8688020342041586,0.27707829225279906,0.09506623467169749,0.86124156775681
30095,Stillwater County,Montana,9052,0.21078214759169245,0.539659743703049,0.24955810870525852,0.922779496243924,0.0009942554131683605,0.003535130357931949,0.003645603181617322,0.0,0.033694211224038886,0.03535130357931949,0.02758411639890876,0.8895119733252501,0.2976659593816308,0.08608669293725371,0.0
30097,Sweet Grass County,Montana,3713,0.2038782655534608,0.5620791812550499,0.23404255319148937,0.9057366011311608,0.013466199838405602,0.016428763802854834,0.0,0.0,0.017775383786695395,0.04659305144088338,0.003409090909090909,0.918939393939394,0.23068181818181818,0.06325757575757576,0.0
30099,Teton County,Montana,6291,0.2501986965506279,0.5180416467970116,0.2317596566523605,0.9187728501033222,0.003814973772055317,0.019392783341281195,0.0,0.0,0.018756954379271974,0.0392624384040693,0.05068588700302255,0.8723552662171588,0.25877702859800045,0.07672634271099744,0.0
30101,Toole County,Montana,5028,0.2018695306284805,0.6237072394590294,0.17442322991249007,0.830151153540175,0.018496420047732696,0.056881463802704854,0.007159904534606206,0.0,0.04315831344470963,0.0441527446300716,0.0440771349862259,0.78099173553719,0.21515151515151515,0.08925619834710743,0.0
