GEOID,Tract,County,State,FacID,cat,measure,value,RE,Sex,def,fmt,source,lbl
16001000402,Census Tract 4.02,Ada County,ID,903,Travel time to Screening Facility,Minutes,6.4706841605,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001000501,Census Tract 5.01,Ada County,ID,476,Travel time to Screening Facility,Minutes,7.79259478396,NA,NA,Minutes to Colonoscopy,int,src-TBD,8 min
16001000501,Census Tract 5.01,Ada County,ID,738,Travel time to Screening Facility,Minutes,6.46167279511,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,6 min
16001000501,Census Tract 5.01,Ada County,ID,876,Travel time to Screening Facility,Minutes,7.85059708245,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001000502,Census Tract 5.02,Ada County,ID,476,Travel time to Screening Facility,Minutes,6.86732115944,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001000502,Census Tract 5.02,Ada County,ID,738,Travel time to Screening Facility,Minutes,6.20950618876,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,6 min
16001000502,Census Tract 5.02,Ada County,ID,876,Travel time to Screening Facility,Minutes,7.5984304761,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001000601,Census Tract 6.01,Ada County,ID,476,Travel time to Screening Facility,Minutes,4.22554577441,NA,NA,Minutes to Colonoscopy,int,src-TBD,4 min
16001000601,Census Tract 6.01,Ada County,ID,738,Travel time to Screening Facility,Minutes,4.20653552859,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,4 min
16001000601,Census Tract 6.01,Ada County,ID,876,Travel time to Screening Facility,Minutes,5.08919573839,NA,NA,Minutes to Mammography,int,src-TBD,5 min
16001000602,Census Tract 6.02,Ada County,ID,476,Travel time to Screening Facility,Minutes,2.50250649455,NA,NA,Minutes to Colonoscopy,int,src-TBD,3 min
16001000602,Census Tract 6.02,Ada County,ID,738,Travel time to Screening Facility,Minutes,4.98884668553,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,5 min
16001000602,Census Tract 6.02,Ada County,ID,876,Travel time to Screening Facility,Minutes,3.36615645853,NA,NA,Minutes to Mammography,int,src-TBD,3 min
16001000701,Census Tract 7.01,Ada County,ID,185,Travel time to Screening Facility,Minutes,2.32802192076,NA,NA,Minutes to Colonoscopy,int,src-TBD,2 min
16001000701,Census Tract 7.01,Ada County,ID,688,Travel time to Screening Facility,Minutes,2.69613812441,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,3 min
16001000701,Census Tract 7.01,Ada County,ID,874,Travel time to Screening Facility,Minutes,2.69613812441,NA,NA,Minutes to Mammography,int,src-TBD,3 min
16001000703,Census Tract 7.03,Ada County,ID,185,Travel time to Screening Facility,Minutes,9.4052458126,NA,NA,Minutes to Colonoscopy,int,src-TBD,9 min
16001000703,Census Tract 7.03,Ada County,ID,688,Travel time to Screening Facility,Minutes,9.77336201626,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,10 min
16001000703,Census Tract 7.03,Ada County,ID,874,Travel time to Screening Facility,Minutes,9.77336201626,NA,NA,Minutes to Mammography,int,src-TBD,10 min
16001000704,Census Tract 7.04,Ada County,ID,185,Travel time to Screening Facility,Minutes,5.79164887669,NA,NA,Minutes to Colonoscopy,int,src-TBD,6 min
16001000704,Census Tract 7.04,Ada County,ID,688,Travel time to Screening Facility,Minutes,6.15976508034,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,6 min
16001000704,Census Tract 7.04,Ada County,ID,874,Travel time to Screening Facility,Minutes,6.15976508034,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001000803,Census Tract 8.03,Ada County,ID,185,Travel time to Screening Facility,Minutes,8.639710721,NA,NA,Minutes to Colonoscopy,int,src-TBD,9 min
16001000803,Census Tract 8.03,Ada County,ID,688,Travel time to Screening Facility,Minutes,9.30743726465,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,9 min
16001000803,Census Tract 8.03,Ada County,ID,874,Travel time to Screening Facility,Minutes,9.30743726465,NA,NA,Minutes to Mammography,int,src-TBD,9 min
16001000805,Census Tract 8.05,Ada County,ID,185,Travel time to Screening Facility,Minutes,7.28816215819,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001000805,Census Tract 8.05,Ada County,ID,688,Travel time to Screening Facility,Minutes,7.95588870184,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,8 min
16001000805,Census Tract 8.05,Ada County,ID,874,Travel time to Screening Facility,Minutes,7.95588870184,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001000806,Census Tract 8.06,Ada County,ID,185,Travel time to Screening Facility,Minutes,3.63854158057,NA,NA,Minutes to Colonoscopy,int,src-TBD,4 min
16001000806,Census Tract 8.06,Ada County,ID,688,Travel time to Screening Facility,Minutes,4.30626812423,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,4 min
16001000806,Census Tract 8.06,Ada County,ID,874,Travel time to Screening Facility,Minutes,4.30626812423,NA,NA,Minutes to Mammography,int,src-TBD,4 min
16001000807,Census Tract 8.07,Ada County,ID,185,Travel time to Screening Facility,Minutes,5.46371452934,NA,NA,Minutes to Colonoscopy,int,src-TBD,5 min
16001000807,Census Tract 8.07,Ada County,ID,688,Travel time to Screening Facility,Minutes,6.13144107299,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,6 min
16001000807,Census Tract 8.07,Ada County,ID,874,Travel time to Screening Facility,Minutes,6.13144107299,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001000808,Census Tract 8.08,Ada County,ID,185,Travel time to Screening Facility,Minutes,5.27814859597,NA,NA,Minutes to Colonoscopy,int,src-TBD,5 min
16001000808,Census Tract 8.08,Ada County,ID,688,Travel time to Screening Facility,Minutes,5.94587513962,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,6 min
16001000808,Census Tract 8.08,Ada County,ID,874,Travel time to Screening Facility,Minutes,5.94587513962,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001000809,Census Tract 8.09,Ada County,ID,185,Travel time to Screening Facility,Minutes,8.32266385164,NA,NA,Minutes to Colonoscopy,int,src-TBD,8 min
16001000809,Census Tract 8.09,Ada County,ID,688,Travel time to Screening Facility,Minutes,8.99039039529,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,9 min
16001000809,Census Tract 8.09,Ada County,ID,874,Travel time to Screening Facility,Minutes,8.99039039529,NA,NA,Minutes to Mammography,int,src-TBD,9 min
16001000810,Census Tract 8.10,Ada County,ID,185,Travel time to Screening Facility,Minutes,7.08156753399,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001000810,Census Tract 8.10,Ada County,ID,688,Travel time to Screening Facility,Minutes,7.74929407764,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,8 min
16001000810,Census Tract 8.10,Ada County,ID,874,Travel time to Screening Facility,Minutes,7.74929407764,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001000901,Census Tract 9.01,Ada County,ID,185,Travel time to Screening Facility,Minutes,5.43427917274,NA,NA,Minutes to Colonoscopy,int,src-TBD,5 min
16001000901,Census Tract 9.01,Ada County,ID,688,Travel time to Screening Facility,Minutes,6.10200571639,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,6 min
16001000901,Census Tract 9.01,Ada County,ID,874,Travel time to Screening Facility,Minutes,6.10200571639,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001000902,Census Tract 9.02,Ada County,ID,185,Travel time to Screening Facility,Minutes,3.71276253797,NA,NA,Minutes to Colonoscopy,int,src-TBD,4 min
16001000902,Census Tract 9.02,Ada County,ID,688,Travel time to Screening Facility,Minutes,4.38048908162,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,4 min
16001000902,Census Tract 9.02,Ada County,ID,874,Travel time to Screening Facility,Minutes,4.38048908162,NA,NA,Minutes to Mammography,int,src-TBD,4 min
16001001001,Census Tract 10.01,Ada County,ID,191,Travel time to Screening Facility,Minutes,2.70607280066,NA,NA,Minutes to Colonoscopy,int,src-TBD,3 min
16001001001,Census Tract 10.01,Ada County,ID,689,Travel time to Screening Facility,Minutes,2.40742365741,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,2 min
16001001001,Census Tract 10.01,Ada County,ID,903,Travel time to Screening Facility,Minutes,2.62285563012,NA,NA,Minutes to Mammography,int,src-TBD,3 min
16001001002,Census Tract 10.02,Ada County,ID,188,Travel time to Screening Facility,Minutes,7.3189634325,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001001002,Census Tract 10.02,Ada County,ID,738,Travel time to Screening Facility,Minutes,7.15382299127,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,7 min
16001001002,Census Tract 10.02,Ada County,ID,919,Travel time to Screening Facility,Minutes,8.16358297014999,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001001003,Census Tract 10.03,Ada County,ID,191,Travel time to Screening Facility,Minutes,6.20203439677,NA,NA,Minutes to Colonoscopy,int,src-TBD,6 min
16001001003,Census Tract 10.03,Ada County,ID,738,Travel time to Screening Facility,Minutes,4.57944921313,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,5 min
16001001003,Census Tract 10.03,Ada County,ID,903,Travel time to Screening Facility,Minutes,6.11881722623,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001001100,Census Tract 11,Ada County,ID,191,Travel time to Screening Facility,Minutes,6.34302376967,NA,NA,Minutes to Colonoscopy,int,src-TBD,6 min
16001001100,Census Tract 11,Ada County,ID,689,Travel time to Screening Facility,Minutes,5.28875502573,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,5 min
16001001100,Census Tract 11,Ada County,ID,903,Travel time to Screening Facility,Minutes,6.25980659913,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001001201,Census Tract 12.01,Ada County,ID,191,Travel time to Screening Facility,Minutes,6.54394312446,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001001201,Census Tract 12.01,Ada County,ID,689,Travel time to Screening Facility,Minutes,5.48967438052,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,5 min
16001001201,Census Tract 12.01,Ada County,ID,903,Travel time to Screening Facility,Minutes,6.46072595393,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001001203,Census Tract 12.03,Ada County,ID,191,Travel time to Screening Facility,Minutes,4.08613958932,NA,NA,Minutes to Colonoscopy,int,src-TBD,4 min
16001001203,Census Tract 12.03,Ada County,ID,689,Travel time to Screening Facility,Minutes,3.03187084538,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,3 min
16001001203,Census Tract 12.03,Ada County,ID,903,Travel time to Screening Facility,Minutes,4.00292241879,NA,NA,Minutes to Mammography,int,src-TBD,4 min
16001001204,Census Tract 12.04,Ada County,ID,191,Travel time to Screening Facility,Minutes,3.58627419444,NA,NA,Minutes to Colonoscopy,int,src-TBD,4 min
16001001204,Census Tract 12.04,Ada County,ID,689,Travel time to Screening Facility,Minutes,3.74413639036,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,4 min
16001001204,Census Tract 12.04,Ada County,ID,903,Travel time to Screening Facility,Minutes,3.67035367699,NA,NA,Minutes to Mammography,int,src-TBD,4 min
16001001401,Census Tract 14.01,Ada County,ID,191,Travel time to Screening Facility,Minutes,3.59965043363,NA,NA,Minutes to Colonoscopy,int,src-TBD,4 min
16001001401,Census Tract 14.01,Ada County,ID,689,Travel time to Screening Facility,Minutes,3.30100129039,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,3 min
16001001401,Census Tract 14.01,Ada County,ID,903,Travel time to Screening Facility,Minutes,3.5164332631,NA,NA,Minutes to Mammography,int,src-TBD,4 min
16001001402,Census Tract 14.02,Ada County,ID,191,Travel time to Screening Facility,Minutes,4.85483127803,NA,NA,Minutes to Colonoscopy,int,src-TBD,5 min
16001001402,Census Tract 14.02,Ada County,ID,689,Travel time to Screening Facility,Minutes,4.55618213478,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,5 min
16001001402,Census Tract 14.02,Ada County,ID,903,Travel time to Screening Facility,Minutes,4.77161410749,NA,NA,Minutes to Mammography,int,src-TBD,5 min
16001001500,Census Tract 15,Ada County,ID,185,Travel time to Screening Facility,Minutes,6.9163251721,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001001500,Census Tract 15,Ada County,ID,738,Travel time to Screening Facility,Minutes,6.58845412058,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,7 min
16001001500,Census Tract 15,Ada County,ID,874,Travel time to Screening Facility,Minutes,7.58405171575,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001001600,Census Tract 16,Ada County,ID,185,Travel time to Screening Facility,Minutes,9.54412290478999,NA,NA,Minutes to Colonoscopy,int,src-TBD,10 min
16001001600,Census Tract 16,Ada County,ID,688,Travel time to Screening Facility,Minutes,10.2118494484,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,10 min
16001001600,Census Tract 16,Ada County,ID,874,Travel time to Screening Facility,Minutes,10.2118494484,NA,NA,Minutes to Mammography,int,src-TBD,10 min
16001001701,Census Tract 17.01,Ada County,ID,191,Travel time to Screening Facility,Minutes,8.46709217479,NA,NA,Minutes to Colonoscopy,int,src-TBD,8 min
16001001701,Census Tract 17.01,Ada County,ID,738,Travel time to Screening Facility,Minutes,7.56450839232,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,8 min
16001001701,Census Tract 17.01,Ada County,ID,903,Travel time to Screening Facility,Minutes,8.38387500424999,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001001702,Census Tract 17.02,Ada County,ID,185,Travel time to Screening Facility,Minutes,9.19582377657,NA,NA,Minutes to Colonoscopy,int,src-TBD,9 min
16001001702,Census Tract 17.02,Ada County,ID,738,Travel time to Screening Facility,Minutes,9.39628196346,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,9 min
16001001702,Census Tract 17.02,Ada County,ID,874,Travel time to Screening Facility,Minutes,9.86355032022,NA,NA,Minutes to Mammography,int,src-TBD,10 min
16001001800,Census Tract 18,Ada County,ID,191,Travel time to Screening Facility,Minutes,8.11445044211,NA,NA,Minutes to Colonoscopy,int,src-TBD,8 min
16001001800,Census Tract 18,Ada County,ID,689,Travel time to Screening Facility,Minutes,7.81580129886,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,8 min
16001001800,Census Tract 18,Ada County,ID,903,Travel time to Screening Facility,Minutes,8.03123327157,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001001900,Census Tract 19,Ada County,ID,191,Travel time to Screening Facility,Minutes,6.55077917066,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001001900,Census Tract 19,Ada County,ID,689,Travel time to Screening Facility,Minutes,6.25213002742,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,6 min
16001001900,Census Tract 19,Ada County,ID,903,Travel time to Screening Facility,Minutes,6.46756200013,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001002000,Census Tract 20,Ada County,ID,191,Travel time to Screening Facility,Minutes,2.33578508718,NA,NA,Minutes to Colonoscopy,int,src-TBD,2 min
16001002000,Census Tract 20,Ada County,ID,689,Travel time to Screening Facility,Minutes,3.43320912931,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,3 min
16001002000,Census Tract 20,Ada County,ID,903,Travel time to Screening Facility,Minutes,2.41986456973,NA,NA,Minutes to Mammography,int,src-TBD,2 min
16001002100,Census Tract 21,Ada County,ID,505,Travel time to Screening Facility,Minutes,11.6561470621,NA,NA,Minutes to Colonoscopy,int,src-TBD,12 min
16001002100,Census Tract 21,Ada County,ID,689,Travel time to Screening Facility,Minutes,12.2823275593,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,12 min
16001002100,Census Tract 21,Ada County,ID,903,Travel time to Screening Facility,Minutes,12.4249335539,NA,NA,Minutes to Mammography,int,src-TBD,12 min
16001002223,Census Tract 22.23,Ada County,ID,463,Travel time to Screening Facility,Minutes,6.77087472655,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001002223,Census Tract 22.23,Ada County,ID,717,Travel time to Screening Facility,Minutes,7.35533539739,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,7 min
16001002223,Census Tract 22.23,Ada County,ID,867,Travel time to Screening Facility,Minutes,6.98351430865,NA,NA,Minutes to Mammography,int,src-TBD,7 min
16001002225,Census Tract 22.25,Ada County,ID,505,Travel time to Screening Facility,Minutes,4.77990797558,NA,NA,Minutes to Colonoscopy,int,src-TBD,5 min
16001002225,Census Tract 22.25,Ada County,ID,717,Travel time to Screening Facility,Minutes,9.921465185,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,10 min
16001002225,Census Tract 22.25,Ada County,ID,867,Travel time to Screening Facility,Minutes,9.54964409626,NA,NA,Minutes to Mammography,int,src-TBD,10 min
16001002226,Census Tract 22.26,Ada County,ID,505,Travel time to Screening Facility,Minutes,8.6765423064,NA,NA,Minutes to Colonoscopy,int,src-TBD,9 min
16001002226,Census Tract 22.26,Ada County,ID,717,Travel time to Screening Facility,Minutes,15.4179733572999,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,15 min
16001002226,Census Tract 22.26,Ada County,ID,867,Travel time to Screening Facility,Minutes,15.0461522686,NA,NA,Minutes to Mammography,int,src-TBD,15 min
16001002227,Census Tract 22.27,Ada County,ID,505,Travel time to Screening Facility,Minutes,6.31097651464,NA,NA,Minutes to Colonoscopy,int,src-TBD,6 min
16001002227,Census Tract 22.27,Ada County,ID,717,Travel time to Screening Facility,Minutes,8.22206868223,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,8 min
16001002227,Census Tract 22.27,Ada County,ID,867,Travel time to Screening Facility,Minutes,7.85024759349,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001002228,Census Tract 22.28,Ada County,ID,505,Travel time to Screening Facility,Minutes,11.1625828272,NA,NA,Minutes to Colonoscopy,int,src-TBD,11 min
16001002228,Census Tract 22.28,Ada County,ID,689,Travel time to Screening Facility,Minutes,12.0334342212,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,12 min
16001002228,Census Tract 22.28,Ada County,ID,903,Travel time to Screening Facility,Minutes,12.1760402158,NA,NA,Minutes to Mammography,int,src-TBD,12 min
16001002229,Census Tract 22.29,Ada County,ID,505,Travel time to Screening Facility,Minutes,9.29921541699999,NA,NA,Minutes to Colonoscopy,int,src-TBD,9 min
16001002229,Census Tract 22.29,Ada County,ID,717,Travel time to Screening Facility,Minutes,11.9893932483,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,12 min
16001002229,Census Tract 22.29,Ada County,ID,867,Travel time to Screening Facility,Minutes,11.6175721596,NA,NA,Minutes to Mammography,int,src-TBD,12 min
16001002230,Census Tract 22.30,Ada County,ID,463,Travel time to Screening Facility,Minutes,10.3512808734,NA,NA,Minutes to Colonoscopy,int,src-TBD,10 min
16001002230,Census Tract 22.30,Ada County,ID,717,Travel time to Screening Facility,Minutes,10.9203090871,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,11 min
16001002230,Census Tract 22.30,Ada County,ID,867,Travel time to Screening Facility,Minutes,10.3925787784,NA,NA,Minutes to Mammography,int,src-TBD,10 min
16001002231,Census Tract 22.31,Ada County,ID,463,Travel time to Screening Facility,Minutes,7.28828435206,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001002231,Census Tract 22.31,Ada County,ID,717,Travel time to Screening Facility,Minutes,7.85731256577,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,8 min
16001002231,Census Tract 22.31,Ada County,ID,867,Travel time to Screening Facility,Minutes,7.32958225706,NA,NA,Minutes to Mammography,int,src-TBD,7 min
16001002313,Census Tract 23.13,Ada County,ID,191,Travel time to Screening Facility,Minutes,5.85111800322,NA,NA,Minutes to Colonoscopy,int,src-TBD,6 min
16001002313,Census Tract 23.13,Ada County,ID,717,Travel time to Screening Facility,Minutes,6.16219281206,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,6 min
16001002313,Census Tract 23.13,Ada County,ID,867,Travel time to Screening Facility,Minutes,5.63446250335,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001002314,Census Tract 23.14,Ada County,ID,459,Travel time to Screening Facility,Minutes,4.19148565009,NA,NA,Minutes to Colonoscopy,int,src-TBD,4 min
16001002314,Census Tract 23.14,Ada County,ID,717,Travel time to Screening Facility,Minutes,4.88329445519,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,5 min
16001002314,Census Tract 23.14,Ada County,ID,867,Travel time to Screening Facility,Minutes,4.35556414648,NA,NA,Minutes to Mammography,int,src-TBD,4 min
16001002315,Census Tract 23.15,Ada County,ID,459,Travel time to Screening Facility,Minutes,7.11128136486,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001002315,Census Tract 23.15,Ada County,ID,717,Travel time to Screening Facility,Minutes,8.05727477507,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,8 min
16001002315,Census Tract 23.15,Ada County,ID,867,Travel time to Screening Facility,Minutes,7.52954446636,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001002316,Census Tract 23.16,Ada County,ID,191,Travel time to Screening Facility,Minutes,7.31141554026,NA,NA,Minutes to Colonoscopy,int,src-TBD,7 min
16001002316,Census Tract 23.16,Ada County,ID,689,Travel time to Screening Facility,Minutes,7.72144515112,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,8 min
16001002316,Census Tract 23.16,Ada County,ID,903,Travel time to Screening Facility,Minutes,7.39549502281,NA,NA,Minutes to Mammography,int,src-TBD,7 min
16001002317,Census Tract 23.17,Ada County,ID,459,Travel time to Screening Facility,Minutes,8.15147826163999,NA,NA,Minutes to Colonoscopy,int,src-TBD,8 min
16001002317,Census Tract 23.17,Ada County,ID,717,Travel time to Screening Facility,Minutes,8.99676411109999,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,9 min
16001002317,Census Tract 23.17,Ada County,ID,867,Travel time to Screening Facility,Minutes,8.46903380238999,NA,NA,Minutes to Mammography,int,src-TBD,8 min
16001002318,Census Tract 23.18,Ada County,ID,191,Travel time to Screening Facility,Minutes,5.67624061281,NA,NA,Minutes to Colonoscopy,int,src-TBD,6 min
16001002318,Census Tract 23.18,Ada County,ID,689,Travel time to Screening Facility,Minutes,6.08627022367,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,6 min
16001002318,Census Tract 23.18,Ada County,ID,903,Travel time to Screening Facility,Minutes,5.76032009536,NA,NA,Minutes to Mammography,int,src-TBD,6 min
16001002319,Census Tract 23.19,Ada County,ID,191,Travel time to Screening Facility,Minutes,4.19739626219,NA,NA,Minutes to Colonoscopy,int,src-TBD,4 min
16001002319,Census Tract 23.19,Ada County,ID,689,Travel time to Screening Facility,Minutes,5.29482030432,NA,NA,Minutes to Lung Cancer Screening,int,src-TBD,5 min
16001002319,Census Tract 23.19,Ada County,ID,903,Travel time to Screening Facility,Minutes,4.28147574474,NA,NA,Minutes to Mammography,int,src-TBD,4 min
