GEOID,Tract,County,State,FacID,cat,measure,value,RE,Sex,def,fmt,source,lbl
30029001101,Census Tract 11.01,Flathead County,MT,319,Travel time to Screening Facility,Minutes,6.43409532301,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,6
30029001101,Census Tract 11.01,Flathead County,MT,962,Travel time to Screening Facility,Minutes,6.43409532301,NA,NA,Minutes to Mammography,float64,src-TBD,6
30029001102,Census Tract 11.02,Flathead County,MT,323,Travel time to Screening Facility,Minutes,6.34993116418,NA,NA,Minutes to Gastroenterology,float64,src-TBD,6
30029001102,Census Tract 11.02,Flathead County,MT,319,Travel time to Screening Facility,Minutes,6.44386051971,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,6
30029001102,Census Tract 11.02,Flathead County,MT,962,Travel time to Screening Facility,Minutes,6.44386051971,NA,NA,Minutes to Mammography,float64,src-TBD,6
30029001201,Census Tract 12.01,Flathead County,MT,323,Travel time to Screening Facility,Minutes,9.65900188346999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,10
30029001201,Census Tract 12.01,Flathead County,MT,319,Travel time to Screening Facility,Minutes,9.752931239,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,10
30029001201,Census Tract 12.01,Flathead County,MT,962,Travel time to Screening Facility,Minutes,9.752931239,NA,NA,Minutes to Mammography,float64,src-TBD,10
30029001202,Census Tract 12.02,Flathead County,MT,323,Travel time to Screening Facility,Minutes,9.65299385244,NA,NA,Minutes to Gastroenterology,float64,src-TBD,10
30029001202,Census Tract 12.02,Flathead County,MT,319,Travel time to Screening Facility,Minutes,9.74692320796999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,10
30029001202,Census Tract 12.02,Flathead County,MT,962,Travel time to Screening Facility,Minutes,9.74692320796999,NA,NA,Minutes to Mammography,float64,src-TBD,10
30029001303,Census Tract 13.03,Flathead County,MT,323,Travel time to Screening Facility,Minutes,30.6479953103,NA,NA,Minutes to Gastroenterology,float64,src-TBD,31
30029001303,Census Tract 13.03,Flathead County,MT,319,Travel time to Screening Facility,Minutes,30.7419246657999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,31
30029001303,Census Tract 13.03,Flathead County,MT,962,Travel time to Screening Facility,Minutes,30.7419246657999,NA,NA,Minutes to Mammography,float64,src-TBD,31
30029001304,Census Tract 13.04,Flathead County,MT,323,Travel time to Screening Facility,Minutes,27.7692381373999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,28
30029001304,Census Tract 13.04,Flathead County,MT,319,Travel time to Screening Facility,Minutes,27.8631674929,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,28
30029001304,Census Tract 13.04,Flathead County,MT,962,Travel time to Screening Facility,Minutes,27.8631674929,NA,NA,Minutes to Mammography,float64,src-TBD,28
30029001305,Census Tract 13.05,Flathead County,MT,323,Travel time to Screening Facility,Minutes,29.3846939636999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,29
30029001305,Census Tract 13.05,Flathead County,MT,319,Travel time to Screening Facility,Minutes,29.4786233192,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,29
30029001305,Census Tract 13.05,Flathead County,MT,962,Travel time to Screening Facility,Minutes,29.4786233192,NA,NA,Minutes to Mammography,float64,src-TBD,29
30029001306,Census Tract 13.06,Flathead County,MT,323,Travel time to Screening Facility,Minutes,18.756284182,NA,NA,Minutes to Gastroenterology,float64,src-TBD,19
30029001306,Census Tract 13.06,Flathead County,MT,319,Travel time to Screening Facility,Minutes,18.8502135375,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,19
30029001306,Census Tract 13.06,Flathead County,MT,962,Travel time to Screening Facility,Minutes,18.8502135375,NA,NA,Minutes to Mammography,float64,src-TBD,19
30029001401,Census Tract 14.01,Flathead County,MT,323,Travel time to Screening Facility,Minutes,19.0132715216999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,19
30029001401,Census Tract 14.01,Flathead County,MT,319,Travel time to Screening Facility,Minutes,19.1072008772,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,19
30029001401,Census Tract 14.01,Flathead County,MT,962,Travel time to Screening Facility,Minutes,19.1072008772,NA,NA,Minutes to Mammography,float64,src-TBD,19
30029001402,Census Tract 14.02,Flathead County,MT,323,Travel time to Screening Facility,Minutes,24.6531751407999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,25
30029001402,Census Tract 14.02,Flathead County,MT,319,Travel time to Screening Facility,Minutes,24.7471044963,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,25
30029001402,Census Tract 14.02,Flathead County,MT,962,Travel time to Screening Facility,Minutes,24.7471044963,NA,NA,Minutes to Mammography,float64,src-TBD,25
30029001701,Census Tract 17.01,Flathead County,MT,310,Travel time to Screening Facility,Minutes,15.4316262376,NA,NA,Minutes to Gastroenterology,float64,src-TBD,15
30029001701,Census Tract 17.01,Flathead County,MT,319,Travel time to Screening Facility,Minutes,15.4316262376,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,15
30029001701,Census Tract 17.01,Flathead County,MT,962,Travel time to Screening Facility,Minutes,15.4316262376,NA,NA,Minutes to Mammography,float64,src-TBD,15
30029001702,Census Tract 17.02,Flathead County,MT,310,Travel time to Screening Facility,Minutes,23.099605424,NA,NA,Minutes to Gastroenterology,float64,src-TBD,23
30029001702,Census Tract 17.02,Flathead County,MT,319,Travel time to Screening Facility,Minutes,23.099605424,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,23
30029001702,Census Tract 17.02,Flathead County,MT,962,Travel time to Screening Facility,Minutes,23.099605424,NA,NA,Minutes to Mammography,float64,src-TBD,23
30029001703,Census Tract 17.03,Flathead County,MT,310,Travel time to Screening Facility,Minutes,27.5028773692,NA,NA,Minutes to Gastroenterology,float64,src-TBD,28
30029001703,Census Tract 17.03,Flathead County,MT,319,Travel time to Screening Facility,Minutes,27.5028773692,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,28
30029001703,Census Tract 17.03,Flathead County,MT,962,Travel time to Screening Facility,Minutes,27.5028773692,NA,NA,Minutes to Mammography,float64,src-TBD,28
30031000101,Census Tract 1.01,Gallatin County,MT,348,Travel time to Screening Facility,Minutes,12.1991554597,NA,NA,Minutes to Gastroenterology,float64,src-TBD,12
30031000101,Census Tract 1.01,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,20.4093538575,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,20
30031000101,Census Tract 1.01,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,20.4093538575,NA,NA,Minutes to Mammography,float64,src-TBD,20
30031000104,Census Tract 1.04,Gallatin County,MT,348,Travel time to Screening Facility,Minutes,12.7800330758,NA,NA,Minutes to Gastroenterology,float64,src-TBD,13
30031000104,Census Tract 1.04,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,20.9902314736,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,21
30031000104,Census Tract 1.04,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,20.9902314736,NA,NA,Minutes to Mammography,float64,src-TBD,21
30031000105,Census Tract 1.05,Gallatin County,MT,348,Travel time to Screening Facility,Minutes,9.38321888608,NA,NA,Minutes to Gastroenterology,float64,src-TBD,9
30031000105,Census Tract 1.05,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,17.5934172838,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,18
30031000105,Census Tract 1.05,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,17.5934172838,NA,NA,Minutes to Mammography,float64,src-TBD,18
30031000201,Census Tract 2.01,Gallatin County,MT,348,Travel time to Screening Facility,Minutes,14.0544322805,NA,NA,Minutes to Gastroenterology,float64,src-TBD,14
30031000201,Census Tract 2.01,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,22.2646306783,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,22
30031000201,Census Tract 2.01,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,20.4930565553999,NA,NA,Minutes to Mammography,float64,src-TBD,20
30031000202,Census Tract 2.02,Gallatin County,MT,348,Travel time to Screening Facility,Minutes,9.17742483906,NA,NA,Minutes to Gastroenterology,float64,src-TBD,9
30031000202,Census Tract 2.02,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,18.3188764267999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,18
30031000202,Census Tract 2.02,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,11.4372591405,NA,NA,Minutes to Mammography,float64,src-TBD,11
30031000300,Census Tract 3,Gallatin County,MT,348,Travel time to Screening Facility,Minutes,33.4926889203999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,33
30031000300,Census Tract 3,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,41.7028873181999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,42
30031000300,Census Tract 3,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,41.5340368087,NA,NA,Minutes to Mammography,float64,src-TBD,42
30031000400,Census Tract 4,Gallatin County,MT,348,Travel time to Screening Facility,Minutes,20.0507039250999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,20
30031000400,Census Tract 4,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,28.2609023229,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,28
30031000400,Census Tract 4,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,26.4893281999999,NA,NA,Minutes to Mammography,float64,src-TBD,26
30031000502,Census Tract 5.02,Gallatin County,MT,328,Travel time to Screening Facility,Minutes,6.2343326412,NA,NA,Minutes to Gastroenterology,float64,src-TBD,6
30031000502,Census Tract 5.02,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,11.8283612105,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,12
30031000502,Census Tract 5.02,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,6.2343326412,NA,NA,Minutes to Mammography,float64,src-TBD,6
30031000504,Census Tract 5.04,Gallatin County,MT,344,Travel time to Screening Facility,Minutes,10.8125699706,NA,NA,Minutes to Gastroenterology,float64,src-TBD,11
30031000504,Census Tract 5.04,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,10.7993846011,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,11
30031000504,Census Tract 5.04,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,10.7993846011,NA,NA,Minutes to Mammography,float64,src-TBD,11
30031000505,Census Tract 5.05,Gallatin County,MT,328,Travel time to Screening Facility,Minutes,2.3198729073,NA,NA,Minutes to Gastroenterology,float64,src-TBD,2
30031000505,Census Tract 5.05,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,13.5206391376,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,14
30031000505,Census Tract 5.05,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,2.3198729073,NA,NA,Minutes to Mammography,float64,src-TBD,2
30031000506,Census Tract 5.06,Gallatin County,MT,328,Travel time to Screening Facility,Minutes,4.8699772151,NA,NA,Minutes to Gastroenterology,float64,src-TBD,5
30031000506,Census Tract 5.06,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,10.1929589588,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,10
30031000506,Census Tract 5.06,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,4.8699772151,NA,NA,Minutes to Mammography,float64,src-TBD,5
30031000507,Census Tract 5.07,Gallatin County,MT,348,Travel time to Screening Facility,Minutes,1.99743127519,NA,NA,Minutes to Gastroenterology,float64,src-TBD,2
30031000507,Census Tract 5.07,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,9.68233120463,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,10
30031000507,Census Tract 5.07,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,6.11841397673,NA,NA,Minutes to Mammography,float64,src-TBD,6
30031000600,Census Tract 6,Gallatin County,MT,348,Travel time to Screening Facility,Minutes,7.29634224815,NA,NA,Minutes to Gastroenterology,float64,src-TBD,7
30031000600,Census Tract 6,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,7.96666239044,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,8
30031000600,Census Tract 6,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,7.96666239044,NA,NA,Minutes to Mammography,float64,src-TBD,8
30031000701,Census Tract 7.01,Gallatin County,MT,344,Travel time to Screening Facility,Minutes,5.9640962166,NA,NA,Minutes to Gastroenterology,float64,src-TBD,6
30031000701,Census Tract 7.01,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,5.95091084713,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,6
30031000701,Census Tract 7.01,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,5.95091084713,NA,NA,Minutes to Mammography,float64,src-TBD,6
30031000703,Census Tract 7.03,Gallatin County,MT,328,Travel time to Screening Facility,Minutes,4.72090346293,NA,NA,Minutes to Gastroenterology,float64,src-TBD,5
30031000703,Census Tract 7.03,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,11.074160866,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,11
30031000703,Census Tract 7.03,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,4.72090346293,NA,NA,Minutes to Mammography,float64,src-TBD,5
30031000704,Census Tract 7.04,Gallatin County,MT,328,Travel time to Screening Facility,Minutes,5.55045888787,NA,NA,Minutes to Gastroenterology,float64,src-TBD,6
30031000704,Census Tract 7.04,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,11.9528088813999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,12
30031000704,Census Tract 7.04,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,5.55045888787,NA,NA,Minutes to Mammography,float64,src-TBD,6
30031000800,Census Tract 8,Gallatin County,MT,344,Travel time to Screening Facility,Minutes,5.82178297159,NA,NA,Minutes to Gastroenterology,float64,src-TBD,6
30031000800,Census Tract 8,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,5.80859760212,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,6
30031000800,Census Tract 8,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,5.80859760212,NA,NA,Minutes to Mammography,float64,src-TBD,6
30031000900,Census Tract 9,Gallatin County,MT,328,Travel time to Screening Facility,Minutes,8.10130248832,NA,NA,Minutes to Gastroenterology,float64,src-TBD,8
30031000900,Census Tract 9,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,8.80678107626999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,9
30031000900,Census Tract 9,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,8.10130248832,NA,NA,Minutes to Mammography,float64,src-TBD,8
30031001001,Census Tract 10.01,Gallatin County,MT,307,Travel time to Screening Facility,Minutes,6.87512964817,NA,NA,Minutes to Gastroenterology,float64,src-TBD,7
30031001001,Census Tract 10.01,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,6.90776558826,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,7
30031001001,Census Tract 10.01,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,6.90776558826,NA,NA,Minutes to Mammography,float64,src-TBD,7
30031001002,Census Tract 10.02,Gallatin County,MT,307,Travel time to Screening Facility,Minutes,0.578820323329,NA,NA,Minutes to Gastroenterology,float64,src-TBD,1
30031001002,Census Tract 10.02,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,0.611456263415,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,1
30031001002,Census Tract 10.02,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,0.611456263415,NA,NA,Minutes to Mammography,float64,src-TBD,1
30031001101,Census Tract 11.01,Gallatin County,MT,307,Travel time to Screening Facility,Minutes,7.46751599857,NA,NA,Minutes to Gastroenterology,float64,src-TBD,7
30031001101,Census Tract 11.01,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,7.50015193866,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,8
30031001101,Census Tract 11.01,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,7.50015193866,NA,NA,Minutes to Mammography,float64,src-TBD,8
30031001102,Census Tract 11.02,Gallatin County,MT,307,Travel time to Screening Facility,Minutes,5.97404313152,NA,NA,Minutes to Gastroenterology,float64,src-TBD,6
30031001102,Census Tract 11.02,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,6.0066790716,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,6
30031001102,Census Tract 11.02,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,6.0066790716,NA,NA,Minutes to Mammography,float64,src-TBD,6
30031001200,Census Tract 12,Gallatin County,MT,328,Travel time to Screening Facility,Minutes,14.7969593168,NA,NA,Minutes to Gastroenterology,float64,src-TBD,15
30031001200,Census Tract 12,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,23.9122908571,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,24
30031001200,Census Tract 12,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,14.7969593168,NA,NA,Minutes to Mammography,float64,src-TBD,15
30031001500,Census Tract 15,Gallatin County,MT,328,Travel time to Screening Facility,Minutes,102.90573464,NA,NA,Minutes to Gastroenterology,float64,src-TBD,103
30031001500,Census Tract 15,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,112.02106618,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,112
30031001500,Census Tract 15,Gallatin County,MT,935,Travel time to Screening Facility,Minutes,72.8893868807,NA,NA,Minutes to Mammography,float64,src-TBD,73
30031001600,Census Tract 16,Gallatin County,MT,328,Travel time to Screening Facility,Minutes,49.1536696303,NA,NA,Minutes to Gastroenterology,float64,src-TBD,49
30031001600,Census Tract 16,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,58.2690011705999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,58
30031001600,Census Tract 16,Gallatin County,MT,783,Travel time to Screening Facility,Minutes,49.1536696303,NA,NA,Minutes to Mammography,float64,src-TBD,49
30031001700,Census Tract 17,Gallatin County,MT,348,Travel time to Screening Facility,Minutes,18.3308508444,NA,NA,Minutes to Gastroenterology,float64,src-TBD,18
30031001700,Census Tract 17,Gallatin County,MT,701,Travel time to Screening Facility,Minutes,23.3761176179999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,23
30031001700,Census Tract 17,Gallatin County,MT,782,Travel time to Screening Facility,Minutes,23.3761176179999,NA,NA,Minutes to Mammography,float64,src-TBD,23
30033000100,Census Tract 1,Garfield County,MT,133,Travel time to Screening Facility,Minutes,137.936905335,NA,NA,Minutes to Gastroenterology,float64,src-TBD,138
30033000100,Census Tract 1,Garfield County,MT,695,Travel time to Screening Facility,Minutes,84.3079778055,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,84
30033000100,Census Tract 1,Garfield County,MT,770,Travel time to Screening Facility,Minutes,84.2447865838,NA,NA,Minutes to Mammography,float64,src-TBD,84
30035940200,Census Tract 9402,Glacier County,MT,340,Travel time to Screening Facility,Minutes,98.5327210867999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,99
30035940200,Census Tract 9402,Glacier County,MT,735,Travel time to Screening Facility,Minutes,61.4432605117999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,61
30035940200,Census Tract 9402,Glacier County,MT,699,Travel time to Screening Facility,Minutes,95.9236596108,NA,NA,Minutes to Mammography,float64,src-TBD,96
30035940400,Census Tract 9404,Glacier County,MT,340,Travel time to Screening Facility,Minutes,115.715888923999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,116
30035940400,Census Tract 9404,Glacier County,MT,735,Travel time to Screening Facility,Minutes,75.8381100694,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,76
30035940400,Census Tract 9404,Glacier County,MT,699,Travel time to Screening Facility,Minutes,113.106827448,NA,NA,Minutes to Mammography,float64,src-TBD,113
30035976000,Census Tract 9760,Glacier County,MT,340,Travel time to Screening Facility,Minutes,133.347064541999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,133
30035976000,Census Tract 9760,Glacier County,MT,735,Travel time to Screening Facility,Minutes,29.0032500810999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,29
30035976000,Census Tract 9760,Glacier County,MT,699,Travel time to Screening Facility,Minutes,130.738003066,NA,NA,Minutes to Mammography,float64,src-TBD,131
30035980000,Census Tract 9800,Glacier County,MT,340,Travel time to Screening Facility,Minutes,129.813155537999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,130
30035980000,Census Tract 9800,Glacier County,MT,735,Travel time to Screening Facility,Minutes,89.9353766842999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,90
30035980000,Census Tract 9800,Glacier County,MT,699,Travel time to Screening Facility,Minutes,127.204094061999,NA,NA,Minutes to Mammography,float64,src-TBD,127
30037000100,Census Tract 1,Golden Valley County,MT,343,Travel time to Screening Facility,Minutes,70.0633454056,NA,NA,Minutes to Gastroenterology,float64,src-TBD,70
30037000100,Census Tract 1,Golden Valley County,MT,707,Travel time to Screening Facility,Minutes,70.5630201672999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,71
30037000100,Census Tract 1,Golden Valley County,MT,897,Travel time to Screening Facility,Minutes,70.0633454056,NA,NA,Minutes to Mammography,float64,src-TBD,70
30039961701,Census Tract 9617.01,Granite County,MT,433,Travel time to Screening Facility,Minutes,70.5506801028,NA,NA,Minutes to Gastroenterology,float64,src-TBD,71
30039961701,Census Tract 9617.01,Granite County,MT,132,Travel time to Screening Facility,Minutes,74.9072929758,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,75
30039961701,Census Tract 9617.01,Granite County,MT,819,Travel time to Screening Facility,Minutes,73.3661745553,NA,NA,Minutes to Mammography,float64,src-TBD,73
30039961702,Census Tract 9617.02,Granite County,MT,431,Travel time to Screening Facility,Minutes,38.1521607817999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,38
30039961702,Census Tract 9617.02,Granite County,MT,694,Travel time to Screening Facility,Minutes,65.0304109872,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,65
30039961702,Census Tract 9617.02,Granite County,MT,819,Travel time to Screening Facility,Minutes,38.1460096429999,NA,NA,Minutes to Mammography,float64,src-TBD,38
30041040100,Census Tract 401,Hill County,MT,429,Travel time to Screening Facility,Minutes,117.382463888,NA,NA,Minutes to Gastroenterology,float64,src-TBD,117
30041040100,Census Tract 401,Hill County,MT,735,Travel time to Screening Facility,Minutes,71.948668842,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,72
30041040100,Census Tract 401,Hill County,MT,982,Travel time to Screening Facility,Minutes,41.4374256266,NA,NA,Minutes to Mammography,float64,src-TBD,41
30041040200,Census Tract 402,Hill County,MT,429,Travel time to Screening Facility,Minutes,116.421374263,NA,NA,Minutes to Gastroenterology,float64,src-TBD,116
30041040200,Census Tract 402,Hill County,MT,735,Travel time to Screening Facility,Minutes,107.084136534999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,107
30041040200,Census Tract 402,Hill County,MT,982,Travel time to Screening Facility,Minutes,9.3104553266,NA,NA,Minutes to Mammography,float64,src-TBD,9
30041040300,Census Tract 403,Hill County,MT,429,Travel time to Screening Facility,Minutes,112.131360756,NA,NA,Minutes to Gastroenterology,float64,src-TBD,112
30041040300,Census Tract 403,Hill County,MT,735,Travel time to Screening Facility,Minutes,102.794123028,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,103
30041040300,Census Tract 403,Hill County,MT,982,Travel time to Screening Facility,Minutes,5.02044181946,NA,NA,Minutes to Mammography,float64,src-TBD,5
30041040400,Census Tract 404,Hill County,MT,429,Travel time to Screening Facility,Minutes,109.299427288,NA,NA,Minutes to Gastroenterology,float64,src-TBD,109
30041040400,Census Tract 404,Hill County,MT,735,Travel time to Screening Facility,Minutes,102.98846545,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,103
30041040400,Census Tract 404,Hill County,MT,982,Travel time to Screening Facility,Minutes,1.79752473019,NA,NA,Minutes to Mammography,float64,src-TBD,2
30041040500,Census Tract 405,Hill County,MT,429,Travel time to Screening Facility,Minutes,112.387571557,NA,NA,Minutes to Gastroenterology,float64,src-TBD,112
30041040500,Census Tract 405,Hill County,MT,735,Travel time to Screening Facility,Minutes,105.098754557,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,105
30041040500,Census Tract 405,Hill County,MT,982,Travel time to Screening Facility,Minutes,2.83383736163,NA,NA,Minutes to Mammography,float64,src-TBD,3
30041940300,Census Tract 9403,Hill County,MT,429,Travel time to Screening Facility,Minutes,103.346560815999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,103
30041940300,Census Tract 9403,Hill County,MT,342,Travel time to Screening Facility,Minutes,105.858450098999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,106
30041940300,Census Tract 9403,Hill County,MT,982,Travel time to Screening Facility,Minutes,27.4638177022,NA,NA,Minutes to Mammography,float64,src-TBD,27
30043962201,Census Tract 9622.01,Jefferson County,MT,334,Travel time to Screening Facility,Minutes,8.36626090723,NA,NA,Minutes to Gastroenterology,float64,src-TBD,8
30043962201,Census Tract 9622.01,Jefferson County,MT,693,Travel time to Screening Facility,Minutes,8.48836864466,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,8
30043962201,Census Tract 9622.01,Jefferson County,MT,861,Travel time to Screening Facility,Minutes,8.48836864466,NA,NA,Minutes to Mammography,float64,src-TBD,8
30043962202,Census Tract 9622.02,Jefferson County,MT,334,Travel time to Screening Facility,Minutes,33.2155683534999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,33
30043962202,Census Tract 9622.02,Jefferson County,MT,693,Travel time to Screening Facility,Minutes,33.3376760909999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,33
30043962202,Census Tract 9622.02,Jefferson County,MT,861,Travel time to Screening Facility,Minutes,33.3376760909999,NA,NA,Minutes to Mammography,float64,src-TBD,33
30043962300,Census Tract 9623,Jefferson County,MT,432,Travel time to Screening Facility,Minutes,39.4949804102,NA,NA,Minutes to Gastroenterology,float64,src-TBD,39
30043962300,Census Tract 9623,Jefferson County,MT,694,Travel time to Screening Facility,Minutes,40.5187190888999,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,41
30043962300,Census Tract 9623,Jefferson County,MT,787,Travel time to Screening Facility,Minutes,39.5033354417,NA,NA,Minutes to Mammography,float64,src-TBD,40
30045000100,Census Tract 1,Judith Basin County,MT,322,Travel time to Screening Facility,Minutes,62.3674843574,NA,NA,Minutes to Gastroenterology,float64,src-TBD,62
30045000100,Census Tract 1,Judith Basin County,MT,342,Travel time to Screening Facility,Minutes,62.6680182523,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,63
30045000100,Census Tract 1,Judith Basin County,MT,815,Travel time to Screening Facility,Minutes,40.5981866959999,NA,NA,Minutes to Mammography,float64,src-TBD,41
30047000100,Census Tract 1,Lake County,MT,323,Travel time to Screening Facility,Minutes,49.4095456838999,NA,NA,Minutes to Gastroenterology,float64,src-TBD,49
30047000100,Census Tract 1,Lake County,MT,319,Travel time to Screening Facility,Minutes,49.5034750394,NA,NA,Minutes to Lung Cancer Screening,float64,src-TBD,50
30047000100,Census Tract 1,Lake County,MT,962,Travel time to Screening Facility,Minutes,49.5034750394,NA,NA,Minutes to Mammography,float64,src-TBD,50
30047000200,Census Tract 2,Lake County,MT,323,Travel time to Screening Facility,Minutes,35.335078746,NA,NA,Minutes to Gastroenterology,float64,src-TBD,35
