"FIPS","County","State","Insurance.Coverage","Medicaid.Enrollment","Household.Income","Annual.Labor.Force.Participation.Rate","Annual.Unemployment.Rate","Below.Poverty","Received.Public.Assistance","Monthly.Unemployment.Rate..Sep.","Uninsured"
49007,"Carbon County","Utah",0.922962962962963,0.218864197530864,53673,0.565231199186992,0.0553994830879874,0.120242378337436,0.150068552910383,0.035,0.077037037037037
49009,"Daggett County","Utah",0.937232524964337,0.0955777460770328,58750,0.578767123287671,0.0857988165680473,0.0466666666666667,0.0648854961832061,0.027,0.0627674750356634
49011,"Davis County","Utah",0.94125282385237,0.0849668870514286,108058,0.706594284373072,0.0251755969761424,0.047705914870094,0.0511188237961526,0.024,0.0587471761476301
49013,"Duchesne County","Utah",0.880516575147448,0.175716900549115,74738,0.59568638471266,0.0392734992334002,0.1058352402746,0.113643133750372,0.026,0.119483424852552
49015,"Emery County","Utah",0.92801615345785,0.170116102978294,69956,0.577574794810696,0.0355260142104057,0.0676751592356688,0.0930571761960327,0.028,0.0719838465421504
49017,"Garfield County","Utah",0.876521045282266,0.0801915020945542,61688,0.581145584725537,0.0509240246406571,0.0661505981703026,0.0404538727183029,0.03,0.123478954717734
49019,"Grand County","Utah",0.8742079567882,0.173366573179599,62521,0.681206380857428,0.0294548115623857,0.0891089108910891,0.0750111957008509,0.021,0.1257920432118
49021,"Iron County","Utah",0.906942935917788,0.160548082546579,65527,0.649543958834831,0.0342377260981912,0.0758052970651396,0.0927357818699766,0.024,0.0930570640822124
49023,"Juab County","Utah",0.930163691700255,0.133996874228839,89803,0.681501278178015,0.0226768968456948,0.0690203562340967,0.0623003194888179,0.022,0.069836308299745
49025,"Kane County","Utah",0.921596304375722,0.092518927242397,75000,0.574076983503535,0.0462506841817187,0.0637550200803213,0.0307017543859649,0.023,0.0784036956242782
49027,"Millard County","Utah",0.884907542392389,0.136576383027699,70877,0.615007305364225,0.0666892923807908,0.0807283763277693,0.0564799625029295,0.023,0.115092457607611
49029,"Morgan County","Utah",0.94957047406936,0.0458956411072224,126092,0.651091752460686,0.0215464813205908,0.0188679245283019,0.0122052704576976,0.021,0.0504295259306395
49031,"Piute County","Utah",0.903493191237419,0.171699230313795,44650,0.466666666666667,0.0699404761904762,0.0718232044198895,0.0899470899470899,0.04,0.0965068087625814
49033,"Rich County","Utah",0.927160015497869,0.139480821387059,76875,0.580680570801317,0.0274102079395085,0.0704647676161919,0.0648714810281518,0.017,0.0728399845021309
49035,"Salt Lake County","Utah",0.904223107975774,0.100505094687206,94658,0.721808214859605,0.0366808306718955,0.0532109500574567,0.0603928572285874,0.026,0.0957768920242262
49037,"San Juan County","Utah",0.817284123538063,0.280481826458435,54890,0.543864419068334,0.121479753374438,0.143061516452074,0.151612903225806,0.033,0.182715876461937
49039,"Sanpete County","Utah",0.889869785919223,0.169131170455381,67459,0.564286952001386,0.0504375863657301,0.0915032679738562,0.0761316872427984,0.027,0.110130214080777
49041,"Sevier County","Utah",0.914897570492869,0.170855205091281,73765,0.602674249757986,0.0342335106916976,0.0864305750350631,0.122548356553497,0.024,0.0851024295071305
49043,"Summit County","Utah",0.930066647892612,0.04745142213461,137058,0.691594853027978,0.0205684048817957,0.0282295756216115,0.0248670304621123,0.024,0.0699333521073876
49045,"Tooele County","Utah",0.936621752948284,0.114227930554461,101846,0.719475295780262,0.0358599848904558,0.0292482866547947,0.0733622559652928,0.026,0.0633782470517165
49047,"Uintah County","Utah",0.866471303770872,0.196726749972354,69861,0.595903165735568,0.0576530612244898,0.0781762775433661,0.145226130653266,0.03,0.133528696229128
49049,"Utah County","Utah",0.923331942183009,0.0990621491509085,96877,0.717588869559509,0.0354123724602837,0.0573374550117112,0.0526323861719205,0.025,0.0766680578169913
49051,"Wasatch County","Utah",0.92435227336593,0.0687067948069466,115146,0.684295412775215,0.0242819557114668,0.0343027591349739,0.0212765957446809,0.023,0.0756477266340696
49053,"Washington County","Utah",0.881290685696688,0.12563318359935,76411,0.573437320948292,0.0331726813212648,0.0653558127427816,0.0531278955076666,0.027,0.118709314303312
49055,"Wayne County","Utah",0.888100866824271,0.110323089046493,70074,0.594252313687287,0.00819672131147541,0.056140350877193,0.0829493087557604,0.027,0.111899133175729
49057,"Weber County","Utah",0.912752597328462,0.114838071317121,87083,0.695603302496767,0.0299947089190465,0.0512951116837201,0.0748540924496226,0.026,0.0872474026715379
56001,"Albany County","Wyoming",0.92189917311283,0.0766604427847426,59881,0.683347740182761,0.043008809577592,0.0693941588221096,0.0443735324221807,0.021,0.0781008268871699
56003,"Big Horn County","Wyoming",0.854488353834075,0.170723196370933,60547,0.591816800520946,0.0500641848523748,0.0868636525453898,0.0546247417948129,0.024,0.145511646165925
56005,"Campbell County","Wyoming",0.870066356428818,0.0947518097207859,95253,0.706084507042254,0.0339902656985558,0.072741742936729,0.036187706247553,0.022,0.129933643571182
56007,"Carbon County","Wyoming",0.864539261384009,0.12793115812119,66721,0.569169618940638,0.0598147867010779,0.0945521215295966,0.0669498725573492,0.021,0.135460738615991
56009,"Converse County","Wyoming",0.894432657838906,0.136220645255688,79164,0.633169099191224,0.0355307590662164,0.0762368207623682,0.0664096723322236,0.019,0.105567342161094
56011,"Crook County","Wyoming",0.938237716167993,0.0846829536096624,71209,0.632004215703496,0.00806003335186215,0.0329177057356609,0.00830162573503978,0.018,0.0617622838320065
56013,"Fremont County","Wyoming",0.814296734379018,0.176600668552327,64646,0.61340206185567,0.0793826964748163,0.0797070685629378,0.0861580013504389,0.025,0.185703265620982
56015,"Goshen County","Wyoming",0.904729843460697,0.115805419962969,64882,0.556507508663843,0.0262930288877357,0.0826317430620518,0.0957846823669107,0.021,0.0952701565393032
56017,"Hot Springs County","Wyoming",0.86256342378116,0.166997573350982,64375,0.567864806866953,0.0170051960321209,0.0674486803519062,0.0928330928330928,0.021,0.13743657621884
56019,"Johnson County","Wyoming",0.898644667059517,0.111490866234532,63905,0.579977628635347,0.0219382835101254,0.0825688073394495,0.0278132176575657,0.02,0.101355332940483
56021,"Laramie County","Wyoming",0.904111282843895,0.119927872230809,77884,0.651364619629279,0.0332895835819115,0.0638361713299827,0.0639954826718114,0.024,0.0958887171561051
56023,"Lincoln County","Wyoming",0.868549511854951,0.0959354453078302,86092,0.648062612265845,0.019996040388042,0.071758368603309,0.0411585365853659,0.021,0.131450488145049
56025,"Natrona County","Wyoming",0.883490464287074,0.131786978644571,71247,0.666863405063089,0.0375074751823945,0.0690687789799073,0.0702718942466577,0.026,0.116509535712926
56027,"Niobrara County","Wyoming",0.915068493150685,0.129680365296804,48987,0.522111269614836,0.0327868852459016,0.164075993091537,0.0823838737949167,0.018,0.0849315068493151
56029,"Park County","Wyoming",0.897452207974823,0.130268840603971,70533,0.600113811885213,0.0215388783527499,0.0761154855643045,0.0443888003642158,0.02,0.102547792025177
56031,"Platte County","Wyoming",0.774699363357699,0.158688988446121,66299,0.545531197301855,0.0463678516228748,0.0578334052654294,0.0902759865875677,0.023,0.225300636642301
56033,"Sheridan County","Wyoming",0.908823058446757,0.11609287429944,70855,0.622907867980604,0.0269947893778643,0.0471554993678888,0.0435072142064373,0.02,0.0911769415532426
56035,"Sublette County","Wyoming",0.902872777017784,0.0391016871865025,82791,0.631489361702128,0.0181940700808625,0.0663097199341021,0.00887335305189567,0.026,0.0971272229822161
56037,"Sweetwater County","Wyoming",0.870517303750151,0.119763656095502,76464,0.669694722531208,0.0578573405924149,0.109268472452552,0.08302200083022,0.026,0.129482696249849
56039,"Teton County","Wyoming",0.899682075958068,0.0512115483760096,112681,0.775367105330014,0.0245085190039318,0.0347991689750693,0.0193967814131941,0.014,0.100317924041932
56041,"Uinta County","Wyoming",0.890607410307865,0.123831432626891,82672,0.642866290983607,0.0350632533120829,0.0428221859706362,0.0627089183045862,0.026,0.109392589692135
