FIPS,Tract,County,State,measure,value
16019970504,Census Tract 9705.04,Bonneville County,Idaho,Gini Coefficient,0.3846
16019970505,Census Tract 9705.05,Bonneville County,Idaho,Gini Coefficient,0.4527
16019970601,Census Tract 9706.01,Bonneville County,Idaho,Gini Coefficient,0.3894
16019970602,Census Tract 9706.02,Bonneville County,Idaho,Gini Coefficient,0.5347
16019970603,Census Tract 9706.03,Bonneville County,Idaho,Gini Coefficient,0.3927
16019970700,Census Tract 9707,Bonneville County,Idaho,Gini Coefficient,0.363
16019970800,Census Tract 9708,Bonneville County,Idaho,Gini Coefficient,0.3816
16019970900,Census Tract 9709,Bonneville County,Idaho,Gini Coefficient,0.3996
16019971000,Census Tract 9710,Bonneville County,Idaho,Gini Coefficient,0.4392
16019971100,Census Tract 9711,Bonneville County,Idaho,Gini Coefficient,0.4191
16019971200,Census Tract 9712,Bonneville County,Idaho,Gini Coefficient,0.4252
16019971301,Census Tract 9713.01,Bonneville County,Idaho,Gini Coefficient,0.3439
16019971302,Census Tract 9713.02,Bonneville County,Idaho,Gini Coefficient,0.392
16019971401,Census Tract 9714.01,Bonneville County,Idaho,Gini Coefficient,0.3479
16019971402,Census Tract 9714.02,Bonneville County,Idaho,Gini Coefficient,0.3908
16019971500,Census Tract 9715,Bonneville County,Idaho,Gini Coefficient,0.3926
16021970100,Census Tract 9701,Boundary County,Idaho,Gini Coefficient,0.3971
16021970200,Census Tract 9702,Boundary County,Idaho,Gini Coefficient,0.4183
16023970100,Census Tract 9701,Butte County,Idaho,Gini Coefficient,0.4724
16025970100,Census Tract 9701,Camas County,Idaho,Gini Coefficient,0.4481
16027020100,Census Tract 201,Canyon County,Idaho,Gini Coefficient,0.4222
16027020200,Census Tract 202,Canyon County,Idaho,Gini Coefficient,0.4232
16027020300,Census Tract 203,Canyon County,Idaho,Gini Coefficient,0.3867
16027020403,Census Tract 204.03,Canyon County,Idaho,Gini Coefficient,0.3544
16027020404,Census Tract 204.04,Canyon County,Idaho,Gini Coefficient,0.3833
16027020405,Census Tract 204.05,Canyon County,Idaho,Gini Coefficient,0.3146
16027020406,Census Tract 204.06,Canyon County,Idaho,Gini Coefficient,0.3481
16027020501,Census Tract 205.01,Canyon County,Idaho,Gini Coefficient,0.2935
16027020503,Census Tract 205.03,Canyon County,Idaho,Gini Coefficient,0.4036
16027020505,Census Tract 205.05,Canyon County,Idaho,Gini Coefficient,0.3804
16027020506,Census Tract 205.06,Canyon County,Idaho,Gini Coefficient,0.3747
16027020601,Census Tract 206.01,Canyon County,Idaho,Gini Coefficient,0.2835
16027020603,Census Tract 206.03,Canyon County,Idaho,Gini Coefficient,0.3077
16027020604,Census Tract 206.04,Canyon County,Idaho,Gini Coefficient,0.4977
16027020700,Census Tract 207,Canyon County,Idaho,Gini Coefficient,0.4363
16027020903,Census Tract 209.03,Canyon County,Idaho,Gini Coefficient,0.4079
16027020904,Census Tract 209.04,Canyon County,Idaho,Gini Coefficient,0.2654
16027020905,Census Tract 209.05,Canyon County,Idaho,Gini Coefficient,0.3548
16027020906,Census Tract 209.06,Canyon County,Idaho,Gini Coefficient,0.2799
16027020907,Census Tract 209.07,Canyon County,Idaho,Gini Coefficient,0.369
16027020908,Census Tract 209.08,Canyon County,Idaho,Gini Coefficient,0.2785
16027020909,Census Tract 209.09,Canyon County,Idaho,Gini Coefficient,0.3396
16027020910,Census Tract 209.10,Canyon County,Idaho,Gini Coefficient,0.3634
16027021003,Census Tract 210.03,Canyon County,Idaho,Gini Coefficient,0.2661
16027021004,Census Tract 210.04,Canyon County,Idaho,Gini Coefficient,0.4021
16027021005,Census Tract 210.05,Canyon County,Idaho,Gini Coefficient,0.3581
16027021006,Census Tract 210.06,Canyon County,Idaho,Gini Coefficient,0.3323
16027021007,Census Tract 210.07,Canyon County,Idaho,Gini Coefficient,0.2917
16027021008,Census Tract 210.08,Canyon County,Idaho,Gini Coefficient,0.2544
16027021101,Census Tract 211.01,Canyon County,Idaho,Gini Coefficient,0.3016
16027021102,Census Tract 211.02,Canyon County,Idaho,Gini Coefficient,0.2644
