"FIPS","County","State","Type","RE","Sex","AYA..15.39.years.","Alcohol.associated","All.Site","Bladder","Brain...ONS","Cervix","Cervix..21.65.years.","Cervix..Early.Stage.","Cervix..Late.Stage.","Colon...Rectum","Colon...Rectum..45.75.years.","Colon...Rectum..Early.Stage.","Colon...Rectum..Late.Stage.","Corpus.Uteri...Uterus..NOS","Esophagus","Female.Breast","Female.Breast..40.74.years.","Female.Breast..Early.Stage.","Female.Breast..Late.Stage.","HPV.associated","Head.and.Neck","Kidney...Renal.Pelvis","Leukemia","Liver...IBD","Lung...Bronchus","Lung...Bronchus..50.80.years.","Lung...Bronchus..Early.Stage.","Lung...Bronchus..Late.Stage.","Melanoma.of.the.Skin","Non.Hodgkin.Lymphoma","Obesity.associated","Oral.Cavity...Pharynx","Ovary","Pancreas","Pediatric..0.19.years.","Prostate","Stomach","Thyroid","Tobacco.associated"
16033,"Clark County","Idaho","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","White NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","White NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16033,"Clark County","Idaho","Incidence","White NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","All","All",NA,145.8373,447.3542,23.4253,NA,NA,NA,NA,NA,44.4258,88.2945,NA,29.1177,NA,NA,121.6669,293.4978,56.9011,64.7658,NA,28.6108,NA,17.9625,NA,65.5018,204.4362,NA,45.3322,24.5781,NA,157.2675,22.5101,NA,NA,NA,112.8918,NA,NA,220.8894
16035,"Clearwater County","Idaho","Incidence","All","Female",NA,179.9848,433.5832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.6669,293.4978,56.9011,64.7658,NA,NA,NA,NA,NA,90.0925,290.8469,NA,56.062,NA,NA,182.1461,NA,NA,NA,NA,NA,NA,NA,193.1247
16035,"Clearwater County","Idaho","Incidence","All","Male",NA,115.434,462.0127,38.31,NA,NA,NA,NA,NA,57.4551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5988,125.0565,NA,37.0523,NA,NA,135.8054,NA,NA,NA,NA,112.8918,NA,NA,244.1212
16035,"Clearwater County","Idaho","Incidence","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,"Clearwater County","Idaho","Incidence","White NH","All",NA,149.2756,452.624,23.5868,NA,NA,NA,NA,NA,47.0996,93.6882,NA,30.9716,NA,NA,122.0523,292.7173,60.4657,NA,NA,29.0822,NA,18.862,NA,65.9431,203.3885,NA,46.0522,26.1628,NA,158.6854,22.7517,NA,NA,NA,105.4814,NA,NA,226.7347
16035,"Clearwater County","Idaho","Incidence","White NH","Female",NA,180.292,434.9566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.0523,292.7173,60.4657,NA,NA,NA,NA,NA,NA,89.3759,284.1734,NA,55.9215,NA,NA,176.7622,NA,NA,NA,NA,NA,NA,NA,194.6278
16035,"Clearwater County","Idaho","Incidence","White NH","Male",NA,121.5214,470.2651,38.3964,NA,NA,NA,NA,NA,61.9936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7206,129.8875,NA,38.8855,NA,NA,141.9681,NA,NA,NA,NA,105.4814,NA,NA,254.768
16037,"Custer County","Idaho","Incidence","All","All",NA,100.8415,385.927,NA,NA,NA,NA,NA,NA,32.7588,NA,NA,NA,NA,NA,96.8323,NA,NA,NA,NA,NA,NA,NA,NA,40.025,NA,NA,NA,NA,NA,146.8461,NA,NA,NA,NA,116.7071,NA,NA,170.0424
16037,"Custer County","Idaho","Incidence","All","Female",NA,133.2918,311.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.8323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.8331,NA,NA,NA,NA,NA,NA,NA,135.0898
16037,"Custer County","Idaho","Incidence","All","Male",NA,72.1495,462.8625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.3845,NA,NA,NA,NA,116.7071,NA,NA,204.264
16037,"Custer County","Idaho","Incidence","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16037,"Custer County","Idaho","Incidence","White NH","All",NA,99.9586,383.9943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1081,NA,NA,NA,NA,NA,142.2146,NA,NA,NA,NA,115.653,NA,NA,170.7587
16037,"Custer County","Idaho","Incidence","White NH","Female",NA,139.2483,319.0503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.0433,NA,NA,NA,NA,NA,NA,NA,144.3013
16037,"Custer County","Idaho","Incidence","White NH","Male",NA,65.4133,449.2445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8118,NA,NA,NA,NA,115.653,NA,NA,195.9915
16039,"Elmore County","Idaho","Incidence","All","All",77.1365,132.2389,489.3629,27.7972,NA,NA,NA,NA,NA,48.3978,119.8847,11.8251,35.1164,24.5483,NA,116.9748,235.6487,80.8813,36.0935,12.3903,30.5326,24.7351,14.8092,NA,75.7514,217.9357,29.9466,44.0902,24.0178,21.4081,190.6907,12.2929,NA,18.7371,NA,107.4758,NA,17.2316,235.0128
16039,"Elmore County","Idaho","Incidence","All","Female",97.0369,172.1881,468.173,NA,NA,NA,NA,NA,NA,38.2029,88.9067,NA,27.1672,24.5483,NA,116.9748,235.6487,80.8813,36.0935,NA,39.8763,NA,NA,NA,79.0523,237.6383,34.795,44.2573,25.3268,NA,230.5241,NA,NA,NA,NA,NA,NA,28.5642,186.9064
16039,"Elmore County","Idaho","Incidence","All","Male",60.99,92.1679,512.1304,48.8833,NA,NA,NA,NA,NA,58.7974,146.5177,NA,42.8609,NA,NA,NA,NA,NA,NA,NA,NA,34.478,20.9165,NA,71.4974,200.9998,22.4707,44.492,23.0424,26.4526,151.303,NA,NA,23.1052,NA,107.4758,NA,NA,285.1728
16039,"Elmore County","Idaho","Incidence","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","Hispanic","All",NA,NA,281.5839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.6617,NA,NA,NA,NA,NA,NA,NA,142.4342
16039,"Elmore County","Idaho","Incidence","Hispanic","Female",NA,NA,321.7376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","Hispanic","Male",NA,NA,279.1267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,"Elmore County","Idaho","Incidence","White NH","All",86.074,137.5857,521.5581,29.691,NA,NA,NA,NA,NA,47.4144,122.5315,NA,34.9668,NA,NA,130.3433,254.5863,89.751,40.5924,NA,31.2249,26.459,14.7465,NA,82.1442,236.3972,33.2098,47.0091,27.1001,22.6766,195.6808,NA,NA,21.021,NA,120.3495,NA,18.3111,242.6633
16039,"Elmore County","Idaho","Incidence","White NH","Female",107.3701,186.8508,498.6587,NA,NA,NA,NA,NA,NA,39.6464,96.2553,NA,29.2064,NA,NA,130.3433,254.5863,89.751,40.5924,NA,41.3731,NA,NA,NA,85.9798,256.7214,37.7692,48.2106,27.1444,NA,242.4543,NA,NA,NA,NA,NA,NA,31.0396,196.2052
16039,"Elmore County","Idaho","Incidence","White NH","Male",NA,85.4139,543.0252,53.2117,NA,NA,NA,NA,NA,54.4836,144.8343,NA,39.8588,NA,NA,NA,NA,NA,NA,NA,NA,35.2229,NA,NA,77.1186,216.7115,25.9424,46.0748,27.4843,27.6004,147.331,NA,NA,NA,NA,120.3495,NA,NA,289.8502
16041,"Franklin County","Idaho","Incidence","All","All",86.6847,126.9917,409.9208,23.9043,NA,NA,NA,NA,NA,43.4022,104.9743,NA,28.6094,NA,NA,146.5522,298.3285,91.2999,NA,NA,27.2534,NA,NA,NA,NA,NA,NA,NA,29.2902,NA,172.0594,NA,NA,NA,NA,114.9363,NA,NA,124.1551
16041,"Franklin County","Idaho","Incidence","All","Female",NA,195.4782,414.6174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.5522,298.3285,91.2999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.5375,NA,NA,NA,NA,NA,NA,NA,93.6138
16041,"Franklin County","Idaho","Incidence","All","Male",NA,60.4348,416.3394,45.703,NA,NA,NA,NA,NA,52.0911,NA,NA,44.4108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.9236,NA,NA,NA,NA,114.9363,NA,NA,157.0626
16041,"Franklin County","Idaho","Incidence","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16041,"Franklin County","Idaho","Incidence","White NH","All",NA,112.2295,356.2813,23.3036,NA,NA,NA,NA,NA,39.1562,89.4223,NA,27.033,NA,NA,129.1703,284.027,76.0846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8823,NA,153.7893,NA,NA,NA,NA,87.6941,NA,NA,112.2339
16041,"Franklin County","Idaho","Incidence","White NH","Female",NA,168.4793,352.2378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.1703,284.027,76.0846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.2162,NA,NA,NA,NA,NA,NA,NA,81.6189
16041,"Franklin County","Idaho","Incidence","White NH","Male",NA,57.1396,368.1633,43.7598,NA,NA,NA,NA,NA,50.9074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2743,NA,NA,NA,NA,87.6941,NA,NA,145.1166
16043,"Fremont County","Idaho","Incidence","All","All",87.2659,106.1119,380.4343,NA,NA,NA,NA,NA,NA,28.0728,NA,NA,NA,NA,NA,119.7648,238.1145,73.9694,45.7954,NA,32.7169,NA,20.2973,NA,30.6216,112.6706,NA,23.521,24.8656,NA,141.1507,NA,NA,NA,NA,105.7481,NA,NA,129.9554
