"FIPS","County","State","Type","RE","Sex","AYA..15.39.years.","Alcohol.associated","All.Site","Bladder","Brain...ONS","Cervix","Cervix..21.65.years.","Cervix..Early.Stage.","Cervix..Late.Stage.","Colon...Rectum","Colon...Rectum..45.75.years.","Colon...Rectum..Early.Stage.","Colon...Rectum..Late.Stage.","Corpus.Uteri...Uterus..NOS","Esophagus","Female.Breast","Female.Breast..40.74.years.","Female.Breast..Early.Stage.","Female.Breast..Late.Stage.","HPV.associated","Head.and.Neck","Kidney...Renal.Pelvis","Leukemia","Liver...IBD","Lung...Bronchus","Lung...Bronchus..50.80.years.","Lung...Bronchus..Early.Stage.","Lung...Bronchus..Late.Stage.","Melanoma.of.the.Skin","Non.Hodgkin.Lymphoma","Obesity.associated","Oral.Cavity...Pharynx","Ovary","Pancreas","Pediatric..0.19.years.","Prostate","Stomach","Thyroid","Tobacco.associated"
16001,"Ada County","Idaho","Incidence","All","All",72.5599,130.2761,452.9948,20.3443,7.2938,5.238,8.0959,3.5424,1.6315,30.3007,57.8522,9.2876,19.0277,21.0582,4.5132,147.4862,287.7356,100.6724,45.8762,10.878,27.675,16.8732,16.7998,7.3497,43.008,125.5334,14.3264,27.5469,35.8495,18.1174,165.3028,12.3933,9.7114,13.8375,17.1955,134.9962,4.0507,12.1685,160.5059
16001,"Ada County","Idaho","Incidence","All","Female",88.0822,187.545,420.0694,8.6747,6.4238,5.238,8.0959,3.5424,1.6315,28.3036,50.9006,8.0018,18.1863,21.0582,1.4248,147.4862,287.7356,100.6724,45.8762,11.3451,26.4984,10.7674,12.6701,4.9809,41.4164,120.4974,15.2301,25.6019,27.2794,13.5116,220.9704,6.7293,9.7114,11.9976,19.9505,NA,2.7123,17.729,125.3245
16001,"Ada County","Idaho","Incidence","All","Male",57.9384,70.6611,498.4879,34.3013,8.2955,NA,NA,NA,NA,32.4562,64.9699,10.7567,19.9444,NA,8.0679,NA,NA,NA,NA,10.5541,30.0064,23.6361,21.5359,10.088,45.323,131.4901,13.4488,30.0178,46.4166,23.1176,105.9318,18.6397,NA,16.0653,14.6108,134.9962,5.6392,6.9131,201.8452
16001,"Ada County","Idaho","Incidence","American Indian/Alaska Native NH","All",NA,NA,408.1231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.7814,NA,NA,NA,NA,NA,NA,NA,233.0101
16001,"Ada County","Idaho","Incidence","American Indian/Alaska Native NH","Female",NA,NA,427.3145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16001,"Ada County","Idaho","Incidence","American Indian/Alaska Native NH","Male",NA,NA,383.4226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16001,"Ada County","Idaho","Incidence","Asian/Pacific Islander NH","All",50.0466,118.1464,354.0425,NA,NA,NA,NA,NA,NA,30.9655,NA,NA,NA,NA,NA,124.4804,215.2129,72.0844,46.4634,NA,28.1393,NA,NA,NA,37.8206,138.7439,NA,30.8343,NA,NA,135.7224,NA,NA,NA,NA,114.4177,NA,NA,142.7431
16001,"Ada County","Idaho","Incidence","Asian/Pacific Islander NH","Female",NA,170.9621,361.1362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.4804,215.2129,72.0844,46.4634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.7587,NA,NA,NA,NA,NA,NA,NA,135.197
16001,"Ada County","Idaho","Incidence","Asian/Pacific Islander NH","Male",NA,NA,365.1609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8058,NA,NA,NA,NA,114.4177,NA,NA,156.1185
16001,"Ada County","Idaho","Incidence","Black NH","All",NA,91.7387,514.5965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.1903,NA,NA,NA,NA,246.1219,NA,NA,232.5303
16001,"Ada County","Idaho","Incidence","Black NH","Female",NA,NA,357.4561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16001,"Ada County","Idaho","Incidence","Black NH","Male",NA,NA,1097.2552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.1219,NA,NA,712.8285
16001,"Ada County","Idaho","Incidence","Hispanic","All",55.1154,126.1274,412.2561,NA,NA,NA,NA,NA,NA,32.4805,53.4515,NA,19.7019,NA,NA,124.0281,275.6973,85.507,35.9456,14.6311,29.3155,11.9871,NA,NA,38.0148,93.6497,NA,22.7179,NA,20.0449,174.7987,NA,NA,18.8698,NA,134.8839,NA,17.1774,164.6287
16001,"Ada County","Idaho","Incidence","Hispanic","Female",74.9657,167.5363,398.9402,NA,NA,NA,NA,NA,NA,31.9374,NA,NA,NA,NA,NA,124.0281,275.6973,85.507,35.9456,NA,31.3268,NA,NA,NA,35.1813,NA,NA,NA,NA,NA,225.226,NA,NA,NA,NA,NA,NA,27.2947,136.3951
16001,"Ada County","Idaho","Incidence","Hispanic","Male",38.0891,81.0155,455.1492,NA,NA,NA,NA,NA,NA,34.4862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9915,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.0057,NA,NA,NA,NA,134.8839,NA,NA,209.0805
16001,"Ada County","Idaho","Incidence","White NH","All",74.7761,130.7996,454.6786,20.613,7.6675,4.9297,7.624,3.4219,1.5078,30.2647,57.9675,9.3412,19.0212,21.5854,4.6053,149.1568,289.5688,102.2348,46.1007,10.8877,26.9846,16.6193,16.6013,6.9268,42.8035,124.7608,14.2565,27.4014,38.4216,18.1721,164.8503,12.3562,9.5173,13.8154,16.8119,133.7209,3.5712,11.4236,159.167
16001,"Ada County","Idaho","Incidence","White NH","Female",90.5767,188.9683,421.1731,8.8088,6.4552,4.9297,7.624,3.4219,1.5078,28.1136,50.2885,7.9481,18.1903,21.5854,1.4818,149.1568,289.5688,102.2348,46.1007,11.3279,25.429,10.3472,12.5984,4.6094,41.1701,119.3047,15.0882,25.4644,29.0833,14.0579,220.7679,6.7697,9.5173,11.994,19.2548,NA,2.3562,16.5264,123.6062
16001,"Ada County","Idaho","Incidence","White NH","Male",59.8163,70.5235,500.0879,34.569,9.0099,NA,NA,NA,NA,32.5999,65.86,10.9051,19.9476,NA,8.1885,NA,NA,NA,NA,10.5766,29.6386,23.5601,21.1925,9.6252,45.0909,131.003,13.4194,29.8366,49.7334,22.6589,105.4439,18.5055,NA,16.0666,14.5699,133.7209,4.9417,6.5895,200.6531
16003,"Adams County","Idaho","Incidence","All","All",NA,82.1472,401.3965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.1233,248.0679,NA,NA,NA,NA,NA,NA,NA,47.5449,154.0581,NA,NA,NA,NA,119.9941,NA,NA,NA,NA,106.7621,NA,NA,133.8194
16003,"Adams County","Idaho","Incidence","All","Female",NA,130.7585,391.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.1233,248.0679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.7167,NA,NA,NA,NA,NA,NA,NA,116.4289
16003,"Adams County","Idaho","Incidence","All","Male",NA,NA,408.7792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6364,NA,NA,NA,NA,106.7621,NA,NA,147.5373
16003,"Adams County","Idaho","Incidence","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16003,"Adams County","Idaho","Incidence","White NH","All",NA,79.51,404.3954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.9994,NA,NA,NA,NA,NA,NA,NA,NA,43.3854,NA,NA,NA,NA,NA,116.9135,NA,NA,NA,NA,112.076,NA,NA,130.4175
16003,"Adams County","Idaho","Incidence","White NH","Female",NA,127.616,399.6327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.9994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.0955,NA,NA,NA,NA,NA,NA,NA,113.376
16003,"Adams County","Idaho","Incidence","White NH","Male",NA,NA,407.6235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.076,NA,NA,145.6833
16005,"Bannock County","Idaho","Incidence","All","All",73.2187,123.8827,424.2429,18.5046,8.7817,11.2718,16.4487,NA,NA,35.1743,65.7882,7.4052,25.4493,23.8892,5.3491,124.157,253.9155,84.3038,38.7366,11.0858,25.7725,19.2621,14.9607,8.6493,41.7437,126.6477,10.1717,29.4666,32.2204,17.4538,164.711,9.8511,7.6543,14.4822,15.7634,95.6775,5.5796,11.6197,169.3393
16005,"Bannock County","Idaho","Incidence","All","Female",84.2911,172.2329,395.5844,NA,6.923,11.2718,16.4487,NA,NA,34.2784,62.3548,7.7688,24.3043,23.8892,NA,124.157,253.9155,84.3038,38.7366,15.495,24.3828,9.2474,13.2107,NA,39.4674,116.3228,11.459,26.2433,25.8239,11.223,208.1869,8.2008,7.6543,12.4734,NA,NA,NA,14.6195,131.8153
16005,"Bannock County","Idaho","Incidence","All","Male",62.157,73.0572,465.7091,34.9643,10.3812,NA,NA,NA,NA,35.9234,69.468,NA,26.4684,NA,9.8505,NA,NA,NA,NA,6.5815,27.9012,30.5901,17.1903,10.8344,44.7484,138.0141,9.0603,33.0313,40.2813,25.1787,119.1227,11.5741,NA,17.075,NA,95.6775,8.9627,8.7511,214.5851
16005,"Bannock County","Idaho","Incidence","American Indian/Alaska Native NH","All",NA,197.6484,525.5977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.6576,NA,NA,NA,NA,NA,NA,NA,304.1159
16005,"Bannock County","Idaho","Incidence","American Indian/Alaska Native NH","Female",NA,283.1918,610.7266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.0786,NA,NA,NA,NA,NA,NA,NA,NA
16005,"Bannock County","Idaho","Incidence","American Indian/Alaska Native NH","Male",NA,NA,494.4029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,"Bannock County","Idaho","Incidence","Asian/Pacific Islander NH","All",NA,NA,259.4549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,"Bannock County","Idaho","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,"Bannock County","Idaho","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,"Bannock County","Idaho","Incidence","Black NH","All",NA,NA,569.1306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,"Bannock County","Idaho","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,"Bannock County","Idaho","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16005,"Bannock County","Idaho","Incidence","Hispanic","All",NA,149.0085,445.2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.8939,NA,NA,NA,NA,NA,NA,NA,173.8199
16005,"Bannock County","Idaho","Incidence","Hispanic","Female",NA,157.9342,409.7304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.7985,NA,NA,NA,NA,NA,NA,NA,NA
16005,"Bannock County","Idaho","Incidence","Hispanic","Male",NA,NA,499.7968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.5996,NA,NA,NA,NA,NA,NA,NA,268.1756
16005,"Bannock County","Idaho","Incidence","White NH","All",66.2204,119.1622,417.5782,19.54,9.4113,NA,NA,NA,NA,32.8016,63.2332,7.1545,24.0413,21.8043,5.4394,122.8268,250.3371,85.3568,36.6863,9.3649,26.1284,19.2142,15.161,6.39,40.9596,126.6277,9.389,29.304,34.8495,17.2253,156.5049,10.2503,NA,14.8982,15.5654,95.8604,4.6602,11.1352,163.4445
16005,"Bannock County","Idaho","Incidence","White NH","Female",73.7673,167.9708,384.4237,NA,NA,NA,NA,NA,NA,31.7525,58.1391,NA,23.3738,21.8043,NA,122.8268,250.3371,85.3568,36.6863,12.0188,24.3821,10.222,12.9695,NA,38.5191,115.5798,9.9884,26.6266,27.2275,11.1597,199.5965,8.6373,NA,13.0256,NA,NA,NA,13.9962,124.6657
16005,"Bannock County","Idaho","Incidence","White NH","Male",58.2896,68.3712,463.8413,37.0363,11.5504,NA,NA,NA,NA,33.8695,68.3245,NA,24.8101,NA,9.852,NA,NA,NA,NA,NA,28.4212,29.5151,17.9585,NA,44.3805,139.2519,9.2928,32.2461,44.1868,24.6032,112.0355,11.726,NA,17.2164,NA,95.8604,NA,NA,209.8593
16007,"Bear Lake County","Idaho","Incidence","All","All",NA,87.2862,387.0057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.8915,NA,NA,NA,NA,104.3946,NA,NA,147.404
16007,"Bear Lake County","Idaho","Incidence","All","Female",NA,104.1675,307.5095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.1694,NA,NA,NA,NA,NA,NA,NA,85.4084
16007,"Bear Lake County","Idaho","Incidence","All","Male",NA,74.6091,500.6084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.3022,NA,NA,NA,NA,104.3946,NA,NA,228.0222
16007,"Bear Lake County","Idaho","Incidence","American Indian/Alaska Native NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","Hispanic","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","Hispanic","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","Hispanic","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","White NH","All",NA,81.6362,368.4009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.3721,NA,NA,NA,NA,100.6859,NA,NA,134.6621
16007,"Bear Lake County","Idaho","Incidence","White NH","Female",NA,93.7412,280.8318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.7166,NA,NA,NA,NA,NA,NA,NA,NA
16007,"Bear Lake County","Idaho","Incidence","White NH","Male",NA,72.4107,488.3576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.1147,NA,NA,NA,NA,100.6859,NA,NA,222.3119
16009,"Benewah County","Idaho","Incidence","All","All",NA,124.9437,417.4393,30.1606,NA,NA,NA,NA,NA,29.62,55.6834,NA,22.6519,NA,NA,124.6043,223.2242,72.8469,NA,NA,23.5614,28.5492,NA,NA,48.7227,145.4688,NA,32.0199,NA,25.5279,175.9571,NA,NA,NA,NA,82.3564,NA,NA,198.4156
16009,"Benewah County","Idaho","Incidence","All","Female",NA,156.4547,389.4466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.6043,223.2242,72.8469,NA,NA,NA,NA,NA,NA,48.5291,144.7756,NA,NA,NA,NA,216.6488,NA,NA,NA,NA,NA,NA,NA,121.1469
16009,"Benewah County","Idaho","Incidence","All","Male",NA,95.5286,447.0388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1801,NA,NA,48.678,147.3965,NA,33.4644,NA,NA,137.8171,NA,NA,NA,NA,82.3564,NA,NA,273.1233
16009,"Benewah County","Idaho","Incidence","American Indian/Alaska Native NH","All",NA,NA,395.2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,"Benewah County","Idaho","Incidence","American Indian/Alaska Native NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,"Benewah County","Idaho","Incidence","American Indian/Alaska Native NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,"Benewah County","Idaho","Incidence","Asian/Pacific Islander NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,"Benewah County","Idaho","Incidence","Asian/Pacific Islander NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,"Benewah County","Idaho","Incidence","Asian/Pacific Islander NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,"Benewah County","Idaho","Incidence","Black NH","All",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,"Benewah County","Idaho","Incidence","Black NH","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16009,"Benewah County","Idaho","Incidence","Black NH","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
