FIPS,County,State,Insurance Coverage,Medicaid Enrollment,Household Income,Annual Labor Force Participation Rate,Annual Unemployment Rate,Below Poverty,Received Public Assistance,Monthly Unemployment Rate (Jun),Uninsured
30103,Treasure County,Montana,0.9514705882352941,0.16470588235294117,70096.0,0.6444833625218914,0.010869565217391304,0.06018518518518518,0.05105105105105105,0.021,0.04852941176470593
30105,Valley County,Montana,0.929636095071841,0.25473344971129314,59725.0,0.600631019594819,0.04036494332319602,0.06713368359603035,0.11683727497352629,0.023,0.07036390492815903
30107,Wheatland County,Montana,0.80285855101035,0.1744701823558403,48272.0,0.48995271867612294,0.0024125452352231603,0.16404886561954624,0.04342857142857143,0.039,0.19714144898965003
30109,Wibaux County,Montana,0.8989990900818926,0.12192902638762511,58750.0,0.5814506539833532,0.0,0.16319444444444445,0.045064377682403435,0.022000000000000002,0.1010009099181074
30111,Yellowstone County,Montana,0.9377762270295418,0.20862256828393383,72300.0,0.661700722112121,0.03467823372808226,0.07479842580149741,0.09959202910290588,0.026000000000000002,0.062223772970458224
32001,Churchill County,Nevada,0.9088606543763494,0.19921939877096828,69922.0,0.6019021739130435,0.06285813509289807,0.047660311958405546,0.10557582073996874,0.045,0.09113934562365056
32003,Clark County,Nevada,0.8800783887121683,0.20481148201874136,69911.0,0.6360564907538415,0.07662364770624254,0.09887422666471338,0.14218607897718194,0.054000000000000006,0.11992161128783174
32005,Douglas County,Nevada,0.928352326975034,0.12214841448798423,84262.0,0.5208270274045962,0.03075685099915061,0.04970876356897008,0.05499738107709157,0.043,0.071647673024966
32007,Elko County,Nevada,0.9106643488776358,0.1289774015569496,87755.0,0.6711188964309175,0.04748957766902302,0.06363566664111017,0.09242328709541825,0.040999999999999995,0.08933565112236419
32009,Esmeralda County,Nevada,0.895169578622816,0.12949640287769784,40694.0,0.4766666666666667,0.046620046620046623,0.034934497816593885,0.27010309278350514,0.039,0.10483042137718401
32011,Eureka County,Nevada,0.9003712871287128,0.17141089108910892,73929.0,0.4613545816733068,0.0,0.09243697478991597,0.07719298245614035,0.04,0.09962871287128716
32013,Humboldt County,Nevada,0.9026517590587133,0.1526663934906047,75574.0,0.6559391015978293,0.04331839595541767,0.09969325153374232,0.11465788720297738,0.040999999999999995,0.09734824094128669
32015,Lander County,Nevada,0.9384019711369236,0.18021823301654347,92388.0,0.6006818181818182,0.11653424139235717,0.09102015882712279,0.11303191489361702,0.038,0.061598028863076415
32017,Lincoln County,Nevada,0.8950386437297432,0.14734480179506357,67412.0,0.47034708936867997,0.04067402672864614,0.04261645193260654,0.10151975683890578,0.05,0.10496135627025682
32019,Lyon County,Nevada,0.9037927531324077,0.1801049779884863,70026.0,0.5874597067692627,0.07154488813367318,0.0740501838353867,0.12206955775010735,0.057,0.0962072468675923
32021,Mineral County,Nevada,0.8895582329317269,0.23248549754573852,46625.0,0.47458533975387907,0.0580608793686584,0.14312796208530806,0.14247740563530037,0.07,0.11044176706827313
32023,Nye County,Nevada,0.9112473556373893,0.25581759774347723,53602.0,0.41773924039199745,0.09324324324324325,0.10168855534709194,0.15178285348102713,0.065,0.08875264436261066
32027,Pershing County,Nevada,0.8957769918868317,0.20303723736218016,66304.0,0.40010789426362164,0.0853932584269663,0.05120248254460822,0.08218451749734888,0.046,0.10422300811316831
32029,Storey County,Nevada,0.9312977099236641,0.17729623245506032,86932.0,0.4146341463414634,0.0698961937716263,0.03858875413450937,0.07328605200945626,0.043,0.06870229007633588
32031,Washoe County,Nevada,0.8999623662139584,0.14624447899952028,81531.0,0.661410824098899,0.04997894736842105,0.06592863662627599,0.11341856355888161,0.040999999999999995,0.10003763378604158
32033,White Pine County,Nevada,0.9592409461445944,0.13243351596953093,71297.0,0.49318243796018546,0.04064141553773846,0.04082590333176912,0.058281296461492715,0.033,0.04075905385540557
32510,Carson City,Nevada,0.8864488580296751,0.15799199813409404,67465.0,0.5990097975725417,0.04652298249285067,0.08126656247876606,0.099165061014772,0.044000000000000004,0.1135511419703249
49001,Beaver County,Utah,0.8811077279976801,0.06887052341597796,80268.0,0.6149680912782828,0.03647798742138365,0.048199152542372885,0.04323144104803493,0.03,0.11889227200231989
49003,Box Elder County,Utah,0.9187070483820837,0.10612287184445902,72769.0,0.6551650792900527,0.026296803982396654,0.06033511686848775,0.06682114565931993,0.026000000000000002,0.08129295161791628
49005,Cache County,Utah,0.9347873255770454,0.12280124200366616,72719.0,0.7008664669203984,0.024465626805314847,0.08637308637308637,0.06771657318183998,0.025,0.06521267442295464
49007,Carbon County,Utah,0.9299353555445052,0.1984087518647439,53734.0,0.5655868634592038,0.06732941708088568,0.12397617274758005,0.14353588397099276,0.040999999999999995,0.07006464445549476
49009,Daggett County,Utah,0.9376083188908145,0.07972270363951472,61250.0,0.5375,0.03488372093023256,0.02158273381294964,0.05531914893617021,0.028999999999999998,0.06239168110918547
49011,Davis County,Utah,0.9408310422324709,0.08622160754418154,101285.0,0.7026637620019134,0.024578555688609657,0.04916206147508694,0.05240961169809638,0.026000000000000002,0.05916895776752906
49013,Duchesne County,Utah,0.8579635804052321,0.1680943831751731,70821.0,0.599383777586701,0.042916915720263,0.11186848436246993,0.11561677758860857,0.027999999999999997,0.14203641959476787
49015,Emery County,Utah,0.9221916692127508,0.1743558407169773,67056.0,0.5643750840844881,0.03623361144219309,0.06737171954563259,0.1114012184508268,0.031000000000000003,0.07780833078724925
49017,Garfield County,Utah,0.855265817667273,0.06286638366686881,56481.0,0.5934466019417476,0.044171779141104296,0.10591672753834916,0.033299180327868855,0.040999999999999995,0.14473418233272695
49019,Grand County,Utah,0.8775106670829431,0.17525236757206786,59171.0,0.710218168371749,0.012495661228740022,0.09163030543435145,0.08189158016147635,0.022000000000000002,0.12248933291705688
49021,Iron County,Utah,0.9004400249462962,0.16093825791698427,63005.0,0.6438659840936101,0.032797359173676925,0.07796863330843913,0.09217035921703592,0.028999999999999998,0.09955997505370384
49023,Juab County,Utah,0.9248075784487862,0.124587668104542,88048.0,0.6631878557874763,0.018776824034334765,0.06562922868741543,0.06983861992209238,0.025,0.07519242155121375
49025,Kane County,Utah,0.922328821132869,0.07451701931922723,70327.0,0.5795747422680413,0.03529738743746526,0.07042253521126761,0.02883720930232558,0.022000000000000002,0.07767117886713104
49027,Millard County,Utah,0.889268519956515,0.13433763006678057,69403.0,0.6013211165565736,0.04411764705882353,0.10386029411764706,0.0749341632750778,0.023,0.11073148004348499
49029,Morgan County,Utah,0.9504734158776402,0.04086752448005179,120854.0,0.6370061406557757,0.01709712622771917,0.016,0.011409013120365089,0.022000000000000002,0.049526584122359774
49031,Piute County,Utah,0.8436426116838488,0.16666666666666666,33359.0,0.43031123139377536,0.09119496855345911,0.14763231197771587,0.12302284710017575,0.039,0.1563573883161512
49033,Rich County,Utah,0.9211045364891519,0.09467455621301775,69250.0,0.556661138750691,0.025819265143992055,0.060655737704918035,0.05751633986928104,0.017,0.07889546351084809
49035,Salt Lake County,Utah,0.9009609550236234,0.09881320861484759,90011.0,0.719660262410245,0.03592842808339844,0.05142950026187939,0.06259428512557859,0.027999999999999997,0.09903904497637661
49037,San Juan County,Utah,0.8100496191208331,0.2699000628974771,52108.0,0.5405749636098981,0.12083473577919893,0.14594425305355466,0.1440430783037918,0.037000000000000005,0.18995038087916694
49039,Sanpete County,Utah,0.8920949355260699,0.16101663240515793,64356.0,0.5670130444395313,0.045543164626062546,0.0838048631289188,0.0729952419635604,0.03,0.10790506447393011
49041,Sevier County,Utah,0.9064751567324787,0.16885000467858147,66972.0,0.6052550612270015,0.048800325335502236,0.0931095406360424,0.12452677122769064,0.027000000000000003,0.09352484326752131
49043,Summit County,Utah,0.9307937256751976,0.04519400872744427,126392.0,0.6944042094061308,0.022519262696351794,0.03123164284315645,0.018967411204686927,0.027999999999999997,0.06920627432480242
49045,Tooele County,Utah,0.9249405206987968,0.10636938345455782,95545.0,0.7196733621175145,0.03897018546052117,0.02777308320657991,0.07959681793527391,0.027999999999999997,0.07505947930120316
49047,Uintah County,Utah,0.8618775235531628,0.17336810228802155,67983.0,0.6036769839422853,0.06251606270881521,0.08337314859053989,0.1559712479431887,0.034,0.13812247644683717
49049,Utah County,Utah,0.921911337538119,0.09732691454994616,91263.0,0.7126668579239583,0.034335373722783294,0.05873849850166994,0.0537476425300928,0.027999999999999997,0.07808866246188095
49051,Wasatch County,Utah,0.9264845298629665,0.059323738113706226,104855.0,0.6824800557664007,0.023719003574873745,0.035415037425985924,0.024546331200140263,0.024,0.07351547013703352
49053,Washington County,Utah,0.877975109761331,0.11963159805895751,71976.0,0.5648591751236196,0.030533784034768398,0.0570331893944135,0.05900141852816012,0.03,0.12202489023866903
49055,Wayne County,Utah,0.8930139720558882,0.1317365269461078,64870.0,0.6327739387956565,0.0062402496099844,0.05042016806722689,0.05518553758325404,0.03,0.10698602794411183
49057,Weber County,Utah,0.9148513708513708,0.11584030784030784,82291.0,0.6916751274163648,0.030847202646549773,0.05004495512107405,0.07921991332370264,0.027999999999999997,0.0851486291486292
56001,Albany County,Wyoming,0.9220340799485586,0.08035044475404565,55887.0,0.6836623996528531,0.043568935031962644,0.0862706433325117,0.04364640883977901,0.03,0.07796592005144143
56003,Big Horn County,Wyoming,0.8590192644483362,0.16339754816112084,61262.0,0.579554189085319,0.06025009473285335,0.07639391745112238,0.06030032848427968,0.028999999999999998,0.1409807355516638
56005,Campbell County,Wyoming,0.8617005169467696,0.0802889710812623,93315.0,0.7074693485507656,0.0303877330990696,0.07726429550770224,0.030555714204123594,0.026000000000000002,0.13829948305323037
56007,Carbon County,Wyoming,0.8577447689780762,0.12625865885881596,65196.0,0.5983317568148594,0.04814601897096867,0.101712506486767,0.05900461775269369,0.027000000000000003,0.14225523102192383
56009,Converse County,Wyoming,0.8989669572862481,0.1242581874129973,79235.0,0.666480862133036,0.042793420685809866,0.07409395973154362,0.06647807637906648,0.023,0.10103304271375191
56011,Crook County,Wyoming,0.9310632383599722,0.05142460041695622,68876.0,0.628463476070529,0.010306326939593472,0.035886448848419926,0.003992740471869328,0.022000000000000002,0.06893676164002782
56013,Fremont County,Wyoming,0.8060051546391752,0.18,60030.0,0.6122203433922997,0.0819036490147129,0.08950851687099924,0.09160566463706643,0.032,0.19399484536082479
56015,Goshen County,Wyoming,0.9126229921789589,0.11681103355478933,62356.0,0.5681273372327165,0.026160337552742614,0.056434108527131786,0.08857762872361412,0.027000000000000003,0.08737700782104107
