"FIPS","Tract","County","State","PM25","Lead.Paint","Diesel.PM","Toxics.Release.to.Air","Traffic.Proximity","Water.Discharge","Superfund.Proximity","RMP.Proximity","Hazardous.Waste.Proximity","Ozone","Underground.Storage.Tanks","Nitrogen.Dioxide","Drinking.Water.Noncompliance"
32003005807,"Census Tract 0058.07","Clark County","Nevada",6.83448333333333,0,0.317236115187989,15.6567521617946,1551722.47041809,0.000615569164377,0,0,5.71061351100613,70.74478,1.16013917123692,12.0054899954027,0
32003005808,"Census Tract 0058.08","Clark County","Nevada",6.91476147540984,0.028387096774194,0.318474269596383,16.2330883469177,1746165.20025162,57.3000145257412,0,0,6.6826071272578,70.81413,2.11428036775223,11.8192137710465,0
32003005809,"Census Tract 0058.09","Clark County","Nevada",6.99335901639344,0,0.335920893871599,17.1776563798816,1959706.97690569,71.2252311105421,0,0,5.31089122714561,70.92122,2.64492571517771,11.7301088701052,0
32003005813,"Census Tract 0058.13","Clark County","Nevada",7.00441448087432,0.006123410268488,0.356808728672786,16.5690994314685,2074599.86780004,74.2433715073675,0,0,4.07672398717586,70.86506,3.69406103044032,11.6753563288338,0
32003005818,"Census Tract 0058.18","Clark County","Nevada",5.37611885245902,0.034666666666667,0.021005172631247,0.013005481180124,8292.40166982278,0,0,0,0.018365050528707,67.96221,0.137051950358668,2.90119231561696,0
32003005822,"Census Tract 0058.22","Clark County","Nevada",6.43692076502732,0.00246062992126,0.29983220433884,15.7012919349564,1086161.0112913,0,0,0,2.03251365957329,70.2547,1.38475891533241,10.378782422682,0
32003005824,"Census Tract 0058.24","Clark County","Nevada",6.42965218579235,0,0.309367879927754,17.5245946992608,1048159.76886407,0,0,0,1.8501394346007,70.2406,0.374202379710491,10.099198355831,0
32003005825,"Census Tract 0058.25","Clark County","Nevada",6.96492103825137,0.004429678848283,0.360519015187051,16.3732852690466,1806479.61616489,65.7534486923986,0,0,7.08932316092249,70.85557,3.66009631950784,11.9211748029108,0
32003005826,"Census Tract 0058.26","Clark County","Nevada",6.96821038251366,0,0.358166057529583,16.1364657373674,1893692.03770087,69.5899093226864,0,0,4.90292105122613,70.8125,6.84950875075888,11.8629803404555,0
32003005828,"Census Tract 0058.28","Clark County","Nevada",6.61138360655738,0.003584229390681,0.216713802337816,10.06230918,522883.21100812,0.374195362079166,0,0,0.357002534219581,69.87663,0,6.54613351821899,0
32003005829,"Census Tract 0058.29","Clark County","Nevada",6.66674945355191,0,0.228067546223621,10.60701569,741531.841662756,0.44615867101521,0,0,0.499399650169437,69.96891,1.54733013810702,9.31459999084473,0
32003005830,"Census Tract 0058.30","Clark County","Nevada",6.78043961748634,0.004988913525499,0.218051293207129,11.15968237,945911.828350062,0.586774595309661,0,0,0.628073134164707,69.95977,1.58830821621011,10.5662860870361,0
32003005831,"Census Tract 0058.31","Clark County","Nevada",6.92850109289617,0.004668534080299,0.245315294102656,15.23375693,1081521.21816279,7.06982840823423,0,0,0.944227799544222,69.93134,0.669460318055237,9.51576995849609,0
32003005834,"Census Tract 0058.34","Clark County","Nevada",7.37884316939891,0,0.541482830312094,17.13512371,2214773.25605341,94.6218373461434,0,0,2.64609204476913,69.82302,3.15315992158197,11.360650062561,NA
32003005835,"Census Tract 0058.35","Clark County","Nevada",7.04532677595628,0.017088174982912,0.227489366253609,14.1861937457346,1047545.66521265,0.344100378931622,0,0,0.820048985005461,69.6793,1.66518991747554,7.90637055140563,NA
32003005836,"Census Tract 0058.36","Clark County","Nevada",7.01573333333333,0.02377972465582,0.193486634731084,13.7031531238183,914458.606884892,0.307824056759349,0,0,0.808735487799919,69.57581,0,8.19880311873773,NA
32003005837,"Census Tract 0058.37","Clark County","Nevada",7.16373551912568,0,0.450922263928549,14.8249678855424,1258259.1481059,0.303225899276546,0,0,1.17276144269605,69.55832,1.37484395327278,10.1659002304077,NA
32003005839,"Census Tract 0058.39","Clark County","Nevada",6.80832131147541,0.005,0.29112315618421,13.2801497836909,947198.782077685,0.282357952538773,0,0,0.934349582698244,69.40392,0.078493793558999,7.45956932524527,1.17864173228347
32003005841,"Census Tract 0058.41","Clark County","Nevada",6.48021912568306,0,0.315948468183848,13.6685780746897,1262029.04174594,0,0,0,2.56963022424916,70.28389,1.78280803774798,10.0237649583228,0
32003005842,"Census Tract 0058.42","Clark County","Nevada",6.49887158469945,0,0.308872146318122,13.0439825482095,937162.156069597,0.000836642986095,0,0,2.64221811197703,70.32291,0.376464609734113,8.30778091144952,0
32003005843,"Census Tract 0058.43","Clark County","Nevada",6.61117049180328,0,0.317178610080956,14.7797334094787,1427470.75919367,0,0,0,3.53595432527867,70.47469,2.01173961970811,11.5175304681894,0
32003005844,"Census Tract 0058.44","Clark County","Nevada",6.59671284153005,0,0.318028716769721,14.0803299398859,1296261.31552423,0,0,0,4.12520872155251,70.46685,0.732711757763371,10.4833792786213,0
32003005845,"Census Tract 0058.45","Clark County","Nevada",6.68113825136612,0,0.323972727949959,14.4054390780504,1370932.42136378,0.000435428816989,0,0,3.77548238009737,70.5809,1.37027292053599,10.9543031438649,0
32003005846,"Census Tract 0058.46","Clark County","Nevada",6.66952240437158,0,0.33336126637267,13.9809219550255,1000699.40734737,0.252107834181994,0,0,2.60754477124906,70.46797,0.719726589580352,8.02802367456243,0
32003005847,"Census Tract 0058.47","Clark County","Nevada",6.76278743169399,0,0.356512685268167,14.7548585,1350860.33834487,0.247063824340069,0,0,4.14236162058324,70.60584,2.14054143593504,10.3564167022705,0
32003005848,"Census Tract 0058.48","Clark County","Nevada",6.84400273224044,0.012338425381904,0.356531324196485,15.3474933293217,1637846.35791246,54.2948265405969,0,0,4.19759832614853,70.7121,3.76811429432066,11.1748455271162,0
32003005849,"Census Tract 0058.49","Clark County","Nevada",6.91965519125683,0,0.356546434073018,15.9052277811373,2033096.90163177,67.6779005212756,0,0,3.97455237589686,70.68568,3.59606476095227,11.4395177797138,0
32003005850,"Census Tract 0058.50","Clark County","Nevada",6.76357786885246,0.011267605633803,0.358889083284339,14.8040149440373,1121243.75074269,0.283713894162331,0,0,2.8080672988355,70.56956,1.43073430165074,9.99640923258402,0
32003005852,"Census Tract 0058.52","Clark County","Nevada",6.73068524590164,0,0.361019532790002,13.6495501010216,953358.69351532,0.33496726343191,0,0,2.60639447114631,70.42869,0.55382718833325,8.5343706272755,0
32003005855,"Census Tract 0058.55","Clark County","Nevada",6.81126174863388,0.012542372881356,0.354813587266038,12.1996919717467,1052805.11742788,0.562602638142567,0,0,1.74595256024621,70.28674,1.52783886021926,8.02727530271675,0
32003005856,"Census Tract 0058.56","Clark County","Nevada",6.77947021857923,0,0.35513991351381,11.59084205,985935.111302293,0.603320745761809,0,0,1.37505418345819,70.19746,1.60997848318831,8.38874244689941,0
32003005857,"Census Tract 0058.57","Clark County","Nevada",6.72017486338798,0,0.354340695327022,11.32487687,919341.094437954,0.525967120150483,0,0,0.75356056308064,70.02538,1.27671975319617,10.0609998703003,0
32003005858,"Census Tract 0058.58","Clark County","Nevada",6.2448150273224,0,0.169319610676577,10.52937775,859991.53356476,0.395780595476347,0,0,1.72875351582662,69.98242,0.090980215417185,5.82047510147095,0
32003005859,"Census Tract 0058.59","Clark County","Nevada",6.8906131147541,0,0.362658403501474,14.45858309,1515670.52727772,8.45981922459394,0,0,2.2037571076673,70.38623,2.86941160408265,9.65131950378418,0
32003005860,"Census Tract 0058.60","Clark County","Nevada",6.93216639344262,0,0.364588809998915,14.7780961457766,1661523.24842226,47.7111693497481,0,0,3.27353203687478,70.5542,1.73419217943223,10.0080904957515,0
32003005861,"Census Tract 0058.61","Clark County","Nevada",7.19078579234973,0,0.464069698027989,15.41203279,1269104.81522902,0.268436710946595,0,0,1.24779719538453,69.5302,1.40041609277909,10.6177005767822,NA
32003005862,"Census Tract 0058.62","Clark County","Nevada",7.17718087431694,0.014780241151303,0.462970087427605,15.5717345946038,1568811.28015455,0.264328762011433,0,0,1.35667665491031,69.4865,0.270149992024581,10.5300412938492,NA
32003005863,"Census Tract 0058.63","Clark County","Nevada",6.83463360655738,0,0.362873075163882,15.20218994,1253707.20036541,0.321420668032789,0,0,4.20999037787481,70.54221,2.4573712950896,10.2462501525879,0
32003005864,"Census Tract 0058.64","Clark County","Nevada",6.93554972677596,0.00933932895192,0.359829953209013,16.07449565,1927415.54524632,64.7799933768647,0,0,4.02823846634476,70.70335,1.42104708008051,11.0342817306519,0
32003005865,"Census Tract 0058.65","Clark County","Nevada",7.11476530054645,0,0.257737441395723,14.96405088,1341902.88501419,7.99034113182689,0,0,1.28295332584236,69.81663,1.76213549925972,9.08385467529297,NA
32003005866,"Census Tract 0058.66","Clark County","Nevada",7.12763415300546,0,0.301258918129386,16.43334138,1569754.40557697,64.5299179394409,0,0,1.78979210951771,69.93663,0.362876616436195,9.38685989379883,NA
32003005867,"Census Tract 0058.67","Clark County","Nevada",6.76579918032787,0,0.200260945203661,11.67972203,763249.875567475,0.337132848814881,0,0,0.449976118439851,69.8347,0,7.82218551635742,0
32003005868,"Census Tract 0058.68","Clark County","Nevada",6.79598907103825,0,0.231913341969949,11.87548668,732337.41072549,0.385657256030719,0,0,0.465553595024722,69.78506,0,7.96835708618164,0
32003005869,"Census Tract 0058.69","Clark County","Nevada",6.79412595628415,0,0.364654394676859,13.810781,1072504.56507755,0.405771242748771,0,0,3.41549295675192,70.40459,1.77404942388627,8.71032524108887,0
32003005870,"Census Tract 0058.70","Clark County","Nevada",6.8206718579235,0,0.364558636975634,14.15430962,1116900.96134079,0.377504940949481,0,0,3.62945950389677,70.51389,1.74954586618544,9.5851993560791,0
32003005871,"Census Tract 0058.71","Clark County","Nevada",6.83324890710383,0,0.364516044919751,14.6381921,1126287.8632004,0.347936604967266,0,0,4.21721537101925,70.4775,1.75498982252668,9.9157247543335,0
32003005872,"Census Tract 0058.72","Clark County","Nevada",5.74563907103825,0.011656658424585,0.096030630481186,11.13503038,761501.986162965,0,0,0,1.98757536562675,69.93071,0.026328524290346,3.36663293838501,0
32003005873,"Census Tract 0058.73","Clark County","Nevada",6.33305846994535,0.038953811908737,0.295555381919782,15.19093131,712654.389319959,0,0,0,1.55530507500303,70.19056,0.872798034237215,8.56533718109131,0
32003005874,"Census Tract 0058.74","Clark County","Nevada",6.7936193989071,0.005698005698006,0.343463729021736,14.8519402866068,1457803.25035663,0.163519924535667,0,0,5.44546268854165,70.62544,1.77258765696119,11.3718999996031,0
32003005875,"Census Tract 0058.75","Clark County","Nevada",6.80333961748634,0,0.356479664893427,14.9585549893389,1784993.25092017,53.8590205495368,0,0,5.37350688124378,70.68844,3.75194495680164,11.3856052378049,0
32003005876,"Census Tract 0058.76","Clark County","Nevada",5.59555273224044,0,0.04566763711919,0.260063021509847,4537.36594659753,0,0,0.052626705490981,0.011289645652951,69.68347,0.089075823647766,1.54321407169691,1.2800875273523
