"FIPS","Tract","County","State","Gini.Coefficient","Economic.Segregation","Racial.Economic.Segregation","Racial.Segregation","Gender.Pay.Gap","Uninsured.Children","Uninsured..Black.","Uninsured..Hispanic.","Living.Below.Poverty..Black.","Living.Below.Poverty..Hispanic.","Lack_English_Prof"
16083001100,"Census Tract 11","Twin Falls County","Idaho",0.4228,-0.280898876404494,0.0399500624219725,0.713243873978996,0.233044812095979,0.36247723132969,0.426829268292683,0.563478260869565,0,0.37037037037037,0.0366333636088404
16083001201,"Census Tract 12.01","Twin Falls County","Idaho",0.3969,-0.216426858513189,0.0305755395683453,0.646530810286269,0.282185240286475,0.0113808801213961,0,0.0258620689655172,1,0.246478873239437,0.0190320826536161
16083001202,"Census Tract 12.02","Twin Falls County","Idaho",0.3312,-0.0558375634517767,0.0620417371686407,0.594280442804428,0.303633468442386,0.0245353159851301,NA,0.169470404984424,NA,0.0904977375565611,0.0822722820763957
16083001301,"Census Tract 13.01","Twin Falls County","Idaho",0.3586,0.0222575516693164,0.147456279809221,0.749514091350826,0.314507216226759,0.061128526645768,NA,0.199567333693889,NA,0.16953316953317,0.0319176998153521
16083001302,"Census Tract 13.02","Twin Falls County","Idaho",0.4273,-0.114832535885167,0.116028708133971,0.704134366925065,0.206556912871127,0.0687757909215956,NA,0.294425087108014,NA,0.423423423423423,0.0696494464944649
16083001600,"Census Tract 16","Twin Falls County","Idaho",0.3883,0.0264586160108548,0.132293080054274,0.598546575644131,0.0202477593730938,0.130232558139535,NA,0.28644356211004,NA,0.0602739726027397,0.0849844831702077
16085970100,"Census Tract 9701","Valley County","Idaho",0.6185,-0.0967136150234742,0.116431924882629,0.911519678253375,0.760501981505945,0.120845921450151,NA,0.307692307692308,NA,0,0.0172868444184002
16085970200,"Census Tract 9702","Valley County","Idaho",0.5085,-0.111310592459605,0.193895870736086,0.970657276995305,0.0902278635877045,0.0717557251908397,NA,0.0779220779220779,NA,0,0
16085970301,"Census Tract 9703.01","Valley County","Idaho",0.4459,0.142201834862385,0.356269113149847,0.991484832357637,0.601735064935065,0.0544090056285178,NA,0.75,NA,NA,0.0071077091306725
16085970302,"Census Tract 9703.02","Valley County","Idaho",0.3416,0.0592592592592593,0.213756613756614,0.906472684085511,0.354157476841641,0.00133155792276964,0,0,NA,0,0
16087970100,"Census Tract 9701","Washington County","Idaho",0.4299,-0.0827770360480641,0.096128170894526,0.8810888252149,0.0778573590235044,0.146017699115044,NA,0.122222222222222,NA,0,0
16087970200,"Census Tract 9702","Washington County","Idaho",0.4411,-0.161937716262976,0.0865051903114187,0.836520827875295,0.339037799217062,0,0,0.160520607375271,NA,0.480392156862745,0.071507454445058
16087970300,"Census Tract 9703","Washington County","Idaho",0.4263,-0.25065963060686,0.0722955145118734,0.703329969727548,0.310447550721828,0.12855910267472,NA,0.247008547008547,NA,0.223021582733813,0.0259188442744848
30001000100,"Census Tract 1","Beaverhead County","Montana",0.4185,-0.0299003322259136,0.124584717607973,0.873611111111111,-0.0320615384615384,0.121951219512195,0,0.24468085106383,NA,0,0
30001000200,"Census Tract 2","Beaverhead County","Montana",0.4286,-0.14527027027027,0.0940315315315315,0.912464806757103,0.117877948280762,0.0292825768667643,NA,0,NA,0,0.000540394487976223
30001000300,"Census Tract 3","Beaverhead County","Montana",0.4454,-0.19047619047619,0.0556511761331038,0.876973839264671,0.305343792582772,0.0241254523522316,0,0,NA,0,0
30003000100,"Census Tract 1","Big Horn County","Montana",0.4066,-0.222763237979306,0.0639074863055386,0.493989566795192,-0.0251666780440076,0,NA,0,NA,0.605263157894737,0
30003940400,"Census Tract 9404","Big Horn County","Montana",0.4985,-0.267639902676399,0.0097323600973236,0.110406091370558,0.466301428072785,0.121376811594203,NA,0,NA,0,0
30003940500,"Census Tract 9405","Big Horn County","Montana",0.4699,-0.166666666666667,0.0686274509803922,0.383419689119171,0.452903079195546,0.177377892030848,NA,0,NA,0,0
30003940600,"Census Tract 9406","Big Horn County","Montana",0.4322,-0.206552706552707,0.0128205128205128,0.0587371512481645,-0.0253024737342342,0.121934127540294,NA,0,NA,0,0
30003940700,"Census Tract 9407","Big Horn County","Montana",0.3947,-0.111954459203036,0.0569259962049336,0.195769576957696,-0.180640275105416,0.276258992805755,NA,0.0769230769230769,NA,0,0.0019020446980504
30005000100,"Census Tract 1","Blaine County","Montana",0.3806,-0.0622710622710623,0.10989010989011,0.621786197564276,0.0452132527915065,0.117845117845118,NA,0,NA,0,0.00883652430044183
30005000200,"Census Tract 2","Blaine County","Montana",0.4391,-0.143308746048472,0.13277133825079,0.892288348700754,0.257171187761173,0.0778267254038179,NA,0,NA,0,0.0035810205908684
30005940100,"Census Tract 9401","Blaine County","Montana",0.6423,-0.45083932853717,0,0.0111524163568773,0.20798826368842,0.210599721059972,NA,0.4375,NA,0,0
30005940200,"Census Tract 9402","Blaine County","Montana",0.4331,-0.267532467532468,0,-0.00460829493087558,0.14479012345679,0.239130434782609,0.129032258064516,0.76,NA,0,0
30007000100,"Census Tract 1","Broadwater County","Montana",0.4067,-0.116122840690979,0.100767754318618,0.856573705179283,0.174854237698469,0.0187713310580205,NA,0,NA,NA,0
30007000200,"Census Tract 2","Broadwater County","Montana",0.4197,0.0205850487540628,0.199349945828819,0.913958333333333,0.344181433483206,0.0779510022271715,0,0.864864864864865,NA,NA,0
30009000100,"Census Tract 1","Carbon County","Montana",0.4575,0.110576923076923,0.220192307692308,0.923701872129989,0.377122807017544,0.0351758793969849,0,0.193548387096774,NA,0,0
30009000200,"Census Tract 2","Carbon County","Montana",0.44,-0.230352303523035,0.0826558265582656,0.912192393736018,0.103245827392435,0.0453074433656958,0,0,NA,0,0.00177095631641086
30009000300,"Census Tract 3","Carbon County","Montana",0.4783,-0.179575051405072,0.101439342015079,0.89498997995992,0.0812941685495889,0.0895522388059701,0,0,NA,NA,0
30009000400,"Census Tract 4","Carbon County","Montana",0.4222,0.0964630225080386,0.183279742765273,0.94385367928541,0.19497358490566,0.0886319845857418,0,0.166666666666667,NA,0,0.00308234258036107
30009000500,"Census Tract 5","Carbon County","Montana",0.4166,-0.0256410256410256,0.152014652014652,0.859773371104816,0.322108734971805,0.0411985018726592,NA,0.0227272727272727,NA,0,0
30011000300,"Census Tract 3","Carter County","Montana",0.3892,-0.247078464106845,0.0434056761268781,0.919177075679647,0.206147368421053,0.102661596958175,0,0,NA,0,0
30013000100,"Census Tract 1","Cascade County","Montana",0.3371,-0.143552311435523,0.0543390105433901,0.824723904524403,0.0511279564752214,0,NA,0.161971830985915,NA,NA,0
30013000200,"Census Tract 2","Cascade County","Montana",0.4096,-0.0460199004975124,0.119402985074627,0.94434980124929,0.356528770854614,0.0132231404958678,NA,0,NA,NA,0.0104803493449782
30013000300,"Census Tract 3","Cascade County","Montana",0.4897,-0.139945652173913,0.061820652173913,0.747314715359828,-0.0455514545746314,0.0975274725274725,NA,0.103370786516854,NA,0,0
30013000400,"Census Tract 4","Cascade County","Montana",0.4306,-0.206779661016949,0.0384180790960452,0.652888680131517,0.152274774774775,0,0,0.371621621621622,NA,0,0
30013000700,"Census Tract 7","Cascade County","Montana",0.4327,-0.405874499332443,0.0146862483311081,0.720425531914894,0.295764130877495,0.0117924528301887,NA,0.757142857142857,NA,NA,0
30013000800,"Census Tract 8","Cascade County","Montana",0.4348,-0.273381294964029,0.0115107913669065,0.615881213686249,-0.0102123282639042,0.107344632768362,0,0,0,NA,0
30013000900,"Census Tract 9","Cascade County","Montana",0.4826,-0.166666666666667,0.0991189427312775,0.852400711321873,0.084020202020202,0.00834202294056309,0,0,NA,1,0
30013001000,"Census Tract 10","Cascade County","Montana",0.4061,-0.0798429319371728,0.106020942408377,0.809181761399126,0.23463783933614,0.0717628705148206,0,0,NA,NA,0
30013001100,"Census Tract 11","Cascade County","Montana",0.3595,-0.094687006838506,0.0420831141504471,0.740235729142593,0.116124525665956,0.012565445026178,0,0,0,0.594594594594595,0.00529367280060499
30013001201,"Census Tract 12.01","Cascade County","Montana",0.2864,-0.016359918200409,0.0347648261758691,0.52779276848354,0.405567013882871,0,0.126865671641791,0,0,0,0
30013001202,"Census Tract 12.02","Cascade County","Montana",0.376,-0.197037037037037,0.0162962962962963,0.501045587620243,0.204112359550562,0,0,0,0.264705882352941,0.09375,0
30013001600,"Census Tract 16","Cascade County","Montana",0.4251,-0.183815648445874,0.0476956055734191,0.825091575091575,0.000412903225806449,0.0685920577617329,NA,0.173913043478261,NA,0,0
30013001700,"Census Tract 17","Cascade County","Montana",0.3018,-0.0580720092915215,0.0429732868757259,0.852648138437336,0.22258786363038,0.0493421052631579,NA,0,NA,0,0
30013001800,"Census Tract 18","Cascade County","Montana",0.347,0.0082815734989648,0.122153209109731,0.847394869082253,0.148204651162791,0.0342323651452282,NA,0.1796875,NA,0.64,0
30013001900,"Census Tract 19","Cascade County","Montana",0.3646,0.0950381679389313,0.187404580152672,0.90745501285347,0.3302390253592,0.0393518518518519,0,0,0,0,0
30013002100,"Census Tract 21","Cascade County","Montana",0.4623,-0.119329791581528,0.11687780956273,0.860775704354189,0.560641509927196,0.00254022015241321,0,0.0208333333333333,NA,NA,0
30013002201,"Census Tract 22.01","Cascade County","Montana",0.5316,-0.130434782608696,0.13579511614056,0.879120879120879,0.380910891089109,0.0412757973733583,0,0,NA,0.5,0
30013002202,"Census Tract 22.02","Cascade County","Montana",0.3512,-0.204330175913396,0.0189445196211096,0.751581843191197,-0.180904522613065,0.167105263157895,0,0.0551181102362205,NA,1,0
30013002301,"Census Tract 23.01","Cascade County","Montana",0.426,0.178198108511697,0.250871080139373,0.876053639846743,0.517357980162308,0.0622992935131663,0,0.091304347826087,0,0,0
30013002302,"Census Tract 23.02","Cascade County","Montana",0.3294,0.441501103752759,0.423841059602649,0.895527996993611,0.258346759201884,0,0,0,NA,0,0
30013010100,"Census Tract 101","Cascade County","Montana",0.4218,0.0133422281521014,0.144096064042695,0.860424469413233,0.255328411887185,0.125618199802176,0,0,NA,0.789473684210526,0
30013010400,"Census Tract 104","Cascade County","Montana",0.4258,0.0166666666666667,0.194047619047619,0.922836287799791,-0.34314070253585,0.0455764075067024,NA,0.105263157894737,NA,NA,0
30013010600,"Census Tract 106","Cascade County","Montana",0.4769,0.0298701298701299,0.203246753246753,0.923668168566128,0.121098950498816,0.0588957055214724,0,0.0460526315789474,0,0,0
30013010700,"Census Tract 107","Cascade County","Montana",0.4835,-0.0456508328192474,0.144972239358421,0.843198570471298,0.360169227897717,0.0686367969494757,0.294117647058824,0.0398550724637681,0,0.766666666666667,0
30013010800,"Census Tract 108","Cascade County","Montana",0.5328,-0.481629926519706,0.0220440881763527,0.76671675432006,-0.131549664943992,0.0402930402930403,0,0.194871794871795,NA,0.785714285714286,0
30015010200,"Census Tract 102","Chouteau County","Montana",0.382,-0.12200956937799,0.0777511961722488,0.890639481000927,0.0139578029943478,0.0261682242990654,NA,0.194244604316547,NA,0,0
30015010300,"Census Tract 103","Chouteau County","Montana",0.4748,-0.114825581395349,0.0901162790697674,0.679624664879357,0.169713998154827,0.0170648464163823,0,0,NA,0.5,0
30017961300,"Census Tract 9613","Custer County","Montana",0.4794,0.0653983353151011,0.25089179548157,0.926120114394662,0.418586017708729,0.147540983606557,NA,0,NA,NA,0.00102145045965271
30017961500,"Census Tract 9615","Custer County","Montana",0.3517,-0.235042735042735,0.0213675213675214,0.866588648332358,-0.136756097560976,0.0132450331125828,NA,0,NA,0,0.00390625
30017961600,"Census Tract 9616","Custer County","Montana",0.4742,-0.0135275754422477,0.0957336108220603,0.827811860940695,-0.00796097560975606,0.0883838383838384,0,0,NA,NA,0
30017961800,"Census Tract 9618","Custer County","Montana",0.3918,-0.0604719764011799,0.106194690265487,0.897856242118537,0.0639459979313723,0.110738255033557,NA,0,NA,NA,0
30017961900,"Census Tract 9619","Custer County","Montana",0.4049,-0.0388471177944862,0.105263157894737,0.942148760330578,0.46234475978429,0.0675675675675676,NA,0,NA,0,0.0027114967462039
30017962000,"Census Tract 9620","Custer County","Montana",0.4291,-0.262218045112782,0.075187969924812,0.898336414048059,0.128749565687372,0,0,0,NA,0,0
30019020300,"Census Tract 203","Daniels County","Montana",0.3843,-0.11731843575419,0.0656424581005587,0.893044619422572,0.131311398052422,0.0236686390532544,0,0,1,0,0
30021000100,"Census Tract 1","Dawson County","Montana",0.409,-0.0137221269296741,0.159519725557461,0.911941294196131,0.502075932029277,0.164102564102564,NA,0,NA,0,0
30021000200,"Census Tract 2","Dawson County","Montana",0.3448,-0.0459873760144274,0.0757439134355275,0.877885331347729,0.23295957787619,0.00417827298050139,NA,0,NA,1,0
30021000300,"Census Tract 3","Dawson County","Montana",0.4191,-0.0668979187314172,0.125867195242815,0.924717423757731,0.397049977140932,0.014268727705113,NA,0,NA,NA,0
30023000300,"Census Tract 3","Deer Lodge County","Montana",0.4182,-0.242283051834595,0.034944670937682,0.892415106315455,0.250387078275829,0.17487684729064,0,0,0,0,0
30023000400,"Census Tract 4","Deer Lodge County","Montana",0.4446,-0.195280235988201,0.0696165191740413,0.946438746438746,-0.101785851153522,0,NA,0,NA,NA,0
30023000500,"Census Tract 5","Deer Lodge County","Montana",0.391,-0.11411149825784,0.0827526132404181,0.836899333567169,0.217921568627451,0.060702875399361,0.176470588235294,0,NA,0,0
30025000100,"Census Tract 1","Fallon County","Montana",0.4872,-0.0698689956331878,0.165065502183406,0.927227547035854,0.250058142915286,0.168044077134986,NA,0.928571428571429,NA,NA,0
30027030100,"Census Tract 301","Fergus County","Montana",0.4023,-0.053912213740458,0.106393129770992,0.933770760713553,0.273493398549168,0.234714003944773,0,0.125,NA,0,0.00176991150442478
30027030201,"Census Tract 302.01","Fergus County","Montana",0.4572,-0.167812929848693,0.107977991746905,0.875576036866359,0.364883826879271,0.184210526315789,0.538461538461538,0.441441441441441,1,0,0.0159609120521173
30027030202,"Census Tract 302.02","Fergus County","Montana",0.4059,-0.226666666666667,0.0624242424242424,0.946071325021745,-0.322642652131553,0,NA,0,NA,NA,0
30029000101,"Census Tract 1.01","Flathead County","Montana",0.4001,-0.116883116883117,0.116883116883117,0.82183316168898,0.287422161903241,0.182608695652174,0,0,NA,NA,0.0145077720207254
30029000102,"Census Tract 1.02","Flathead County","Montana",0.4057,-0.207750269106566,0.077502691065662,0.908582089552239,0.0796285938024387,0,NA,0,NA,NA,0
30029000201,"Census Tract 2.01","Flathead County","Montana",0.3749,0.0372312532773991,0.157315154693235,0.924350377200335,0.206515170936258,0.111553784860558,NA,0,NA,0,0.00261951538965291
30029000202,"Census Tract 2.02","Flathead County","Montana",0.4019,0.083617747440273,0.194539249146758,0.933248971844353,0.221862764921052,0,0,0,NA,0,0
30029000203,"Census Tract 2.03","Flathead County","Montana",0.3983,-0.13030303030303,0.0757575757575758,0.925523661753297,-0.237252830188679,0.0877944325481799,NA,0.259259259259259,NA,0.74468085106383,0.00812161599333611
30029000301,"Census Tract 3.01","Flathead County","Montana",0.5144,-0.194909993792675,0.147113594040968,0.981769276748356,0.385652876917616,0,NA,NA,NA,NA,0
30029000302,"Census Tract 3.02","Flathead County","Montana",0.595,-0.00631578947368421,0.213684210526316,0.898296059637913,-0.185767213760269,0,NA,0,NA,0,0
30029000402,"Census Tract 4.02","Flathead County","Montana",0.5165,0.0717911530094271,0.262509064539521,0.981497797356828,0.147449125608158,0,NA,0,NA,NA,0.00333940497874924
30029000403,"Census Tract 4.03","Flathead County","Montana",0.4823,0.223934723481414,0.263825929283772,0.972646822204344,0.164644865108306,0.0584615384615385,NA,0,NA,0,0
30029000404,"Census Tract 4.04","Flathead County","Montana",0.3678,0.142952571810287,0.245156980627923,0.909486510008703,-0.0296807817589577,0.130876747141042,NA,0.564102564102564,NA,0,0
30029000601,"Census Tract 6.01","Flathead County","Montana",0.416,0.195348837209302,0.261395348837209,0.885015513779887,0.0750975800156128,0.0135478408128704,0,0.0547445255474453,0,0.102941176470588,0
30029000602,"Census Tract 6.02","Flathead County","Montana",0.4481,0.0470967741935484,0.156774193548387,0.907508939213349,0.228261052066019,0.0741116751269036,0,0.315789473684211,NA,0.222222222222222,0
30029000700,"Census Tract 7","Flathead County","Montana",0.3243,-0.00503989920201596,0.0936581268374632,0.898025300833076,0.179714693869339,0,NA,0.257861635220126,NA,0,0.00533066799933367
30029000801,"Census Tract 8.01","Flathead County","Montana",0.4484,-0.0260869565217391,0.172463768115942,0.915028901734104,0.0252663473756231,0.0417163289630513,NA,0.234042553191489,NA,0,0
30029000802,"Census Tract 8.02","Flathead County","Montana",0.4585,0.0451224752900731,0.198538891276321,0.878792452830189,0.234695144666584,0.100303951367781,NA,0,NA,0,0
30029000901,"Census Tract 9.01","Flathead County","Montana",0.5608,-0.307827616534741,0.06948109058927,0.901801801801802,-0.0663459750883064,0,0,0,0,NA,0.00904331270823417
30029000902,"Census Tract 9.02","Flathead County","Montana",0.3085,0.0670967741935484,0.113548387096774,0.778288100208768,-0.401490966809937,0,NA,0.0874524714828897,NA,0,0.00552995391705069
30029000903,"Census Tract 9.03","Flathead County","Montana",0.4037,-0.12472487160675,0.110051357300073,0.859794403198172,0.200514098027704,0.110526315789474,0,0,NA,1,0
30029001000,"Census Tract 10","Flathead County","Montana",0.5068,-0.449654112221368,0.0491929285165257,0.896085065248913,0.122829268292683,0,NA,0.224358974358974,NA,NA,0
30029001101,"Census Tract 11.01","Flathead County","Montana",0.3633,-0.228439763001975,0.0302830809743252,0.960119047619048,-0.0557541294340644,0,NA,0,NA,0,0
30029001102,"Census Tract 11.02","Flathead County","Montana",0.4337,-0.0710227272727273,0.139914772727273,0.888263439347031,-0.00284265977537035,0.14367816091954,NA,0.325301204819277,NA,0,0.0229439809296782
30029001201,"Census Tract 12.01","Flathead County","Montana",0.3469,0.0841042893187553,0.162321278385198,0.889225181598063,0.0723730902842629,0.0645491803278689,NA,0.0663716814159292,NA,0,0
30029001202,"Census Tract 12.02","Flathead County","Montana",0.3754,-0.124618514750763,0.0544252288911495,0.907967294162388,0.307304312143077,0.0432835820895522,0,0.182795698924731,NA,0,0.00203748981255094
30029001303,"Census Tract 13.03","Flathead County","Montana",0.4853,0.0292134831460674,0.178651685393258,0.808794466403162,0.127299666625509,0.0659340659340659,0,0,NA,0,0
30029001304,"Census Tract 13.04","Flathead County","Montana",0.3875,0.158018867924528,0.206367924528302,0.801932367149758,0.10055465581242,0.107692307692308,NA,0,NA,0,0
30029001305,"Census Tract 13.05","Flathead County","Montana",0.4357,0.0385050962627407,0.233295583238958,0.933056564608199,-0.124171250496727,0.0200501253132832,NA,0,NA,0,0.00215749730312837
30029001306,"Census Tract 13.06","Flathead County","Montana",0.46,0.0724734042553191,0.16156914893617,0.912353347135956,0.215160796324655,0.194713656387665,1,0.12807881773399,NA,0,0.00469135802469136
30029001401,"Census Tract 14.01","Flathead County","Montana",0.4216,0.0156765676567657,0.190594059405941,0.913130638155697,-0.0737888603675183,0.0508474576271186,NA,0,NA,0,0.0128116343490305
30029001402,"Census Tract 14.02","Flathead County","Montana",0.477,0.130597014925373,0.267910447761194,0.908183632734531,0.170465987685908,0.042483660130719,NA,0,NA,0,0.0177886292291594
30029001701,"Census Tract 17.01","Flathead County","Montana",0.4608,-0.0417112299465241,0.144385026737968,0.893911995177818,0.178082191780822,0.0257123002084781,0,0.0354330708661417,NA,0.851851851851852,0
30029001702,"Census Tract 17.02","Flathead County","Montana",0.3429,-0.0169491525423729,0.114732724902216,0.900137425561154,-0.187916135429948,0.0397614314115308,0,0,NA,NA,0
30029001703,"Census Tract 17.03","Flathead County","Montana",0.4451,-0.0793296089385475,0.107262569832402,0.932859048465985,-0.0517333086653871,0.0709677419354839,NA,0,NA,0,0
30031000101,"Census Tract 1.01","Gallatin County","Montana",0.466,0.263139077583125,0.334286735788345,0.933518410286382,0.332796645883535,0.0717577353522054,NA,0,NA,0,0.00717009916094584
30031000104,"Census Tract 1.04","Gallatin County","Montana",0.3591,0.0910683012259194,0.197898423817863,0.930750919714348,0.20544403892944,0.0108949416342412,0,0,NA,0.188679245283019,0
30031000105,"Census Tract 1.05","Gallatin County","Montana",0.4969,-0.0678571428571429,0.0785714285714286,0.80357845064884,-0.219186093409696,0,NA,0.274509803921569,NA,0.303030303030303,0
30031000201,"Census Tract 2.01","Gallatin County","Montana",0.4013,0.0933601609657948,0.2,0.900453905149476,0.329672045070742,0,NA,0,NA,0.153846153846154,0.00367892976588629
30031000202,"Census Tract 2.02","Gallatin County","Montana",0.4031,0.125856164383562,0.264982876712329,0.942249240121581,0.161729548514743,0.0612760581174984,NA,0,NA,NA,0.0206166067713259
30031000300,"Census Tract 3","Gallatin County","Montana",0.3689,-0.0420531849103278,0.112554112554113,0.94238578680203,0.306628565596775,0.00429184549356223,NA,0.260869565217391,NA,0,0.00376546530392684
30031000400,"Census Tract 4","Gallatin County","Montana",0.4267,0.0911692559280458,0.197465249386754,0.929283031193859,0.227753054454244,0.0856973995271868,NA,0.0394736842105263,NA,0,0.00206576002754347
30031000502,"Census Tract 5.02","Gallatin County","Montana",0.4725,0.366925938451133,0.418667568481569,0.941344406955619,0.305943502824859,0.0249702734839477,NA,0,NA,0,0.00413609072715143
30031000504,"Census Tract 5.04","Gallatin County","Montana",0.4594,0.350296861747243,0.431721798134012,0.881829733163914,0.426525714285714,0.00854700854700855,0,0.327731092436975,NA,0,0.0051440329218107
30031000505,"Census Tract 5.05","Gallatin County","Montana",0.3393,0.129962546816479,0.168913857677903,0.792112593461369,0.0464468396054074,0.0425531914893617,0,0.123957091775924,NA,0,0.0155496812315348
30031000506,"Census Tract 5.06","Gallatin County","Montana",0.4343,0.0942716857610475,0.181669394435352,0.903958468526931,0.105005753739931,0.117147707979626,0.958762886597938,0.303571428571429,NA,0,0.00254930900308601
30031000507,"Census Tract 5.07","Gallatin County","Montana",0.3904,0.0682903533906399,0.199617956064947,0.89338502544221,0.100065497416491,0,NA,0,NA,0,0
30031000600,"Census Tract 6","Gallatin County","Montana",0.5831,-0.13061797752809,0.160112359550562,0.84029484029484,-0.0260464433764995,0.109409190371991,NA,0.356223175965665,NA,0.346153846153846,0.00444279896334691
30031000701,"Census Tract 7.01","Gallatin County","Montana",0.4665,0.135416666666667,0.248106060606061,0.883123425692695,0.0121225516866159,0.0456026058631922,NA,0.141552511415525,NA,0,0
30031000703,"Census Tract 7.03","Gallatin County","Montana",0.3288,-0.136465324384787,0.0357941834451902,0.894827586206897,0.290590906010707,0.116541353383459,0,0.24390243902439,NA,0.596153846153846,0
30031000704,"Census Tract 7.04","Gallatin County","Montana",0.5225,0.0587257617728532,0.141274238227147,0.905817174515235,0.10345665414021,0.118316268486917,NA,0,NA,0,0
30031000800,"Census Tract 8","Gallatin County","Montana",0.5744,0.129342202512934,0.302291204730229,0.910530482977039,0.131783122632468,0,NA,0,NA,0,0
30031000900,"Census Tract 9","Gallatin County","Montana",0.4615,-0.0956521739130435,0.123913043478261,0.771489361702128,0.29070411803415,0.0286975717439294,NA,0.0942408376963351,NA,0,0.00110424028268551
30031001001,"Census Tract 10.01","Gallatin County","Montana",0.3797,0.435794542536116,0.475922953451043,0.928178484107579,0.142152505446623,0,NA,0,NA,0,0
30031001002,"Census Tract 10.02","Gallatin County","Montana",0.5123,0.101650738488271,0.216768027801911,0.915190125423054,0.354986316365627,0,NA,0.635135135135135,NA,NA,0.000407000407000407
30031001101,"Census Tract 11.01","Gallatin County","Montana",0.3723,-0.319516407599309,-0.00431778929188256,0.775069637883008,0.217272727272727,0.0233219567690557,0.248648648648649,0.0565610859728507,0.111111111111111,0,0.00337417865388031
30031001102,"Census Tract 11.02","Gallatin County","Montana",0.4944,0.00152983171851096,0.259051504334523,0.775133214920071,0.0833333333333334,0.0765957446808511,0,0.206971677559913,NA,NA,0.00422173274596182
30031001200,"Census Tract 12","Gallatin County","Montana",0.4677,0.249751737835154,0.282522343594836,0.878410914927769,0.222505374525955,0.0987748851454824,0,0.353951890034364,NA,0.28,0.000874890638670166
30031001500,"Census Tract 15","Gallatin County","Montana",0.5734,-0.0306372549019608,0.161764705882353,0.586616041765543,0.444858543391654,0.192949907235622,NA,0.269182389937107,NA,0.0869565217391304,0.0842105263157895
30031001600,"Census Tract 16","Gallatin County","Montana",0.4584,0.150420168067227,0.221848739495798,0.887653374233129,0.369861167273217,0.0182481751824818,1,0,NA,NA,0
30031001700,"Census Tract 17","Gallatin County","Montana",0.4737,0.212640599892876,0.283342260310659,0.930324994154781,0.280892704855239,0.0370879120879121,0,0.0217391304347826,0,0,0.000974658869395711
30033000100,"Census Tract 1","Garfield County","Montana",0.4626,-0.113022113022113,0.147420147420147,0.968017057569296,0.190217391304348,0.188340807174888,0,NA,NA,NA,0
30035940200,"Census Tract 9402","Glacier County","Montana",0.5003,-0.38885523924894,0.0133252574197456,0.0131789848619768,0.0163354838709677,0.395301327885598,1,0.13265306122449,0,0.4,0
30035940400,"Census Tract 9404","Glacier County","Montana",0.4827,-0.214723926380368,0.0753724802804557,0.232827373295601,0.00278936915627159,0.285467128027682,NA,0.128571428571429,NA,0,0
30035976000,"Census Tract 9760","Glacier County","Montana",0.4134,-0.152303120356612,0.106240713224368,0.725109276347742,0.410603636363636,0.112522686025408,NA,0.235955056179775,NA,0.909090909090909,0.0334034718569174
30035980000,"Census Tract 9800","Glacier County","Montana",0.442,-0.777777777777778,0,0.354838709677419,0,0,NA,0.129032258064516,NA,NA,0.043010752688172
30037000100,"Census Tract 1","Golden Valley County","Montana",0.4541,-0.154696132596685,0.0801104972375691,0.882142857142857,0.422568705291218,0.166666666666667,0,0.2,0,0,0
30039961701,"Census Tract 9617.01","Granite County","Montana",0.5138,-0.0361663652802893,0.121157323688969,0.972181551976574,0.223240490030864,0.0140350877192982,NA,0,NA,0,0
30039961702,"Census Tract 9617.02","Granite County","Montana",0.4368,-0.237226277372263,0.062043795620438,0.881636629322942,0.489726315789474,0.201807228915663,1,0,NA,0,0
30041040100,"Census Tract 401","Hill County","Montana",0.3396,-0.0660869565217391,0.0747826086956522,0.904195804195804,0.36173630831643,0.275,1,0,NA,0,0
30041040200,"Census Tract 402","Hill County","Montana",0.4287,-0.0300136425648022,0.178717598908595,0.94434250764526,0.318698525979794,0.0205882352941176,NA,0,NA,NA,0
30041040300,"Census Tract 403","Hill County","Montana",0.4513,-0.360308285163776,0.0128452151573539,0.686676427525622,0.0357120441850248,0.0262881177707676,0,0.0755813953488372,NA,0.444444444444444,0
30041040400,"Census Tract 404","Hill County","Montana",0.4444,0.0118675827607745,0.109306683322923,0.769377382465057,0.343293100974186,0.0115904700579523,0,0,NA,0,0
30041040500,"Census Tract 405","Hill County","Montana",0.3792,-0.0864312267657993,0.136617100371747,0.876712328767123,-0.104340035492152,0.0682926829268293,NA,0,NA,NA,0
30041940300,"Census Tract 9403","Hill County","Montana",0.4013,-0.25,0,0.0207625519063798,0.266872948577681,0.0250463821892393,NA,0.131578947368421,NA,0.444444444444444,0.00379266750948167
30043962201,"Census Tract 9622.01","Jefferson County","Montana",0.3783,0.360998650472335,0.390688259109312,0.929638554216867,0.326989563475395,0.0304147465437788,0,0.0365853658536585,NA,0,0.00256739409499358
30043962202,"Census Tract 9622.02","Jefferson County","Montana",0.4221,0.0674342105263158,0.217105263157895,0.887117346938776,0.11712498440591,0.0121951219512195,0,0,NA,0,0.00110619469026549
30043962300,"Census Tract 9623","Jefferson County","Montana",0.4057,-0.137626262626263,0.0965909090909091,0.923772964080066,0.274560043152856,0.0433212996389892,0,0.32,NA,1,0.0016973125884017
30045000100,"Census Tract 1","Judith Basin County","Montana",0.5063,-0.0859977949283352,0.156560088202867,0.914271797369703,0.258468159719455,0.0147679324894515,NA,0,NA,0,0.00152284263959391
